timestamp,date_GMT,status,attendance,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1470931800,Aug 11 2016 - 4:10pm,complete,1406,Al Shabab,Al Quadisiya,0.00,0.00,1.15,0.85,0,0,0,0,0,0,"","",-1,-1,0,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,49,51,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1470938700,Aug 11 2016 - 6:05pm,complete,7017,Al Raed,Al Ittihad,0.00,0.00,1.92,2.46,2,3,5,0,0,0,"81,89","54,65,73",-1,-1,2,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,48,52,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah))
1471018200,Aug 12 2016 - 4:10pm,complete,214,Al Faisaly,Al Khaleej,0.00,0.00,1.23,1.00,3,1,4,1,1,0,"41,51,61","71",-1,-1,0,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,48,52,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Salman bin Abdulaziz Sport City Stadium (Al Majma'ah)
1471025100,Aug 12 2016 - 6:05pm,complete,681,Al Wahda,Al Taawon,0.00,0.00,0.92,0.77,3,2,5,2,1,1,"39,46,90'4","29,90'2",-1,-1,3,0,3,0,-2,-2,-1,-1,-1,-1,-1,-1,53,47,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Abdul Aziz Stadium (Makkah (Mecca))
1471025100,Aug 12 2016 - 6:05pm,complete,11264,Al Nassr,Al Fateh,0.00,0.00,2.31,0.85,4,1,5,2,2,0,"33,41,61,81","80",-1,-1,0,0,2,0,-2,-2,-1,-1,-1,-1,-1,-1,50,50,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1471110300,Aug 13 2016 - 5:45pm,complete,15371,Al Hilal,Al Batin,0.00,0.00,2.23,0.31,2,0,2,0,0,0,"74,87","",7,2,3,0,0,0,16,3,9,2,7,1,6,10,71,29,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1471196700,Aug 14 2016 - 5:45pm,complete,6350,Al Ittifaq,Al Ahli,0.00,0.00,1.31,2.00,1,4,5,1,0,1,"67","45'1,63,81,85",6,5,4,0,0,0,13,13,5,6,8,7,16,9,47,53,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1471542300,Aug 18 2016 - 5:45pm,complete,3294,Al Raed,Al Wahda,0.00,0.00,1.92,0.38,3,1,4,1,1,0,"4,53,59","72",-1,-1,2,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,51,49,2.50,50,50,50,50,50,0,0,-1.00,2.00,0.00,0,0,0,0,0,0,0,0,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah))
1471621800,Aug 19 2016 - 3:50pm,complete,199,Al Quadisiya,Al Faisaly,0.00,0.00,1.31,0.92,1,1,2,1,1,0,"12","70",-1,-1,0,0,3,1,-2,-2,-1,-1,-1,-1,-1,-1,47,53,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Saud bin Jalawi Stadium (al-Khobar (Khobar))
1471629900,Aug 19 2016 - 6:05pm,complete,11966,Al Taawon,Al Hilal,0.00,0.00,1.62,2.85,0,2,2,1,0,1,"","43,48",-1,-1,3,0,5,0,-2,-2,-1,-1,-1,-1,-1,-1,52,48,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah))
1471709400,Aug 20 2016 - 4:10pm,complete,3020,Al Batin,Al Shabab,0.00,0.00,1.69,1.38,1,0,1,1,1,0,"3","",-1,-1,3,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,52,48,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Al-Batin FC Stadium (Hafar Al-Batin)
1471716300,Aug 20 2016 - 6:05pm,complete,3027,Al Khaleej,Al Ittihad,0.00,3.00,0.77,2.46,2,3,5,2,1,1,"19,47","10,67,79",-1,-1,1,0,2,2,-2,-2,-1,-1,-1,-1,-1,-1,52,48,2.50,50,50,50,50,50,0,0,-1.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Saud bin Jalawi Stadium (al-Khobar (Khobar))
1471716300,Aug 20 2016 - 6:05pm,complete,4179,Al Fateh,Al Ahli,0.00,3.00,1.38,2.00,0,1,1,1,0,1,"","11",-1,-1,2,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,53,47,2.50,50,50,50,50,50,0,50,5.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Abdullah bin Jalawi Sports City Stadium (Al-Hasa)
1471716300,Aug 20 2016 - 6:05pm,complete,7450,Al Ittifaq,Al Nassr,0.00,0.00,1.31,1.69,1,0,1,1,1,0,"23","",-1,-1,3,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,48,52,2.50,50,50,50,50,50,0,50,6.00,4.00,0.00,0,0,0,0,0,0,0,0,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1474039500,Sep 16 2016 - 3:25pm,complete,112,Al Khaleej,Al Batin,0.00,0.00,0.77,0.31,2,2,4,1,0,1,"67,86","30,90'3",4,4,1,0,1,0,15,6,7,4,8,2,-1,-1,0,0,3.50,50,100,50,50,50,50,50,1.00,1.00,0.00,0,0,0,0,0,0,0,0,Prince Saud bin Jalawi Stadium (al-Khobar (Khobar))
1474040700,Sep 16 2016 - 3:45pm,complete,3501,Al Taawon,Al Raed,0.00,0.00,1.62,0.77,2,1,3,1,1,0,"45'2,56","65",0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,0,0,1.00,0,50,0,0,0,0,50,-1.00,3.00,0.00,0,0,0,0,0,0,0,0,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah))
1474047900,Sep 16 2016 - 5:45pm,complete,7484,Al Hilal,Al Ittifaq,3.00,0.00,2.23,0.77,1,2,3,0,0,0,"57","80,81",8,3,2,0,0,0,23,18,10,10,13,8,-1,-1,0,0,1.00,0,50,0,0,0,0,0,7.00,3.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1474126800,Sep 17 2016 - 3:40pm,complete,204,Al Faisaly,Al Fateh,3.00,0.00,1.23,0.85,0,0,0,0,0,0,"","",6,6,2,0,1,0,10,8,2,6,8,2,8,24,58,42,4.50,100,100,100,100,50,50,100,-2.00,2.00,0.00,0,0,0,0,0,0,0,0,King Salman bin Abdulaziz Sport City Stadium (Al Majma'ah)
1474134300,Sep 17 2016 - 5:45pm,complete,2689,Al Nassr,Al Quadisiya,3.00,1.00,2.31,0.85,1,0,1,0,0,0,"60","",5,2,2,0,3,0,15,15,6,3,9,12,12,18,56,44,2.50,50,50,50,50,50,50,50,-2.00,1.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1474220700,Sep 18 2016 - 5:45pm,complete,3270,Al Wahda,Al Ittihad,3.00,3.00,0.92,2.46,3,5,8,3,1,2,"23,69,90'5","15,45'2,62,65,81",5,8,2,0,5,0,13,14,7,9,6,5,-1,-1,0,0,5.00,100,100,100,100,100,75,75,-2.00,5.00,0.00,0,0,0,0,0,0,0,0,King Abdul Aziz Stadium (Makkah (Mecca))
1474220700,Sep 18 2016 - 5:45pm,complete,3101,Al Shabab,Al Ahli,1.00,3.00,1.15,2.00,3,2,5,1,0,1,"52,54,82","12,58",2,4,2,0,0,0,10,9,6,4,4,5,-1,-1,0,0,1.50,25,25,25,25,25,0,50,1.00,0.50,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1474478700,Sep 21 2016 - 5:25pm,complete,2246,Al Ittifaq,Al Batin,1.50,0.50,1.31,0.31,2,1,3,2,1,1,"9,76","2",4,2,1,0,2,0,14,10,6,4,8,6,16,9,57,43,3.00,50,75,50,50,25,0,75,5.50,4.00,0.00,0,0,0,0,0,0,0,0,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1474558800,Sep 22 2016 - 3:40pm,complete,2879,Al Raed,Al Fateh,1.50,0.50,1.92,0.85,3,2,5,2,2,0,"37,45'2,53","60,74",5,11,0,0,1,0,14,11,9,5,5,6,13,13,41,59,3.50,75,75,75,75,50,25,50,1.50,3.50,0.00,0,0,0,0,0,0,0,0,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah))
1474565100,Sep 22 2016 - 5:25pm,complete,4438,Al Nassr,Al Khaleej,3.00,0.00,2.31,1.00,0,1,1,0,0,0,"","56",8,8,0,0,1,0,17,12,8,5,9,7,10,13,67,33,3.50,75,75,75,75,25,25,75,1.00,1.00,0.00,0,0,0,0,0,0,0,0,Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh))
1474565100,Sep 22 2016 - 5:25pm,complete,5820,Al Quadisiya,Al Hilal,1.00,3.00,1.31,2.85,1,2,3,2,1,1,"30","3,61",3,8,1,1,0,0,10,13,6,8,4,5,14,9,39,61,2.00,50,100,0,0,0,0,100,-2.00,5.00,0.00,0,0,0,0,0,0,0,0,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1474644600,Sep 23 2016 - 3:30pm,complete,1125,Al Shabab,Al Taawon,2.00,0.00,1.15,0.77,2,2,4,1,1,0,"24,78","67,87",3,3,2,0,1,0,12,17,6,8,6,9,17,15,42,58,3.75,75,75,75,75,75,50,75,-0.50,4.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1474644900,Sep 23 2016 - 3:35pm,complete,205,Al Faisaly,Al Wahda,2.00,0.00,1.23,0.38,2,1,3,1,0,1,"52,62","13",5,1,3,0,3,0,11,4,3,4,8,0,12,21,65,35,3.00,75,75,75,75,0,0,75,1.50,2.00,0.00,0,0,0,0,0,0,0,0,King Salman bin Abdulaziz Sport City Stadium (Al Majma'ah)
