full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Motaz Sidiq Al Musa,31,Professional League,2016/2017,Midfielder,Al Wahda,672,469,203,Saudi Arabia,10,5,2,2,1,1,0,0,0,0,0,0,0,0,21,12,9,2,0,0.27,0,0.27,0.19,0.44,336,2.81,32,67,336,0,0.27,62,228,-1,5
Adolfo Justino Lima Camejo,28,Professional League,2016/2017,Midfielder,Al Wahda,1615,865,750,Uruguay,19,10,8,3,2,1,2,2,0,0,0,1,0,1,42,20,22,3,0,0.28,0.11,0.17,0.21,0.12,538,2.34,38,85,538,808,0.17,88,109,-1,2
Waleed Mahboob,32,Professional League,2016/2017,Midfielder,Al Wahda,1614,775,839,Saudi Arabia,19,8,9,0,0,0,4,3,1,0,0,1,0,1,41,19,22,3,0,0.22,0.22,0,0,0,0,2.29,39,85,538,404,0.17,231,49,-1,27
Abdulelah Al Malki,24,Professional League,2016/2017,Midfielder,Al Wahda,1478,879,599,Saudi Arabia,19,11,6,1,0,1,0,0,0,0,0,0,0,0,33,20,13,5,0,0.06,0,0.06,0,0.15,1478,2.01,45,78,296,0,0.3,138,229,-1,11
Mansour Al-Najar,23,Professional League,2016/2017,Midfielder,Al Wahda,915,405,510,Saudi Arabia,16,5,5,0,0,0,1,1,0,0,0,1,0,1,29,12,17,6,1,0.1,0.1,0,0,0,0,2.85,32,57,153,915,0.59,232,118,-1,26
Mohanad Al Farsi,27,Professional League,2016/2017,Forward,Al Wahda,743,250,493,Saudi Arabia,12,3,6,0,0,0,1,0,1,0,0,1,0,1,20,4,16,2,0,0.12,0.12,0,0,0,0,2.42,37,62,372,743,0.24,233,101,-1,25
Mousa Madkhali,30,Professional League,2016/2017,Forward,Al Wahda,576,292,284,Saudi Arabia,14,3,3,2,2,0,0,0,0,1,0,1,0,1,17,8,9,1,1,0.31,0,0.31,0.62,0,288,2.66,34,41,288,0,0.31,54,230,-1,3
Kamil Saddiq Al Mousa,36,Professional League,2016/2017,Defender,Al Wahda,679,305,374,Saudi Arabia,10,3,5,2,2,0,0,0,0,0,0,1,0,1,19,7,12,1,1,0.27,0,0.27,0.59,0,340,2.52,36,68,340,0,0.27,63,231,120,6
Felipe Barreto Adão,32,Professional League,2016/2017,Forward,Al Wahda,248,39,209,Brazil,5,0,2,1,0,1,0,0,0,1,0,0,0,0,8,1,7,0,0,0.36,0,0.36,0,0.43,248,2.9,31,50,0,0,0,-1,-1,-1,9
Bader Al Shahrani,28,Professional League,2016/2017,Midfielder,Al Wahda,417,230,187,Saudi Arabia,11,2,2,1,0,1,2,1,1,0,0,0,0,0,9,3,6,0,0,0.65,0.43,0.22,0,0.48,417,1.94,46,38,0,209,0,72,8,-1,8
Mukhtar Fallatah,31,Professional League,2016/2017,Forward,Al Wahda,1823,981,842,Saudi Arabia,23,11,9,16,11,5,3,1,2,3,2,1,0,1,44,22,22,4,0,0.94,0.15,0.79,1.01,0.53,114,2.17,41,79,456,608,0.2,9,85,-1,1
Mohamed Alotaibi,25,Professional League,2016/2017,Midfielder,Al Wahda,541,238,303,Saudi Arabia,10,3,3,0,0,0,2,2,0,0,0,0,0,0,18,8,10,3,0,0.33,0.33,0,0,0,0,2.99,30,54,180,271,0.5,234,19,-1,23
Kamil Al Mor,35,Professional League,2016/2017,Defender,Al Wahda,1007,605,402,Saudi Arabia,13,7,5,1,0,1,0,0,0,0,0,0,0,0,27,14,13,2,0,0.09,0,0.09,0,0.22,1007,2.41,37,77,504,0,0.18,128,232,117,7
Ahmad Al Ghamdi,24,Professional League,2016/2017,Goalkeeper,Al Wahda,406,136,270,Saudi Arabia,5,1,3,0,0,0,0,0,0,0,0,0,0,0,11,3,8,0,0,0,0,0,0,0,0,2.44,37,81,0,0,0,235,233,118,22
Faiz Hussain Al Sobea,36,Professional League,2016/2017,Goalkeeper,Al Taawon,270,90,180,Saudi Arabia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,17
Mahmoud Moad,34,Professional League,2016/2017,Defender,Al Taawon,1130,471,659,Saudi Arabia,17,6,7,0,0,0,1,0,1,0,0,4,3,1,19,5,14,2,0,0.08,0.08,0,0,0,0,1.51,59,66,565,1130,0.16,236,132,72,22
Ricardo Jorge Tavares Machado,30,Professional League,2016/2017,Defender,Al Taawon,2013,1113,900,Portugal,23,13,10,3,2,1,1,0,1,0,0,7,5,2,32,14,18,3,0,0.18,0.04,0.13,0.16,0.1,671,1.43,63,88,671,2013,0.13,110,154,63,4
Naif Mousa,31,Professional League,2016/2017,Defender,Al Taawon,1728,887,841,Saudi Arabia,21,9,9,2,1,1,0,0,0,0,0,5,4,1,30,11,19,3,0,0.1,0,0.1,0.1,0.11,864,1.56,58,82,576,0,0.16,120,259,77,6
Sari Amro,28,Professional League,2016/2017,Defender,Al Taawon,448,204,244,Saudi Arabia,7,2,3,0,0,0,1,0,1,0,0,3,1,2,7,4,3,2,0,0.2,0.2,0,0,0,0,1.41,64,64,224,448,0.4,261,53,61,24
Talal Alabsi,25,Professional League,2016/2017,Defender,Al Taawon,1620,720,900,Saudi Arabia,18,8,10,0,0,0,0,0,0,0,0,5,2,3,27,10,17,5,0,0,0,0,0,0,0,1.5,60,90,324,0,0.28,239,236,67,23
Jehad Fadel Al Hussain,36,Professional League,2016/2017,Midfielder,Al Taawon,1798,760,1038,Syria,25,8,12,2,0,2,5,3,2,1,1,8,5,3,32,13,19,0,0,0.35,0.25,0.1,0,0.17,899,1.6,56,72,0,360,0,122,38,-1,7
Sandro Manoel Dos Santos,30,Professional League,2016/2017,Midfielder,Al Taawon,2227,1057,1170,Brazil,25,12,13,2,1,1,4,3,1,1,1,5,3,2,29,10,19,3,1,0.24,0.16,0.08,0.09,0.08,1114,1.17,77,89,742,557,0.12,131,73,-1,8
Saeed Mohammed Al Dosari,28,Professional League,2016/2017,Midfielder,Al Taawon,1897,1004,893,Saudi Arabia,25,12,10,4,4,0,1,0,1,0,0,8,5,3,29,11,18,1,0,0.24,0.05,0.19,0.36,0,474,1.38,65,76,1897,1897,0.05,79,147,-1,2
Ahmed Zain,27,Professional League,2016/2017,Midfielder,Al Taawon,1565,863,702,Saudi Arabia,21,10,8,3,1,2,2,2,0,0,0,6,4,2,27,12,15,3,0,0.29,0.12,0.17,0.1,0.26,522,1.55,58,75,522,783,0.17,89,105,-1,5
Sager Otayf,28,Professional League,2016/2017,Forward,Al Taawon,563,145,418,Saudi Arabia,13,1,6,2,0,2,0,0,0,0,0,4,3,1,9,3,6,1,0,0.32,0,0.32,0,0.43,282,1.44,63,43,563,0,0.16,48,260,-1,9
Mounir El Hamdaoui,34,Professional League,2016/2017,Forward,Al Taawon,923,517,406,Morocco,12,6,4,5,3,2,0,0,0,1,1,2,1,1,18,8,10,1,0,0.49,0,0.49,0.52,0.44,185,1.76,51,77,923,0,0.1,24,286,-1,1
Abdulrahman Al Shammari,29,Professional League,2016/2017,Defender,Al Taawon,741,326,415,Saudi Arabia,12,3,5,0,0,0,1,0,1,0,0,3,1,2,9,2,7,1,0,0.12,0.12,0,0,0,0,1.09,82,62,741,741,0.12,262,99,25,25
Ibrahim Al Talhi,24,Professional League,2016/2017,Midfielder,Al Taawon,123,27,96,Saudi Arabia,7,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,3.66,25,18,0,0,0,-1,-1,-1,21
Abdullah Kano,28,Professional League,2016/2017,Defender,Al Taawon,920,594,326,Saudi Arabia,12,7,4,0,0,0,0,0,0,0,0,6,4,2,9,4,5,6,0,0,0,0,0,0,0,0.88,102,77,153,0,0.59,287,288,14,20
Abdulrahman Al Barakah,28,Professional League,2016/2017,Midfielder,Al Taawon,1265,735,530,Saudi Arabia,17,9,5,0,0,0,1,1,0,0,0,6,3,3,17,9,8,5,0,0.07,0.07,0,0,0,0,1.21,74,74,253,1265,0.36,289,139,-1,19
Musab Bandar Al Otaibi,26,Professional League,2016/2017,Midfielder,Al Faisaly,237,166,71,Saudi Arabia,9,1,0,0,0,0,1,0,1,0,0,3,1,2,3,2,1,0,0,0.38,0.38,0,0,0,0,1.14,79,26,0,237,0,-1,-1,-1,18
Fahad Al Shammari,37,Professional League,2016/2017,Goalkeeper,Al Taawon,1666,1036,630,Saudi Arabia,19,12,7,0,0,0,0,0,0,0,0,7,5,2,24,12,12,1,0,0,0,0,0,0,0,1.3,69,88,1666,0,0.05,290,289,50,18
Abdullah Moutlaq Al Enazi,28,Professional League,2016/2017,Goalkeeper,Al Nassr,630,450,180,Saudi Arabia,7,5,2,0,0,0,0,0,0,0,0,3,2,1,4,3,1,0,0,0,0,0,0,0,0,0.57,158,90,0,0,0,291,290,4,17
Hussein Omar Abdul Ghani Sulaimani,41,Professional League,2016/2017,Defender,Al Nassr,703,360,343,Saudi Arabia,8,4,4,0,0,0,0,0,0,0,0,2,1,1,7,3,4,2,0,0,0,0,0,0,0,0.9,100,88,352,0,0.26,292,291,15,20
Mohammed Eid Al Bishi,31,Professional League,2016/2017,Defender,Al Nassr,340,180,160,Saudi Arabia,4,2,1,1,0,1,0,0,0,0,0,0,0,0,6,2,4,1,0,0.26,0,0.26,0,0.56,340,1.59,57,85,340,0,0.26,64,292,80,10
Khaled Ahmed Al Ghamdi,30,Professional League,2016/2017,Defender,Al Nassr,2037,1044,993,Saudi Arabia,24,12,12,0,0,0,3,2,1,0,0,10,6,4,22,6,16,3,0,0.13,0.13,0,0,0,0,0.97,93,85,679,679,0.13,293,95,20,23
Omar Ibrahim Omar Othman Hawsawi,33,Professional League,2016/2017,Defender,Al Nassr,2070,990,1080,Saudi Arabia,23,11,12,1,1,0,0,0,0,0,0,10,6,4,23,5,18,3,0,0.04,0,0.04,0.09,0,2070,1,90,90,690,0,0.13,156,293,23,12
Marin Tomasov,31,Professional League,2016/2017,Midfielder,Al Nassr,1862,939,923,Croatia,23,11,10,4,1,3,2,0,2,1,0,9,5,4,19,6,13,3,0,0.29,0.1,0.19,0.1,0.29,466,0.92,98,81,621,931,0.15,77,113,-1,4
Ivan Tomečak,28,Professional League,2016/2017,Midfielder,Al Nassr,1968,1001,967,Croatia,26,13,11,2,0,2,4,3,1,0,0,11,6,5,23,6,17,2,0,0.27,0.18,0.09,0,0.19,984,1.05,86,76,984,492,0.09,127,63,-1,7
Awdh Khamis Faraj,30,Professional League,2016/2017,Midfielder,Al Nassr,1277,675,602,Saudi Arabia,17,7,7,0,0,0,1,0,1,0,0,8,4,4,15,4,11,0,0,0.07,0.07,0,0,0,0,1.06,85,75,0,1277,0,294,135,-1,22
Abdulaziz Al Jebreen,28,Professional League,2016/2017,Midfielder,Al Nassr,390,210,180,Saudi Arabia,6,3,2,0,0,0,0,0,0,0,0,4,3,1,2,1,1,1,0,0,0,0,0,0,0,0.46,195,65,390,0,0.23,295,294,-1,21
Rabeaa Sefiani,31,Professional League,2016/2017,Forward,Al Nassr,688,389,299,Saudi Arabia,15,4,4,3,3,0,0,0,0,0,0,5,3,2,8,4,4,0,0,0.39,0,0.39,0.69,0,229,1.05,86,46,0,0,0,39,295,-1,6
Mohammad Ibrahim Al Sahlawi,31,Professional League,2016/2017,Forward,Al Nassr,1351,685,666,Saudi Arabia,21,7,7,8,4,4,1,1,0,0,3,10,5,5,13,3,10,3,0,0.6,0.07,0.53,0.53,0.54,169,0.87,104,64,450,1351,0.2,18,141,-1,2
Hassan Al Raheb,35,Professional League,2016/2017,Forward,Al Nassr,782,435,347,Saudi Arabia,17,4,4,9,5,4,1,1,0,0,0,6,5,1,8,2,6,5,0,1.15,0.12,1.04,1.03,1.04,87,0.92,98,46,156,782,0.58,1,103,-1,1
Naif Ahmed Taib Hazazi,30,Professional League,2016/2017,Forward,Al Nassr,744,326,418,Saudi Arabia,16,4,4,3,0,3,2,1,1,2,0,7,3,4,5,3,2,0,0,0.6,0.24,0.36,0,0.65,248,0.6,149,47,0,372,0,43,39,-1,5
Shaya Ali Sharahli,28,Professional League,2016/2017,Midfielder,Al Nassr,1155,578,577,Saudi Arabia,19,6,6,1,1,0,0,0,0,0,0,7,4,3,13,4,9,4,0,0.08,0,0.08,0.16,0,1155,1.01,89,61,289,0,0.31,130,296,-1,13
Abdullah Mohammed Madu,25,Professional League,2016/2017,Defender,Al Nassr,750,283,467,Saudi Arabia,10,3,5,1,1,0,0,0,0,0,0,4,1,3,8,3,5,0,0,0.12,0,0.12,0.32,0,750,0.96,94,75,0,0,0,112,287,18,14
Issam Alqarni,23,Professional League,2016/2017,Midfielder,Al Wahda,240,150,90,Saudi Arabia,4,1,1,0,0,0,1,1,0,0,0,0,0,0,6,3,3,1,0,0.38,0.38,0,0,0,0,2.25,40,60,240,240,0.38,-1,-1,-1,21
Hussain Abdoh Al Shaian,29,Professional League,2016/2017,Goalkeeper,Al Nassr,1080,450,630,Saudi Arabia,12,5,7,0,0,0,0,0,0,0,0,5,3,2,10,2,8,2,0,0,0,0,0,0,0,0.83,108,90,540,0,0.17,296,297,13,19
Abdullah Hussain Al Oaisher,27,Professional League,2016/2017,Goalkeeper,Al Fateh,1890,990,900,Saudi Arabia,21,11,10,0,0,0,0,0,0,0,0,3,1,2,30,14,16,3,0,0,0,0,0,0,0,1.43,63,90,630,0,0.14,297,299,62,23
João Guilherme Leme Amorim,32,Professional League,2016/2017,Defender,Al Fateh,450,270,180,Brazil,5,3,2,0,0,0,0,0,0,0,0,2,1,1,6,2,4,0,0,0,0,0,0,0,0,1.2,75,90,0,0,0,288,300,33,13
Abdullah Mubarak Al Dawsari,28,Professional League,2016/2017,Defender,Al Fateh,1381,550,831,Saudi Arabia,18,7,9,0,0,0,0,0,0,0,0,3,2,1,23,7,16,1,0,0,0,0,0,0,0,1.5,60,77,1381,0,0.07,298,301,71,22
Majed Hazazi,30,Professional League,2016/2017,Defender,Al Fateh,1724,825,899,Saudi Arabia,20,9,10,0,0,0,0,0,0,0,0,3,2,1,24,10,14,3,1,0,0,0,0,0,0,1.25,72,86,575,0,0.16,300,302,37,18
Ali Albulayhi,28,Professional League,2016/2017,Defender,Al Fateh,2070,1080,990,Saudi Arabia,23,12,11,1,1,0,0,0,0,0,0,3,1,2,30,15,15,7,0,0.04,0,0.04,0.08,0,2070,1.3,69,90,296,0,0.3,154,303,49,10
Hamdan Al Hamdan,33,Professional League,2016/2017,Midfielder,Al Fateh,1497,662,835,Saudi Arabia,24,8,8,3,2,1,0,0,0,0,0,4,2,2,24,8,16,2,0,0.18,0,0.18,0.27,0.11,499,1.44,62,62,749,0,0.12,84,304,-1,6
Mohammed Abusabaan,28,Professional League,2016/2017,Midfielder,Al Fateh,698,253,445,Saudi Arabia,13,3,5,0,0,0,0,0,0,0,0,2,1,1,15,5,10,4,1,0,0,0,0,0,0,1.93,47,54,140,0,0.64,301,305,-1,12
Mohammed Alfehaid,28,Professional League,2016/2017,Midfielder,Al Fateh,1405,648,757,Saudi Arabia,17,7,9,0,0,0,0,0,0,0,0,3,1,2,21,10,11,6,0,0,0,0,0,0,0,1.35,67,83,234,0,0.38,302,306,-1,11
Andre Filipe Alves Monteiro,30,Professional League,2016/2017,Forward,Al Fateh,1518,739,779,Portugal,19,8,10,5,2,3,4,3,1,1,0,4,2,2,21,8,13,1,0,0.53,0.24,0.3,0.24,0.35,304,1.25,72,80,1518,380,0.06,57,41,-1,1
Nathan Soares de Carvalho Junior,29,Professional League,2016/2017,Forward,Al Fateh,1584,810,774,Brazil,20,9,9,5,3,2,4,4,0,1,1,4,2,2,26,12,14,1,0,0.51,0.23,0.28,0.33,0.23,317,1.48,61,79,1584,396,0.06,59,46,-1,2
Hamad Al Juhaim,31,Professional League,2016/2017,Forward,Al Fateh,620,374,246,Saudi Arabia,14,3,2,3,3,0,1,1,0,1,0,3,2,1,8,3,5,3,0,0.58,0.15,0.44,0.72,0,207,1.16,78,44,207,620,0.44,35,84,-1,7
Tawfiq Buhumaid,31,Professional League,2016/2017,Midfielder,Al Fateh,1693,856,837,Saudi Arabia,24,10,10,4,3,1,2,0,2,0,0,4,2,2,25,12,13,8,0,0.32,0.11,0.21,0.32,0.11,423,1.33,68,71,212,847,0.43,76,108,-1,3
Ahmed Al Mubarak,33,Professional League,2016/2017,Midfielder,Al Fateh,224,132,92,Saudi Arabia,6,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.8,112,37,0,0,0,-1,-1,-1,14
Majed Ahmed Al Marshadi,34,Professional League,2016/2017,Defender,Al Fateh,270,90,180,Saudi Arabia,3,1,2,0,0,0,0,0,0,0,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,-1,-1,-1,15
Abdullah Ibrahim Al Maiouf,31,Professional League,2016/2017,Goalkeeper,Al Hilal,2340,1170,1170,Saudi Arabia,26,13,13,0,0,0,0,0,0,0,0,13,7,6,15,9,6,0,0,0,0,0,0,0,0,0.58,156,90,0,0,0,303,307,6,18
Osama Abdulrezag Hawsawi,34,Professional League,2016/2017,Defender,Al Hilal,2250,1170,1080,Saudi Arabia,25,13,12,0,0,0,0,0,0,0,0,13,7,6,14,9,5,2,0,0,0,0,0,0,0,0.56,161,90,1125,0,0.08,304,308,3,21
Mohammed Yahya Jahfali,28,Professional League,2016/2017,Defender,Al Hilal,1148,450,698,Saudi Arabia,15,5,7,0,0,0,1,1,0,0,0,7,3,4,7,4,3,3,0,0.08,0.08,0,0,0,0,0.55,164,77,383,1148,0.24,305,133,2,25
Mohammed Al Burayk,26,Professional League,2016/2017,Defender,Al Hilal,1908,918,990,Saudi Arabia,22,10,11,1,0,1,4,2,2,0,0,12,6,6,11,7,4,4,0,0.24,0.19,0.05,0,0.09,1908,0.52,173,87,477,477,0.19,141,56,1,14
Fahad Ghazi Zahim,24,Professional League,2016/2017,Defender,Al Hilal,270,180,90,Saudi Arabia,3,2,1,0,0,0,0,0,0,0,0,2,1,1,2,2,0,1,0,0,0,0,0,0,0,0.67,135,90,270,0,0.33,-1,-1,-1,24
Mohammad Bander Al Shalhoub,37,Professional League,2016/2017,Midfielder,Al Hilal,377,161,216,Saudi Arabia,10,2,3,2,0,2,1,0,1,1,0,5,3,2,2,0,2,1,0,0.72,0.24,0.48,0,0.83,189,0.48,189,38,377,377,0.24,25,43,-1,7
Abdulmalek Abdullah Al Khaibri,32,Professional League,2016/2017,Midfielder,Al Hilal,1413,697,716,Saudi Arabia,21,8,7,0,0,0,0,0,0,0,0,10,4,6,10,6,4,2,0,0,0,0,0,0,0,0.64,141,67,707,0,0.13,306,298,-1,23
Salman Mohammed Al Faraj,29,Professional League,2016/2017,Midfielder,Al Hilal,1450,695,755,Saudi Arabia,17,8,8,2,1,1,3,1,2,0,0,10,7,3,4,1,3,0,0,0.31,0.19,0.12,0.13,0.12,725,0.25,363,85,0,483,0,111,55,-1,8
Abdulmajeed Abdullah Al Ruwaili,32,Professional League,2016/2017,Midfielder,Al Hilal,672,292,380,Saudi Arabia,14,3,4,1,0,1,2,0,2,0,0,5,2,3,6,3,3,0,0,0.4,0.27,0.13,0,0.24,672,0.8,112,48,0,336,0,104,31,-1,13
Salem Mohammed Al Dawsari,27,Professional League,2016/2017,Midfielder,Al Hilal,1094,532,562,Saudi Arabia,17,6,5,2,0,2,4,1,3,0,0,9,3,6,7,5,2,1,0,0.49,0.33,0.16,0,0.32,547,0.58,156,64,1094,274,0.08,94,15,-1,6
Leonardo Bonatini Lohner Maia,24,Professional League,2016/2017,Forward,Al Hilal,1511,704,807,Brazil,25,9,9,12,7,5,3,1,2,2,0,13,7,6,7,3,4,0,0,0.89,0.18,0.71,0.89,0.56,126,0.42,216,60,0,504,0,10,61,-1,1
Nasser Ali Al Shamrani,34,Professional League,2016/2017,Forward,Al Hilal,611,407,204,Saudi Arabia,12,4,2,7,5,2,1,1,0,1,1,6,3,3,5,5,0,1,0,1.18,0.15,1.03,1.11,0.88,87,0.74,122,51,611,611,0.15,2,83,-1,5
Saud Ali Khariri,38,Professional League,2016/2017,Midfielder,Al Shabab,1785,810,975,Saudi Arabia,22,9,10,0,0,0,0,0,0,0,0,6,2,4,26,11,15,4,0,0,0,0,0,0,0,1.31,69,81,446,0,0.2,307,285,-1,22
Ahmed Mohammed Sharahili,24,Professional League,2016/2017,Defender,Al Hilal,172,0,172,Saudi Arabia,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,-1,-1,-1,22
Abdullah Ibrahim Otayf,26,Professional League,2016/2017,Midfielder,Al Hilal,872,429,443,Saudi Arabia,12,5,6,0,0,0,1,1,0,0,0,7,3,4,5,3,2,0,0,0.1,0.1,0,0,0,0,0.52,174,73,0,872,0,309,115,-1,19
Mazyad Al Enazi,29,Professional League,2016/2017,Goalkeeper,Al Batin,2160,1080,1080,Saudi Arabia,24,12,12,0,0,0,0,0,0,0,0,6,6,0,38,7,31,3,0,0,0,0,0,0,0,1.58,57,90,720,0,0.13,308,273,78,10
Jamal Al Dhaferi,26,Professional League,2016/2017,Defender,Al Batin,465,267,198,Saudi Arabia,8,4,2,0,0,0,0,0,0,0,0,2,2,0,7,3,4,1,0,0,0,0,0,0,0,1.35,66,58,465,0,0.19,299,284,56,19
Soltan Ghneman,29,Professional League,2016/2017,Defender,Al Batin,2027,952,1075,Saudi Arabia,23,10,12,1,1,0,2,0,2,0,0,5,5,0,39,8,31,5,0,0.13,0.09,0.04,0.09,0,2027,1.73,52,88,405,1014,0.22,149,124,93,6
Bandar Al Mutairi,28,Professional League,2016/2017,Defender,Al Batin,2250,1080,1170,Saudi Arabia,25,12,13,0,0,0,0,0,0,0,0,6,6,0,41,8,33,4,0,0,0,0,0,0,0,1.64,55,90,563,0,0.16,286,263,86,27
Meshal Khalaf,24,Professional League,2016/2017,Defender,Al Batin,443,180,263,Saudi Arabia,5,2,3,0,0,0,0,0,0,0,0,2,2,0,6,0,6,0,0,0,0,0,0,0,0,1.22,74,89,0,0,0,275,264,34,26
Jedaan Al Shemmari,26,Professional League,2016/2017,Midfielder,Al Batin,1245,738,507,Saudi Arabia,18,8,4,0,0,0,2,1,1,0,0,6,6,0,21,5,16,2,0,0.14,0.14,0,0,0,0,1.52,59,69,623,623,0.14,285,88,-1,25
Mhana Al Enazi,34,Professional League,2016/2017,Midfielder,Al Batin,2210,1154,1056,Saudi Arabia,26,13,12,0,0,0,0,0,0,0,0,6,6,0,39,9,30,2,0,0,0,0,0,0,0,1.59,57,85,1105,0,0.08,265,265,-1,24
Nayef Al Dafeeri,38,Professional League,2016/2017,Midfielder,Al Batin,531,175,356,Saudi Arabia,11,2,5,0,0,0,0,0,0,0,0,4,4,0,13,1,12,0,0,0,0,0,0,0,0,2.2,41,48,0,0,0,266,266,-1,23
Waleed Hizam,23,Professional League,2016/2017,Midfielder,Al Batin,2112,1115,997,Saudi Arabia,25,13,12,1,0,1,1,0,1,0,0,6,6,0,38,9,29,5,0,0.09,0.04,0.04,0,0.09,2112,1.62,56,84,422,2112,0.21,147,159,-1,7
Mashari Jedaia Al Anazi,29,Professional League,2016/2017,Forward,Al Batin,487,228,259,Saudi Arabia,11,2,3,0,0,0,1,1,0,0,0,4,4,0,9,0,9,1,0,0.18,0.18,0,0,0,0,1.66,54,44,487,487,0.18,267,67,-1,22
Faisal Al Zafiri,30,Professional League,2016/2017,Forward,Al Batin,787,375,412,Saudi Arabia,14,5,4,3,1,2,0,0,0,0,0,3,3,0,15,3,12,4,0,0.34,0,0.34,0.24,0.44,262,1.72,52,56,197,0,0.46,46,267,-1,4
Khaled Al Enazi,34,Professional League,2016/2017,Midfielder,Al Batin,895,520,375,Saudi Arabia,17,6,4,0,0,0,3,3,0,0,0,4,4,0,16,4,12,2,0,0.3,0.3,0,0,0,0,1.61,56,53,448,298,0.2,268,26,-1,21
Sahow Al Mutayri,30,Professional League,2016/2017,Forward,Al Batin,472,127,345,Saudi Arabia,16,1,2,2,1,1,1,0,1,0,1,2,2,0,10,0,10,0,0,0.57,0.19,0.38,0.71,0.26,236,1.91,47,30,0,472,0,41,57,-1,5
Nasser Al Mehaini,29,Professional League,2016/2017,Goalkeeper,Al Batin,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,2,45,90,90,0,1,-1,-1,-1,20
Bader Bandar,24,Professional League,2016/2017,Forward,Al Batin,65,3,62,Saudi Arabia,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.77,33,33,0,0,0,-1,-1,-1,17
Ahmed Ali Al Kassar,27,Professional League,2016/2017,Goalkeeper,Al Ittifaq,2340,1170,1170,Saudi Arabia,26,13,13,0,0,0,0,0,0,0,0,3,2,1,43,20,23,1,0,0,0,0,0,0,0,1.65,54,90,2340,0,0.04,269,268,87,21
Jumaan Ibrahim Al Dosari,31,Professional League,2016/2017,Defender,Al Ittifaq,2160,1080,1080,Saudi Arabia,24,12,12,1,1,0,1,1,0,0,0,3,2,1,39,19,20,3,0,0.08,0.04,0.04,0.08,0,2160,1.63,55,90,720,2160,0.13,150,155,83,12
Salman Hazazi,26,Professional League,2016/2017,Defender,Al Ittifaq,810,450,360,Saudi Arabia,9,5,4,0,0,0,2,2,0,0,0,1,0,1,17,10,7,5,0,0.22,0.22,0,0,0,0,1.89,48,90,162,405,0.56,270,52,104,28
Boubacar Fofana,28,Professional League,2016/2017,Defender,Al Ittifaq,1320,660,660,Guinea,19,8,7,1,1,0,1,1,0,0,0,3,2,1,24,14,10,4,0,0.14,0.07,0.07,0.14,0,1320,1.64,55,69,330,1320,0.27,133,136,84,9
Hasan Kadesh,26,Professional League,2016/2017,Defender,Al Ittifaq,2250,1080,1170,Saudi Arabia,25,12,13,0,0,0,2,1,1,0,0,3,2,1,42,19,23,3,0,0.08,0.08,0,0,0,0,1.68,54,90,750,1125,0.12,271,131,90,27
Mohamed Koffi,31,Professional League,2016/2017,Defender,Al Ittifaq,2158,1078,1080,Burkina Faso,24,12,12,1,0,1,0,0,0,0,0,3,2,1,40,18,22,2,0,0.04,0,0.04,0,0.08,2158,1.67,54,90,1079,0,0.08,158,269,89,7
Yahya Ateen,28,Professional League,2016/2017,Midfielder,Al Ittifaq,1026,510,516,Saudi Arabia,14,6,6,0,0,0,1,1,0,0,0,2,2,0,20,7,13,7,0,0.09,0.09,0,0,0,0,1.75,51,73,147,1026,0.61,272,127,-1,26
Mohammed Kanoo,24,Professional League,2016/2017,Midfielder,Al Ittifaq,1412,772,640,Saudi Arabia,19,8,6,3,2,1,1,1,0,1,0,3,2,1,27,14,13,3,0,0.25,0.06,0.19,0.23,0.14,471,1.72,52,74,471,1412,0.19,78,142,-1,4
Leonardo Passos Alves,28,Professional League,2016/2017,Forward,Al Ittifaq,321,182,139,Brazil,6,3,2,1,1,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0.28,0,0.28,0.49,0,321,0.84,107,54,0,0,0,60,270,-1,8
