full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Wesam Al Swed,30,Professional League,2015/2016,Defender,Al Faisaly,2003,1095,908,Saudi Arabia,24,12,10,1,1,0,2,2,0,0,0,7,2,5,29,18,11,5,0,0.13,0.09,0.04,0.08,0,2003,1.3,69,83,401,1002,0.22,154,105,77,7
Murad Al Sudani,29,Professional League,2015/2016,Midfielder,Al Faisaly,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,90,0,1,-1,-1,-1,18
Mohammed Khalil Al Owais,27,Professional League,2015/2016,Goalkeeper,Al Shabab,1930,990,940,Saudi Arabia,22,11,11,0,0,0,0,0,0,0,0,8,3,5,17,10,7,2,0,0,0,0,0,0,0,0.79,114,88,965,0,0.09,266,267,15,18
Abdullah Ahmed Al Asta,32,Professional League,2015/2016,Defender,Al Shabab,2222,1080,1142,Saudi Arabia,25,12,13,3,1,2,1,0,1,2,0,7,2,5,25,11,14,2,0,0.16,0.04,0.12,0.08,0.16,741,1.01,89,89,1111,2222,0.08,99,138,29,4
Hassan Muath Fallatah,32,Professional League,2015/2016,Defender,Al Shabab,1564,875,689,Saudi Arabia,19,10,8,1,0,1,2,2,0,0,0,5,3,2,18,8,10,5,1,0.17,0.12,0.06,0,0.13,1564,1.04,87,82,261,782,0.35,136,80,35,10
Sultan Abdullah Al Deayea,25,Professional League,2015/2016,Defender,Al Shabab,1642,775,867,Saudi Arabia,20,9,10,0,0,0,1,1,0,0,0,7,3,4,21,8,13,2,0,0.05,0.05,0,0,0,0,1.15,78,82,821,1642,0.11,267,131,54,27
Rafael da Silva Francisco,35,Professional League,2015/2016,Midfielder,Al Shabab,1867,826,1041,Brazil,22,10,12,4,3,1,3,2,1,0,0,8,3,5,21,8,13,3,1,0.34,0.14,0.19,0.33,0.09,467,1.01,89,85,622,622,0.14,72,71,-1,2
Hugo Diego Arismendi Ciapparetta,30,Professional League,2015/2016,Midfielder,Al Shabab,2157,1054,1103,Uruguay,26,12,12,2,2,0,2,0,2,0,0,8,3,5,26,11,15,2,0,0.17,0.08,0.08,0.17,0,1079,1.08,83,83,1079,1079,0.08,132,111,-1,7
Abdulmalek Abdullah Al Khaibri,32,Professional League,2015/2016,Midfielder,Al Shabab,2060,1070,990,Saudi Arabia,23,12,11,0,0,0,0,0,0,0,0,7,3,4,23,9,14,5,0,0,0,0,0,0,0,1,90,90,412,0,0.22,268,268,-1,26
Saeed Mohammed Al Dosari,28,Professional League,2015/2016,Midfielder,Al Shabab,194,156,38,Saudi Arabia,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1.86,49,39,0,0,0,-1,-1,-1,25
Mishari Al Thmali,26,Professional League,2015/2016,Midfielder,Al Shabab,555,333,222,Saudi Arabia,11,4,2,0,0,0,0,0,0,0,0,5,3,2,5,2,3,3,0,0,0,0,0,0,0,0.81,111,50,185,0,0.49,269,269,-1,24
Abdulmajeed Mohammed Al Sulaiheem,24,Professional League,2015/2016,Midfielder,Al Shabab,904,472,432,Saudi Arabia,14,5,5,0,0,0,1,1,0,0,0,4,2,2,7,3,4,2,0,0.1,0.1,0,0,0,0,0.7,129,65,452,904,0.2,270,93,-1,23
Mauricio Affonso Prieto,26,Professional League,2015/2016,Forward,Al Shabab,1086,602,484,Uruguay,13,7,6,3,1,2,0,0,0,0,0,5,2,3,9,5,4,2,0,0.25,0,0.25,0.15,0.37,362,0.75,121,84,543,0,0.17,60,270,-1,3
Abdulrahman Fahad M Bin Khayrallah,22,Professional League,2015/2016,Midfielder,Al Shabab,599,308,291,Saudi Arabia,12,3,3,1,1,0,1,0,1,0,0,5,2,3,4,3,1,0,0,0.3,0.15,0.15,0.29,0,599,0.6,150,50,0,599,0,94,67,-1,9
Saleh Saad Al Qumayzi,27,Professional League,2015/2016,Defender,Al Shabab,732,302,430,Saudi Arabia,13,3,5,0,0,0,2,1,1,0,0,4,1,3,7,3,4,1,0,0.25,0.25,0,0,0,0,0.86,105,56,732,366,0.12,271,37,21,22
Mousa Salman Al Shamri,32,Professional League,2015/2016,Forward,Al Shabab,562,199,363,Saudi Arabia,13,2,4,0,0,0,0,0,0,0,0,5,1,4,6,2,4,1,0,0,0,0,0,0,0,0.96,94,43,562,0,0.16,272,271,-1,21
Abdulrahman Al Khaibary,30,Professional League,2015/2016,Midfielder,Al Shabab,639,434,205,Saudi Arabia,11,6,2,0,0,0,0,0,0,0,0,3,1,2,7,6,1,0,0,0,0,0,0,0,0,0.99,91,58,0,0,0,273,261,-1,28
Ismael Mohammedjammui Al Maghrabi,27,Professional League,2015/2016,Forward,Al Shabab,435,280,155,Saudi Arabia,13,2,1,2,1,1,1,0,1,0,0,4,1,3,2,1,1,2,0,0.62,0.21,0.41,0.32,0.58,218,0.41,218,33,218,435,0.41,26,46,-1,5
Sayyaf Dhafar Al Bishi,38,Professional League,2015/2016,Defender,Al Shabab,1080,450,630,Saudi Arabia,12,5,7,0,0,0,0,0,0,0,0,3,1,2,15,5,10,3,0,0,0,0,0,0,0,1.25,72,90,360,0,0.25,264,272,70,20
Fahad Al Shammari,37,Professional League,2015/2016,Goalkeeper,Al Raed,2340,1170,1170,Saudi Arabia,26,13,13,0,0,0,0,0,0,0,0,4,4,0,40,16,24,2,0,0,0,0,0,0,0,1.54,59,90,1170,0,0.08,274,274,95,19
Jufain Ali Al Bishi,31,Professional League,2015/2016,Defender,Al Raed,1932,990,942,Saudi Arabia,22,11,11,2,0,2,0,0,0,0,0,4,4,0,37,14,23,5,0,0.09,0,0.09,0,0.19,966,1.72,52,88,386,0,0.23,119,275,107,5
Sanad Ahmad Shrahilee,32,Professional League,2015/2016,Defender,Al Raed,442,168,274,Saudi Arabia,6,2,3,1,0,1,0,0,0,0,0,1,0,1,4,1,3,1,0,0.2,0,0.2,0,0.33,442,0.81,111,74,442,0,0.2,71,276,18,12
Sultan Al Yami,31,Professional League,2015/2016,Defender,Al Raed,1404,591,813,Saudi Arabia,19,6,9,1,0,1,1,0,1,0,0,3,3,0,23,6,17,5,0,0.13,0.06,0.06,0,0.11,1404,1.47,61,74,281,1404,0.32,139,120,90,11
Ibrahim Ahmad Madkhali,33,Professional League,2015/2016,Defender,Al Raed,724,284,440,Saudi Arabia,9,4,5,0,0,0,0,0,0,0,0,2,2,0,12,3,9,0,0,0,0,0,0,0,0,1.49,60,80,0,0,0,276,277,91,27
Meshal Al Enazi,31,Professional League,2015/2016,Midfielder,Al Raed,263,145,118,Saudi Arabia,7,2,1,0,0,0,0,0,0,0,0,2,2,0,6,2,4,0,0,0,0,0,0,0,0,2.05,44,38,0,0,0,-1,-1,-1,26
Eid Mohammed Eid Al Farsi,27,Professional League,2015/2016,Midfielder,Al Raed,1697,810,887,Oman,19,9,10,2,0,2,1,1,0,0,0,3,3,0,26,10,16,2,0,0.16,0.05,0.11,0,0.2,849,1.38,65,89,849,1697,0.11,110,127,-1,6
Sultan Al Sawadi,25,Professional League,2015/2016,Midfielder,Al Raed,1090,504,586,Saudi Arabia,17,5,7,1,1,0,2,1,1,0,0,3,3,0,20,8,12,1,0,0.25,0.17,0.08,0.18,0,1090,1.65,55,64,1090,545,0.08,123,58,-1,10
Sultan Al Sharif,26,Professional League,2015/2016,Midfielder,Al Raed,1209,547,662,Saudi Arabia,18,6,8,0,0,0,0,0,0,0,0,2,2,0,20,7,13,5,0,0,0,0,0,0,0,1.49,60,67,242,0,0.37,277,278,-1,25
Amjad Radhi Yousuf Al Janabi,27,Professional League,2015/2016,Forward,Al Raed,383,161,222,Iraq,6,2,2,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,1.41,64,64,0,0,0,278,279,-1,24
Faris Al Alayaf,26,Professional League,2015/2016,Forward,Al Raed,1664,840,824,Saudi Arabia,22,10,9,0,0,0,2,0,2,0,0,4,4,0,30,12,18,4,0,0.11,0.11,0,0,0,0,1.62,55,76,416,832,0.22,279,87,-1,23
Nader Salem Al Mowalad,26,Professional League,2015/2016,Midfielder,Al Raed,980,498,482,Saudi Arabia,14,6,5,0,0,0,0,0,0,0,0,0,0,0,17,7,10,3,0,0,0,0,0,0,0,1.56,58,70,327,0,0.28,280,280,-1,22
Fahad Al Johani,27,Professional League,2015/2016,Forward,Al Raed,1794,934,860,Saudi Arabia,23,11,10,7,4,3,1,1,0,1,0,4,4,0,31,12,19,3,0,0.4,0.05,0.35,0.39,0.31,256,1.56,58,78,598,1794,0.15,36,126,-1,1
Saleh Khalid Al Shehri,25,Professional League,2015/2016,Forward,Al Raed,734,340,394,Saudi Arabia,16,3,4,1,1,0,3,2,1,0,1,4,4,0,10,5,5,2,0,0.49,0.37,0.12,0.26,0,734,1.23,73,46,367,245,0.25,104,15,-1,8
Ahmad Al Hbeab,25,Professional League,2015/2016,Defender,Al Raed,1066,544,522,Saudi Arabia,13,6,6,0,0,0,0,0,0,0,0,2,2,0,21,9,12,4,0,0,0,0,0,0,0,1.77,51,82,267,0,0.34,281,281,110,28
Husein Al Shuwaish,30,Professional League,2015/2016,Defender,Al Raed,1084,590,494,Saudi Arabia,13,6,5,1,1,0,0,0,0,0,0,2,2,0,19,9,10,0,0,0.08,0,0.08,0.15,0,1084,1.58,57,83,0,0,0,130,282,98,7
Fahad Al Swailem,26,Professional League,2015/2016,Forward,Al Khaleej,746,390,356,Saudi Arabia,15,4,3,0,0,0,0,0,0,0,0,3,1,2,11,7,4,1,0,0,0,0,0,0,0,1.33,68,50,746,0,0.12,282,283,-1,17
Hussain Al Shaikh,27,Professional League,2015/2016,Forward,Al Khaleej,474,262,212,Saudi Arabia,8,3,2,0,0,0,0,0,0,0,0,0,0,0,14,6,8,1,0,0,0,0,0,0,0,2.66,34,59,474,0,0.19,283,284,-1,14
Mohammed Amman Al Harbi,30,Professional League,2015/2016,Defender,Al Ahli,341,197,144,Saudi Arabia,9,2,1,0,0,0,0,0,0,0,0,5,2,3,2,1,1,0,0,0,0,0,0,0,0,0.53,171,38,0,0,0,284,260,4,19
Mohammed Abdulhakim Al Fatil,26,Professional League,2015/2016,Defender,Al Ahli,574,207,367,Saudi Arabia,8,2,4,1,0,1,0,0,0,1,0,3,1,2,7,3,4,0,0,0.16,0,0.16,0,0.25,574,1.1,82,72,0,0,0,87,206,48,11
Amiri Kurdi,27,Professional League,2015/2016,Defender,Al Ahli,137,47,90,Saudi Arabia,4,0,1,0,0,0,1,0,1,0,0,1,1,0,2,0,2,0,0,0.66,0.66,0,0,0,0,1.31,69,34,0,137,0,-1,-1,-1,21
Ali Kharmi,28,Professional League,2015/2016,Forward,Al Raed,331,244,87,Saudi Arabia,7,2,1,0,0,0,0,0,0,0,0,2,2,0,6,5,1,1,0,0,0,0,0,0,0,1.63,55,47,331,0,0.27,285,203,-1,21
Hamad Muhanna Al Hamad,31,Professional League,2015/2016,Midfielder,Al Raed,559,251,308,Saudi Arabia,15,3,3,2,2,0,0,0,0,0,0,1,1,0,12,4,8,0,0,0.32,0,0.32,0.72,0,280,1.93,47,37,0,0,0,45,204,-1,4
Mohammed Mohammed Noor Adam Al Hawsawi,40,Professional League,2015/2016,Midfielder,Al Ittihad,170,120,50,Saudi Arabia,7,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,3.18,28,24,170,0,0.53,-1,-1,-1,20
Abdulhadi Radan Al Harajan,24,Professional League,2015/2016,Midfielder,Hajer,136,136,0,Saudi Arabia,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1.99,45,68,136,0,0.66,-1,-1,-1,19
Osama Al Khalaf,21,Professional League,2015/2016,Midfielder,Hajer,1361,535,826,Saudi Arabia,17,6,9,0,0,0,0,0,0,0,0,1,0,1,39,16,23,4,0,0,0,0,0,0,0,2.58,35,80,340,0,0.26,263,149,-1,12
Abdulaziz Ali Al Bishi,24,Professional League,2015/2016,Midfielder,Al Shabab,256,81,175,Saudi Arabia,10,0,1,1,0,1,1,1,0,0,0,2,1,1,2,0,2,0,0,0.7,0.35,0.35,0,0.51,256,0.7,128,26,0,256,0,-1,-1,-1,8
Majed Ahmed Al Marshadi,34,Professional League,2015/2016,Defender,Al Shabab,1055,509,546,Saudi Arabia,14,5,6,0,0,0,0,0,0,0,0,4,1,3,10,5,5,1,0,0,0,0,0,0,0,0.85,106,75,1055,0,0.09,213,152,20,19
Mohammed Eid Al Bishi,31,Professional League,2015/2016,Defender,Al Nassr,938,373,565,Saudi Arabia,13,4,6,1,0,1,0,0,0,0,0,4,1,3,16,6,10,2,0,0.1,0,0.1,0,0.16,938,1.54,59,72,469,0,0.19,114,144,94,14
Youness Mokhtar,27,Professional League,2015/2016,Forward,Al Nassr,209,54,155,Morocco,7,1,1,0,0,0,0,0,0,0,0,3,2,1,2,0,2,1,0,0,0,0,0,0,0,0.86,105,30,209,0,0.43,-1,-1,-1,21
Naif Ahmed Taib Hazazi,30,Professional League,2015/2016,Forward,Al Nassr,740,233,507,Saudi Arabia,18,2,6,3,2,1,1,0,1,0,0,6,2,4,13,4,9,0,0,0.49,0.12,0.36,0.77,0.18,247,1.58,57,41,0,740,0,32,84,-1,6
André Ndamé Ndamé,28,Professional League,2015/2016,Forward,Al Faisaly,1006,630,376,Cameroon,12,7,5,0,0,0,0,0,0,0,0,1,1,0,22,10,12,3,0,0,0,0,0,0,0,1.97,46,84,335,0,0.27,161,147,-1,17
Ahmed Al Suhail,30,Professional League,2015/2016,Midfielder,Al Taawon,73,31,42,Saudi Arabia,9,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1.23,73,8,0,0,0,-1,-1,-1,13
Ahmed Al Oufi,26,Professional League,2015/2016,Forward,Al Fateh,271,161,110,Saudi Arabia,9,2,1,0,0,0,1,1,0,0,0,4,3,1,3,1,2,1,0,0.33,0.33,0,0,0,0,1,90,30,271,271,0.33,170,19,-1,14
Saud Ali Khariri,38,Professional League,2015/2016,Midfielder,Al Hilal,1392,475,917,Saudi Arabia,18,5,11,1,1,0,1,0,1,0,0,9,4,5,11,3,8,5,1,0.13,0.06,0.06,0.19,0,1392,0.71,127,77,278,1392,0.32,141,121,-1,17
Mohammed Al Qarni,28,Professional League,2015/2016,Midfielder,Al Hilal,252,120,132,Saudi Arabia,5,1,2,0,0,0,0,0,0,0,0,2,2,0,2,0,2,1,0,0,0,0,0,0,0,0.71,126,50,252,0,0.36,-1,-1,-1,22
Abdullah Mohammed Al Sudairy,26,Professional League,2015/2016,Goalkeeper,Al Hilal,180,90,90,Saudi Arabia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,21
Zouhaier Dhaouadi,30,Professional League,2015/2016,Midfielder,Al Wahda,566,280,286,Tunisia,12,3,3,2,2,0,0,0,0,0,0,2,2,0,9,3,6,2,0,0.32,0,0.32,0.64,0,283,1.43,63,47,283,0,0.32,44,146,-1,5
Waleed Mahboob,32,Professional League,2015/2016,Midfielder,Al Wahda,1520,783,737,Saudi Arabia,18,9,8,0,0,0,2,1,1,0,0,4,3,1,19,9,10,2,0,0.12,0.12,0,0,0,0,1.13,80,84,760,760,0.12,160,79,-1,24
Abdulaziz Falath,32,Professional League,2015/2016,Midfielder,Al Wahda,83,37,46,Saudi Arabia,3,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,2.17,42,28,0,0,0,-1,-1,-1,28
Hamad Al Rabaei,37,Professional League,2015/2016,Midfielder,Najran,1211,712,499,Saudi Arabia,20,9,6,2,0,2,3,2,1,0,0,1,1,0,27,14,13,0,0,0.37,0.22,0.15,0,0.36,606,2.01,45,61,0,404,0,91,43,-1,8
Ahmad Abbas,34,Professional League,2015/2016,Midfielder,Najran,1347,624,723,Saudi Arabia,18,7,8,0,0,0,0,0,0,0,0,0,0,0,30,14,16,8,1,0,0,0,0,0,0,2,45,75,150,0,0.6,178,141,-1,22
Sari Amro,28,Professional League,2015/2016,Defender,Al Shabab,100,90,10,Saudi Arabia,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,-1,-1,-1,17
Saif Ahmad Saif Al Hashan,28,Professional League,2015/2016,Forward,Al Shabab,103,90,13,Kuwait,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,-1,-1,-1,15
Bouba Aminou,27,Professional League,2015/2016,Defender,Al Khaleej,1625,725,900,Cameroon,19,9,10,3,0,3,0,0,0,2,0,6,2,4,20,10,10,9,2,0.17,0,0.17,0,0.3,542,1.11,81,86,181,0,0.5,84,143,49,2
Abdulaziz Saleh Al Mutair,25,Professional League,2015/2016,Forward,Al Quadisiya,190,81,109,Saudi Arabia,7,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0.95,95,27,0,0,0,-1,-1,-1,18
Abdulelah Al Amer,28,Professional League,2015/2016,Defender,Al Quadisiya,122,0,122,Saudi Arabia,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.48,61,61,0,0,0,-1,-1,-1,11
Wail Hazzazi,25,Professional League,2015/2016,Defender,Al Quadisiya,1133,627,506,Saudi Arabia,15,7,5,1,1,0,0,0,0,0,0,3,1,2,17,11,6,5,1,0.08,0,0.08,0.14,0,1133,1.35,67,76,227,0,0.4,128,140,80,10
Yahia Al Kabie,31,Professional League,2015/2016,Defender,Al Wahda,1390,638,752,Saudi Arabia,18,7,8,0,0,0,1,0,1,0,0,2,2,0,20,8,12,3,0,0.06,0.06,0,0,0,0,1.29,70,77,463,1390,0.19,173,122,75,27
Amer Mohammed Haroon,26,Professional League,2015/2016,Defender,Al Wahda,914,405,509,Saudi Arabia,11,5,6,0,0,0,1,1,0,0,0,2,1,1,11,7,4,5,0,0.1,0.1,0,0,0,0,1.08,83,83,183,914,0.49,171,96,44,26
Modibo Maïga,31,Professional League,2015/2016,Forward,Al Nassr,1265,564,701,Mali,19,7,8,5,1,4,3,1,2,0,0,8,4,4,13,4,9,0,0,0.57,0.21,0.36,0.16,0.51,253,0.92,97,67,0,422,0,31,48,-1,4
Ahmad Walpi Aqqash,28,Professional League,2015/2016,Defender,Al Nassr,472,161,311,Saudi Arabia,7,2,3,0,0,0,0,0,0,0,0,3,2,1,6,1,5,0,0,0,0,0,0,0,0,1.14,79,67,0,0,0,164,153,53,18
Aboubacar Tambadou,31,Professional League,2015/2016,Midfielder,Najran,731,513,218,Mali,9,6,2,0,0,0,0,0,0,0,0,1,1,0,12,6,6,2,1,0,0,0,0,0,0,1.48,61,81,244,0,0.37,163,145,-1,21
Malick Mane,30,Professional League,2015/2016,Forward,Najran,347,175,172,Senegal,8,2,2,0,0,0,0,0,0,0,0,1,1,0,6,2,4,0,0,0,0,0,0,0,0,1.56,58,43,0,0,0,181,151,-1,20
Jamaan Al Dosari,25,Professional League,2015/2016,Defender,Najran,1117,553,564,Saudi Arabia,14,7,7,0,0,0,0,0,0,0,0,1,1,0,23,6,17,4,0,0,0,0,0,0,0,1.85,49,80,279,0,0.32,175,150,113,16
Ali Nasser Al Khaibari,28,Professional League,2015/2016,Defender,Najran,1620,810,810,Saudi Arabia,18,9,9,3,1,2,0,0,0,0,0,1,1,0,33,17,16,5,0,0.17,0,0.17,0.11,0.22,540,1.83,49,90,324,0,0.28,82,148,112,4
Hamdan Al Hamdan,33,Professional League,2015/2016,Midfielder,Al Fateh,1962,927,1035,Saudi Arabia,24,10,12,4,1,3,3,2,1,0,0,7,5,2,20,7,13,2,0,0.32,0.14,0.18,0.1,0.26,491,0.92,98,82,981,654,0.09,80,70,-1,3
Jean Patrick Gbala,25,Professional League,2015/2016,Forward,Al Fateh,1661,720,941,Mali,20,8,11,0,0,0,0,0,0,0,0,5,3,2,17,6,11,8,0,0,0,0,0,0,0,0.92,98,83,208,0,0.43,208,142,-1,13
Ali Al Mazidi,33,Professional League,2015/2016,Goalkeeper,Al Fateh,676,450,226,Saudi Arabia,8,5,3,0,0,0,0,0,0,0,0,2,2,0,8,4,4,1,0,0,0,0,0,0,0,1.07,85,85,676,0,0.13,207,156,42,12
Khaled Al Barakah,27,Professional League,2015/2016,Defender,Hajer,609,457,152,Saudi Arabia,10,5,2,0,0,0,0,0,0,0,0,2,1,1,16,13,3,2,0,0,0,0,0,0,0,2.36,38,61,305,0,0.3,204,181,126,17
Ahmed Karenshi,30,Professional League,2015/2016,Midfielder,Hajer,815,482,333,Saudi Arabia,14,6,5,0,0,0,1,0,1,0,0,0,0,0,21,14,7,2,0,0.11,0.11,0,0,0,0,2.32,39,58,408,815,0.22,201,89,-1,7
Ali Muaddi Al Zubaidi,31,Professional League,2015/2016,Midfielder,Hajer,191,90,101,Saudi Arabia,4,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,2.36,38,48,0,0,0,-1,-1,-1,8
Khaled Razi,36,Professional League,2015/2016,Goalkeeper,Hajer,270,180,90,Saudi Arabia,3,2,1,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,2.67,34,90,0,0,0,-1,-1,-1,9
Saleh Al Arfag,24,Professional League,2015/2016,Forward,Hajer,613,242,371,Saudi Arabia,11,2,3,0,0,0,0,0,0,0,0,0,0,0,20,9,11,0,0,0,0,0,0,0,0,2.94,31,56,0,0,0,200,183,-1,10
Fawaz Al Qarni,26,Professional League,2015/2016,Goalkeeper,Al Ittihad,733,450,283,Saudi Arabia,9,5,4,0,0,0,0,0,0,0,0,1,1,0,13,9,4,0,0,0,0,0,0,0,0,1.6,56,81,0,0,0,199,184,100,19
James Troisi,30,Professional League,2015/2016,Forward,Al Ittihad,577,339,238,Australia,8,4,3,0,0,0,2,1,1,0,0,1,0,1,12,9,3,1,0,0.31,0.31,0,0,0,0,1.87,48,72,577,289,0.16,197,22,-1,13
Assaf Al Qarni,34,Professional League,2015/2016,Goalkeeper,Al Ittihad,1337,630,707,Saudi Arabia,15,7,7,0,0,0,0,0,0,0,0,5,2,3,16,6,10,1,0,0,0,0,0,0,0,1.08,84,89,1337,0,0.07,184,185,43,17
Sadat Ouro-Akoriko,30,Professional League,2015/2016,Defender,Al Faisaly,2070,990,1080,Togo,23,11,12,1,0,1,0,0,0,0,0,7,2,5,31,16,15,4,0,0.04,0,0.04,0,0.08,2070,1.35,67,90,518,0,0.17,157,186,79,8
Mohamed Salim Al Safri,28,Professional League,2015/2016,Midfielder,Al Faisaly,828,360,468,Saudi Arabia,13,4,6,0,0,0,0,0,0,0,0,4,0,4,12,8,4,4,1,0,0,0,0,0,0,1.3,69,64,207,0,0.43,193,187,-1,15
Javier Ángel Balboa Osa,33,Professional League,2015/2016,Forward,Al Faisaly,2040,1000,1040,Equatorial Guinea,24,12,12,8,4,4,2,1,1,7,1,7,2,5,27,16,11,0,0,0.44,0.09,0.35,0.36,0.35,255,1.19,76,85,0,1020,0,34,104,-1,1
Hamza Ali Khaled Al Dardoor,27,Professional League,2015/2016,Forward,Al Faisaly,940,417,523,Jordan,11,5,6,2,1,1,1,0,1,0,0,3,0,3,10,6,4,0,0,0.29,0.1,0.19,0.22,0.17,470,0.96,94,85,0,940,0,76,94,-1,5
Mansour Hamzi,26,Professional League,2015/2016,Forward,Al Faisaly,834,452,382,Saudi Arabia,17,5,4,1,0,1,1,0,1,0,0,5,2,3,17,11,6,0,0,0.22,0.11,0.11,0,0.24,834,1.83,49,49,0,834,0,111,88,-1,10
Mansour Yahya Al Najei,40,Professional League,2015/2016,Goalkeeper,Al Faisaly,1800,990,810,Saudi Arabia,20,11,9,0,0,0,0,0,0,0,0,5,1,4,30,18,12,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,189,188,92,14
Abdullah Fareed Al Hafith,25,Professional League,2015/2016,Defender,Hajer,1106,595,511,Saudi Arabia,14,6,6,0,0,0,0,0,0,0,0,3,2,1,26,12,14,2,1,0,0,0,0,0,0,2.12,43,79,553,0,0.16,188,189,123,13
Abdullah Abdulkarim Al Shamekh,25,Professional League,2015/2016,Defender,Al Raed,1233,603,630,Saudi Arabia,14,7,7,0,0,0,0,0,0,0,0,1,1,0,22,9,13,1,0,0,0,0,0,0,0,1.61,56,88,1233,0,0.07,186,190,101,20
Sultan Al Bishi,28,Professional League,2015/2016,Defender,Al Raed,1193,692,501,Saudi Arabia,16,8,6,0,0,0,0,0,0,0,0,2,2,0,16,10,6,3,0,0,0,0,0,0,0,1.21,75,75,398,0,0.23,185,191,64,13
Sultan Abdullah Al Bargan,35,Professional League,2015/2016,Midfielder,Al Raed,269,143,126,Saudi Arabia,6,2,2,0,0,0,0,0,0,0,0,2,2,0,3,2,1,1,0,0,0,0,0,0,0,1,90,45,269,0,0.33,-1,-1,-1,17
Bader Al Nakhli,30,Professional League,2015/2016,Defender,Al Fateh,1283,720,563,Saudi Arabia,15,8,6,2,1,1,0,0,0,0,0,5,3,2,15,7,8,5,0,0.14,0,0.14,0.13,0.16,642,1.05,86,86,257,0,0.35,95,182,39,6
Ahmed Al Mubarak,33,Professional League,2015/2016,Midfielder,Al Fateh,884,364,520,Saudi Arabia,13,4,6,1,0,1,0,0,0,0,0,4,2,2,9,2,7,3,1,0.1,0,0.1,0,0.17,884,0.92,98,68,295,0,0.31,112,192,-1,8
Omar Al-Mazial,26,Professional League,2015/2016,Midfielder,Al Wahda,367,224,143,Saudi Arabia,5,3,2,0,0,0,0,0,0,0,0,0,0,0,6,4,2,2,1,0,0,0,0,0,0,1.47,61,73,184,0,0.49,182,194,-1,25
Łukasz Gikiewicz,31,Professional League,2015/2016,Forward,Al Wahda,462,226,236,Poland,8,2,3,0,0,0,0,0,0,0,0,1,1,0,9,4,5,0,0,0,0,0,0,0,0,1.75,51,58,0,0,0,195,195,-1,17
Abel Issa Camará,28,Professional League,2015/2016,Forward,Al Faisaly,1722,823,899,Guinea-Bissau,20,10,10,3,2,1,0,0,0,0,0,7,2,5,23,11,12,6,1,0.16,0,0.16,0.22,0.1,574,1.2,75,86,287,0,0.31,88,196,-1,4
Hamad Sulaiman Al Jayzani,25,Professional League,2015/2016,Defender,Al Faisaly,438,127,311,Saudi Arabia,11,1,3,0,0,0,0,0,0,0,0,5,1,4,11,4,7,0,0,0,0,0,0,0,0,2.26,40,40,0,0,0,203,197,124,13
Abdullah Almohammed,26,Professional League,2015/2016,Midfielder,Al Faisaly,1138,719,419,Saudi Arabia,16,8,5,0,0,0,0,0,0,0,0,4,2,2,18,11,7,1,0,0,0,0,0,0,0,1.42,63,71,1138,0,0.08,205,198,-1,12
Yaseen Barnawi,25,Professional League,2015/2016,Defender,Al Quadisiya,1890,810,1080,Saudi Arabia,21,9,12,0,0,0,0,0,0,0,0,6,2,4,22,11,11,3,0,0,0,0,0,0,0,1.05,86,90,630,0,0.14,206,199,37,16
