full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Manuel Marouan da Costa Trinidade,32,Professional League,2018/2019,Defender,Al Ittihad,540,360,180,Morocco,6,4,2,2,0,2,0,0,0,0,0,5,3,2,2,2,0,0,0,0.33,0,0.33,0,1,270,0.33,270,90,0,0,0,37,189,2,4
Nikita Korzun,23,Professional League,2018/2019,Midfielder,Al Fateh,428,180,248,Belarus,5,2,3,0,0,0,0,0,0,0,0,2,1,1,3,1,2,3,0,0,0,0,0,0,0,0.63,143,86,143,0,0.63,185,163,-1,24
André Martín Carrillo Díaz,27,Professional League,2018/2019,Forward,Al Hilal,1502,828,674,Peru,18,10,8,3,2,1,4,3,1,0,0,5,1,4,14,10,4,2,1,0.42,0.24,0.18,0.22,0.13,501,0.84,107,83,501,376,0.18,84,37,-1,6
Ahmed Musa,26,Professional League,2018/2019,Forward,Al Nassr,1475,684,791,Nigeria,18,7,9,5,2,3,5,3,2,0,0,8,4,4,13,7,6,0,0,0.61,0.31,0.31,0.26,0.34,295,0.79,113,82,0,295,0,42,14,-1,4
Maksym Koval,26,Professional League,2018/2019,Goalkeeper,Al Fateh,2160,1260,900,Ukraine,24,14,10,0,0,0,0,0,0,0,0,10,7,3,24,10,14,2,0,0,0,0,0,0,0,1,90,90,1080,0,0.08,308,307,35,17
Nordin Amrabat,31,Professional League,2018/2019,Midfielder,Al Nassr,1786,740,1046,Morocco,22,8,12,5,1,4,6,3,3,0,0,9,4,5,15,5,10,4,0,0.55,0.3,0.25,0.12,0.34,357,0.76,119,81,447,298,0.2,62,18,-1,3
José Manuel Jurado,32,Professional League,2018/2019,Midfielder,Al Ahli,1283,718,565,Spain,17,9,6,1,1,0,3,3,0,0,0,6,3,3,10,3,7,2,0,0.28,0.21,0.07,0.13,0,1283,0.7,128,75,642,428,0.14,142,45,-1,13
Bafétimbi Gomis,33,Professional League,2018/2019,Forward,Al Hilal,1941,1028,913,France,23,12,10,17,12,5,7,3,4,4,1,6,1,5,21,13,8,1,0,1.11,0.32,0.79,1.05,0.49,114,0.97,92,84,1941,277,0.05,6,11,-1,1
Karim El Ahmadi Al Aroos,34,Professional League,2018/2019,Midfielder,Al Ittihad,1711,860,851,Morocco,20,10,10,0,0,0,1,1,0,0,0,5,2,3,29,17,12,6,0,0.05,0.05,0,0,0,0,1.53,59,86,285,1711,0.32,282,149,-1,23
Brad Jones,36,Professional League,2018/2019,Goalkeeper,Al Nassr,1661,805,856,Australia,20,9,10,0,0,0,0,0,0,0,0,8,3,5,14,8,6,1,0,0,0,0,0,0,0,0.76,119,83,1661,0,0.05,222,235,19,17
Cássio Albuquerque dos Anjos,38,Professional League,2018/2019,Goalkeeper,Al Taawon,2160,1080,1080,Brazil,24,12,12,0,0,0,1,1,0,0,0,6,2,4,26,14,12,2,0,0.04,0.04,0,0,0,0,1.08,83,90,1080,2160,0.08,174,158,46,19
Héldon Augusto Almeida Ramos,30,Professional League,2018/2019,Forward,Al Taawon,1911,933,978,Cape Verde,23,11,11,9,5,4,6,3,3,3,1,6,2,4,24,13,11,3,0,0.71,0.28,0.42,0.48,0.37,212,1.13,80,83,637,319,0.14,26,22,-1,3
Evanildo Fernandes Gomes,32,Professional League,2018/2019,Midfielder,Al Taawon,631,553,78,Brazil,8,6,1,1,1,0,3,3,0,0,0,2,1,1,7,7,0,1,0,0.57,0.43,0.14,0.16,0,631,1,90,79,631,210,0.14,97,7,-1,7
Lucas De Lima Tagliapietra,28,Professional League,2018/2019,Defender,Al Batin,1677,805,872,Brazil,20,10,10,0,0,0,2,1,1,0,0,5,3,2,30,13,17,2,1,0.11,0.11,0,0,0,0,1.61,56,84,559,839,0.16,291,102,102,24
Admilson Estaline Dias de Barros,31,Professional League,2018/2019,Defender,Al Feiha,1303,504,799,Cape Verde,16,6,9,0,0,0,1,1,0,0,0,1,1,0,18,7,11,2,0,0.07,0.07,0,0,0,0,1.24,72,81,652,1303,0.14,319,141,71,30
Thiago Carleto Alves,29,Professional League,2018/2019,Defender,Al Ittihad,347,167,180,Brazil,4,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,0,1.56,58,87,347,0,0.26,280,283,99,14
Adriano Facchini,35,Professional League,2018/2019,Goalkeeper,Al Batin,1692,792,900,Brazil,19,9,10,0,0,0,0,0,0,0,0,6,4,2,29,9,20,2,0,0,0,0,0,0,0,1.54,58,89,846,0,0.11,290,293,96,28
Maicon Pereira Roque,30,Professional League,2018/2019,Defender,Al Nassr,90,0,90,Brazil,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,28
Aderllan Leandro de Jesus Santos,29,Professional League,2018/2019,Defender,Al Ahli,270,90,180,Brazil,3,1,2,1,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0.33,0,0.33,0,0.5,270,1,90,90,0,0,0,-1,-1,-1,11
Hichem Belkaroui,28,Professional League,2018/2019,Defender,Al Raed,1414,506,908,Algeria,17,6,11,1,0,1,0,0,0,0,0,4,2,2,17,6,11,4,0,0.06,0,0.06,0,0.1,1414,1.08,83,83,354,0,0.25,150,257,47,9
Raïs M'Bolhi Ouhab,32,Professional League,2018/2019,Goalkeeper,Al Ittifaq,1826,1016,810,Algeria,21,12,9,0,0,0,0,0,0,0,0,6,4,2,25,14,11,3,0,0,0,0,0,0,0,1.23,73,87,609,0,0.15,220,224,67,17
Jorge Djaniny Tavares Semedo,27,Professional League,2018/2019,Forward,Al Ahli,1054,547,507,Cape Verde,15,6,6,13,7,6,3,1,2,2,0,3,1,2,19,8,11,1,0,1.37,0.26,1.11,1.15,1.07,81,1.62,55,70,1054,351,0.09,3,28,-1,2
Carlos Eduardo de Oliveira Alves,29,Professional League,2018/2019,Midfielder,Al Hilal,1672,872,800,Brazil,20,10,10,9,4,5,2,1,1,3,0,5,1,4,20,12,8,2,1,0.59,0.11,0.48,0.41,0.56,186,1.08,84,84,557,836,0.16,22,106,-1,2
Diogo Ferreira Salomão,30,Professional League,2018/2019,Midfielder,Al Hazm,295,295,0,Portugal,5,3,0,1,1,0,1,1,0,0,0,1,1,0,2,2,0,0,0,0.61,0.31,0.31,0.31,0,295,0.61,148,59,0,295,0,44,16,-1,7
Marius Valerică Găman,30,Professional League,2018/2019,Defender,Al Shabab,1980,1080,900,Romania,22,12,10,1,0,1,0,0,0,0,0,9,4,5,14,9,5,4,0,0.05,0,0.05,0,0.1,1980,0.64,141,90,495,0,0.18,154,291,14,11
Mohammed Fatau,26,Professional League,2018/2019,Midfielder,Al Quadisiya,404,178,226,Ghana,5,2,3,0,0,0,0,0,0,0,0,1,1,0,8,1,7,2,0,0,0,0,0,0,0,1.78,51,81,202,0,0.45,204,177,-1,11
Carl Medjani,33,Professional League,2018/2019,Defender,Ohod,630,270,360,Algeria,7,3,4,3,1,2,1,1,0,1,0,1,1,0,16,2,14,1,0,0.57,0.14,0.43,0.33,0.5,210,2.29,39,90,630,630,0.14,25,83,126,2
Cristian David Guanca,25,Professional League,2018/2019,Midfielder,Al Ittifaq,1873,870,1003,Argentina,23,11,12,14,9,5,3,2,1,2,0,5,3,2,32,11,21,1,0,0.82,0.14,0.67,0.93,0.45,134,1.54,59,81,1873,624,0.05,7,86,-1,1
Toko Nzuzi Bundebele,28,Professional League,2018/2019,Midfielder,Al Fateh,915,375,540,Congo DR,11,4,6,1,0,1,0,0,0,0,0,4,2,2,12,4,8,1,0,0.1,0,0.1,0,0.17,915,1.18,76,83,915,0,0.1,126,311,-1,8
Emre Çolak,27,Professional League,2018/2019,Midfielder,Al Wahda,904,396,508,Turkey,14,5,6,1,0,1,0,0,0,0,0,5,2,3,7,3,4,0,0,0.1,0,0.1,0,0.18,904,0.7,129,65,0,0,0,119,273,-1,9
Alexis,33,Professional League,2018/2019,Defender,Al Ahli,623,360,263,Spain,8,4,3,0,0,0,0,0,0,0,0,3,1,2,9,2,7,3,1,0,0,0,0,0,0,1.3,69,78,156,0,0.58,299,300,76,17
Joseph Akpala,32,Professional League,2018/2019,Forward,Al Faisaly,699,463,236,Nigeria,12,5,2,2,2,0,1,1,0,0,0,5,5,0,5,3,2,1,0,0.39,0.13,0.26,0.39,0,350,0.64,140,58,699,699,0.13,61,87,-1,7
Ali Abdullah Harib Al Habsi,37,Professional League,2018/2019,Goalkeeper,Al Hilal,1690,880,810,Oman,19,10,9,0,0,0,0,0,0,0,0,5,1,4,17,11,6,2,0,0,0,0,0,0,0,0.91,99,89,845,0,0.11,312,305,27,20
Aymen Belaïd,30,Professional League,2018/2019,Defender,Ohod,90,0,90,Tunisia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,34
Rhys Williams,30,Professional League,2018/2019,Midfielder,Al Quadisiya,2070,990,1080,Australia,23,11,12,1,0,1,0,0,0,0,0,5,2,3,29,11,18,5,0,0.04,0,0.04,0,0.08,2070,1.26,71,90,414,0,0.22,163,245,-1,5
Petros Matheus dos Santos Araújo,29,Professional League,2018/2019,Midfielder,Al Nassr,1938,791,1147,Brazil,22,9,13,0,0,0,4,2,2,0,0,9,4,5,17,6,11,3,1,0.19,0.19,0,0,0,0,0.79,114,88,485,485,0.19,236,55,-1,26
Abdelkader Oueslati Kaabi,27,Professional League,2018/2019,Midfielder,Al Fateh,1602,945,657,Tunisia,22,12,9,6,5,1,1,1,0,4,1,9,6,3,20,10,10,3,0,0.39,0.06,0.34,0.48,0.14,267,1.12,80,73,534,1602,0.17,34,146,-1,1
Jonathan David Gómez,29,Professional League,2018/2019,Midfielder,Al Feiha,462,257,205,Argentina,9,3,1,1,0,1,0,0,0,0,0,1,1,0,7,4,3,3,1,0.19,0,0.19,0,0.44,462,1.36,66,51,154,0,0.58,78,197,-1,3
Filip Kiss,28,Professional League,2018/2019,Midfielder,Al Ittifaq,1460,810,650,Slovakia,17,9,8,1,0,1,2,0,2,0,0,5,4,1,21,7,14,5,0,0.18,0.12,0.06,0,0.14,1460,1.29,70,86,292,730,0.31,151,94,-1,12
Yassine El Ghanassy,28,Professional League,2018/2019,Forward,Al Raed,883,349,534,Belgium,17,4,5,1,0,1,1,0,1,0,1,4,2,2,12,5,7,1,0,0.2,0.1,0.1,0,0.17,883,1.22,74,52,883,883,0.1,117,111,-1,10
Nahir Besara,28,Professional League,2018/2019,Midfielder,Al Feiha,118,97,21,Sweden,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,-1,-1,-1,16
Bruno Uvini Bortolanca,27,Professional League,2018/2019,Defender,Al Nassr,1800,810,990,Brazil,20,9,11,0,0,0,0,0,0,0,0,7,4,3,17,6,11,5,0,0,0,0,0,0,0,0.85,106,90,360,0,0.25,233,236,23,22
Somália,30,Professional League,2018/2019,Midfielder,Al Shabab,830,495,335,Brazil,15,5,3,1,0,1,2,1,1,0,0,6,3,3,6,5,1,1,0,0.33,0.22,0.11,0,0.27,830,0.65,138,55,830,415,0.11,115,41,-1,10
Aleksandar Pešić,26,Professional League,2018/2019,Forward,Al Ittihad,802,413,389,Serbia,11,4,4,1,0,1,1,0,1,0,0,0,0,0,18,10,8,1,0,0.22,0.11,0.11,0,0.23,802,2.02,45,73,802,802,0.11,113,101,-1,11
Ismaël Bangoura,34,Professional League,2018/2019,Forward,Al Batin,1006,516,490,Guinea,18,6,5,2,2,0,0,0,0,1,1,4,3,1,15,3,12,3,1,0.18,0,0.18,0.35,0,503,1.34,67,56,252,0,0.36,86,221,-1,7
Fakhreddine Ben Youssef,27,Professional League,2018/2019,Forward,Al Ittifaq,1203,745,458,Tunisia,17,9,5,1,1,0,2,2,0,0,0,6,4,2,14,6,8,3,0,0.22,0.15,0.07,0.12,0,1203,1.05,86,71,401,602,0.22,145,78,-1,10
Adolphe Teikeu Kamgang,28,Professional League,2018/2019,Defender,Ohod,1858,990,868,Cameroon,21,11,10,2,2,0,0,0,0,0,0,3,2,1,41,15,26,5,0,0.1,0,0.1,0.18,0,929,1.99,45,88,372,0,0.24,120,238,120,4
Mohamed Amine Chermiti,31,Professional League,2018/2019,Forward,Al Feiha,356,180,176,Tunisia,5,2,2,0,0,0,0,0,0,0,0,1,0,1,4,3,1,0,0,0,0,0,0,0,0,1.01,89,71,0,0,0,183,169,-1,31
Khaleem Hyland,29,Professional League,2018/2019,Midfielder,Al Faisaly,2067,1080,987,Trinidad and Tobago,23,12,11,0,0,0,2,2,0,0,0,7,6,1,28,10,18,5,0,0.09,0.09,0,0,0,0,1.22,74,90,413,1034,0.22,287,120,-1,17
Milos Degenek,24,Professional League,2018/2019,Defender,Al Hilal,540,360,180,Australia,6,4,2,0,0,0,1,1,0,0,0,1,0,1,6,4,2,2,0,0.17,0.17,0,0,0,0,1,90,90,270,540,0.33,180,66,37,17
Aziz Bouhaddouz,31,Professional League,2018/2019,Forward,Al Batin,840,336,504,Morocco,10,4,6,2,0,2,1,0,1,0,0,2,1,1,18,7,11,0,0,0.32,0.11,0.21,0,0.36,420,1.93,47,84,0,840,0,74,103,-1,6
Lucas Ribamar Lopes dos Santos Bibiano,21,Professional League,2018/2019,Forward,Ohod,948,498,450,Brazil,11,6,5,3,2,1,0,0,0,1,0,2,1,1,16,9,7,1,0,0.28,0,0.28,0.36,0.2,316,1.52,59,86,948,0,0.09,53,229,-1,1
Osama Malik,28,Professional League,2018/2019,Midfielder,Al Batin,226,158,68,Australia,5,2,1,0,0,0,0,0,0,0,0,1,0,1,5,4,1,0,0,0,0,0,0,0,0,1.99,45,45,0,0,0,-1,-1,-1,12
Matthew Jurman,29,Professional League,2018/2019,Defender,Al Ittihad,984,540,444,Australia,11,6,5,0,0,0,0,0,0,0,0,0,0,0,20,12,8,3,0,0,0,0,0,0,0,1.83,49,89,328,0,0.27,279,282,116,26
Jack Duncan,25,Professional League,2018/2019,Goalkeeper,Al Quadisiya,2026,1036,990,Australia,23,12,11,0,0,0,0,0,0,0,0,6,3,3,26,10,16,1,0,0,0,0,0,0,0,1.15,78,88,2026,0,0.04,242,244,58,20
Rómulo Otero Vásquez,26,Professional League,2018/2019,Midfielder,Al Wahda,1653,856,797,Venezuela,20,9,9,3,2,1,5,2,3,0,0,4,2,2,24,13,11,2,0,0.44,0.27,0.16,0.21,0.11,551,1.31,69,83,827,331,0.11,91,24,-1,3
Yago Henrique Severino dos Santos,23,Professional League,2018/2019,Midfielder,Al Quadisiya,974,565,409,Brazil,13,7,5,0,0,0,1,0,1,0,0,3,2,1,13,7,6,1,0,0.09,0.09,0,0,0,0,1.2,75,75,974,974,0.09,274,122,-1,23
Luiz Diallisson de Souza Alves,32,Professional League,2018/2019,Defender,Ohod,1260,720,540,Brazil,14,8,6,0,0,0,1,0,1,0,0,2,1,1,23,11,12,1,0,0.07,0.07,0,0,0,0,1.64,55,90,1260,1260,0.07,225,136,105,13
Luiz Antonio de Souza Soares,27,Professional League,2018/2019,Midfielder,Al Shabab,2070,1080,990,Brazil,23,12,11,3,3,0,1,0,1,1,0,9,4,5,15,9,6,3,0,0.17,0.04,0.13,0.25,0,690,0.65,138,90,690,2070,0.13,102,159,-1,4
Arthur Caike do Nascimento Cruz,26,Professional League,2018/2019,Forward,Al Shabab,935,429,506,Brazil,15,6,6,6,3,3,2,1,1,0,0,5,2,3,6,2,4,0,0,0.77,0.19,0.58,0.63,0.53,156,0.58,156,62,0,468,0,13,53,-1,2
Renato de Araújo Chaves Júnior,28,Professional League,2018/2019,Defender,Al Wahda,2070,990,1080,Brazil,23,11,12,2,0,2,1,0,1,0,1,5,2,3,25,12,13,5,0,0.13,0.04,0.09,0,0.17,1035,1.09,83,90,414,2070,0.22,130,160,49,5
Crysan da Cruz Queiroz Barcelos,22,Professional League,2018/2019,Forward,Al Batin,1927,1074,853,Brazil,23,13,9,4,3,1,2,1,1,2,0,7,5,2,34,16,18,3,0,0.28,0.09,0.19,0.25,0.11,482,1.59,57,84,642,964,0.14,79,129,-1,2
Marinaldo dos Santos Oliveira,28,Professional League,2018/2019,Defender,Al Feiha,230,78,152,Brazil,7,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1.17,77,33,0,0,0,-1,-1,-1,22
Fágner Ironi Daponte,28,Professional League,2018/2019,Defender,Al Hazm,2070,900,1170,Brazil,23,10,13,4,3,1,0,0,0,3,0,2,2,0,30,12,18,3,0,0.17,0,0.17,0.3,0.08,518,1.3,69,90,690,0,0.13,88,263,78,2
Denílson Pereira Júnior,23,Professional League,2018/2019,Forward,Al Faisaly,623,105,518,Brazil,8,1,6,4,2,2,1,0,1,1,0,2,1,1,12,1,11,1,0,0.72,0.14,0.58,1.71,0.35,156,1.73,52,78,623,623,0.14,12,82,-1,4
Elosman Euller Silva Cavalcante,24,Professional League,2018/2019,Defender,Al Shabab,805,421,384,Brazil,10,5,4,0,0,0,1,1,0,0,0,3,2,1,7,3,4,3,1,0.11,0.11,0,0,0,0,0.78,115,81,201,805,0.45,317,104,20,13
Jorge de Moura Xavier,28,Professional League,2018/2019,Forward,Al Quadisiya,679,337,342,Brazil,11,4,5,1,0,1,1,0,1,0,0,4,2,2,10,5,5,2,1,0.27,0.13,0.13,0,0.26,679,1.33,68,62,226,679,0.4,100,90,-1,6
Iury Lirio Freitas de Castilho,23,Professional League,2018/2019,Forward,Al Feiha,115,7,108,Brazil,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.78,115,29,0,0,0,-1,-1,-1,12
Anselmo De Moraes,30,Professional League,2018/2019,Midfielder,Al Wahda,1362,821,541,Brazil,17,8,7,0,0,0,2,2,0,0,0,5,2,3,15,11,4,3,0,0.13,0.13,0,0,0,0,0.99,91,80,454,681,0.2,272,92,-1,21
Wanderson Ferreira de Oliveira,24,Professional League,2018/2019,Midfielder,Al Ittihad,307,180,127,Brazil,7,2,1,1,1,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0.29,0,0.29,0.5,0,307,2.05,44,44,0,0,0,47,286,-1,9
Marcos Guilherme de Almeida Santos Matos,23,Professional League,2018/2019,Midfielder,Al Wahda,2087,1069,1018,Brazil,24,12,12,8,5,3,1,1,0,1,0,5,2,3,26,15,11,3,0,0.39,0.04,0.34,0.42,0.27,261,1.12,80,87,696,2087,0.13,35,161,-1,1
Giuliano Victor de Paula,28,Professional League,2018/2019,Midfielder,Al Nassr,2153,985,1168,Brazil,24,11,13,7,4,3,3,1,2,0,0,10,5,5,19,8,11,0,0,0.42,0.13,0.29,0.37,0.23,308,0.79,113,90,0,718,0,48,93,-1,2
Bismark de Araújo Ferreira,25,Professional League,2018/2019,Forward,Al Quadisiya,1888,995,893,Brazil,23,11,11,6,3,3,5,1,4,0,1,6,3,3,27,11,16,1,0,0.52,0.24,0.29,0.27,0.3,315,1.29,70,82,1888,378,0.05,49,34,-1,1
Sandro Manoel Dos Santos,30,Professional League,2018/2019,Midfielder,Al Taawon,1825,1015,810,Brazil,21,12,9,0,0,0,0,0,0,0,0,6,2,4,22,14,8,5,0,0,0,0,0,0,0,1.08,83,87,365,0,0.25,195,187,-1,16
Daniel Lopes Amora,31,Professional League,2018/2019,Midfielder,Al Raed,2062,990,1072,Brazil,23,11,12,0,0,0,1,0,1,0,0,6,4,2,25,10,15,3,0,0.04,0.04,0,0,0,0,1.09,82,90,687,2062,0.13,256,162,-1,16
Luis Gustavo Melere da Silva,27,Professional League,2018/2019,Midfielder,Al Faisaly,1124,480,644,Brazil,18,5,7,5,2,3,7,4,3,2,1,6,5,1,14,3,11,4,0,0.96,0.56,0.4,0.38,0.42,225,1.12,80,62,281,161,0.32,27,2,-1,2
Rodolfo de Almeida Guimarães,25,Professional League,2018/2019,Midfielder,Al Hazm,1497,708,789,Brazil,18,9,9,3,1,2,3,1,2,0,0,2,2,0,21,8,13,4,0,0.36,0.18,0.18,0.13,0.23,499,1.26,71,83,374,499,0.24,85,62,-1,3
Issam Jebali,27,Professional League,2018/2019,Midfielder,Al Wahda,502,230,272,Tunisia,7,3,3,2,1,1,1,0,1,1,0,0,0,0,10,7,3,0,0,0.54,0.18,0.36,0.39,0.33,251,1.79,50,72,0,502,0,33,61,-1,6
Zurab Tsiskaridze,32,Professional League,2018/2019,Defender,Al Hazm,720,540,180,Georgia,8,6,2,0,0,0,0,0,0,0,0,1,1,0,11,9,2,3,0,0,0,0,0,0,0,1.38,65,90,240,0,0.38,218,181,85,10
Mbark Boussoufa,34,Professional League,2018/2019,Midfielder,Al Shabab,720,360,360,Morocco,8,4,4,1,1,0,0,0,0,0,0,3,1,2,5,3,2,1,0,0.13,0,0.13,0.25,0,720,0.63,144,90,720,0,0.13,99,222,-1,8
Andres Fernandes Gonçalves,32,Professional League,2018/2019,Midfielder,Al Batin,1980,1080,900,Brazil,22,12,10,0,0,0,1,0,1,0,0,7,5,2,35,15,20,2,0,0.05,0.05,0,0,0,0,1.59,57,90,990,1980,0.09,294,151,-1,27
Luiz Philipe Lima de Oliveira,26,Professional League,2018/2019,Midfielder,Al Hazm,2062,982,1080,Brazil,23,11,12,0,0,0,2,0,2,0,0,2,2,0,31,15,16,5,0,0.09,0.09,0,0,0,0,1.35,67,90,412,1031,0.22,264,124,-1,23
Christian Guillermo Martín Ramos Garagay,30,Professional League,2018/2019,Defender,Al Nassr,787,373,414,Peru,10,4,5,0,0,0,0,0,0,0,0,5,4,1,9,2,7,2,1,0,0,0,0,0,0,1.03,87,79,394,0,0.23,239,240,40,23
Paulo César Díaz Huincales,24,Professional League,2018/2019,Defender,Al Ahli,1629,720,909,Chile,19,8,10,0,0,0,0,0,0,0,0,6,3,3,24,5,19,6,2,0,0,0,0,0,0,1.33,68,86,233,0,0.39,221,278,82,28
Matías Aguirregaray Guruceaga,29,Professional League,2018/2019,Defender,Al Fateh,1761,1170,591,Uruguay,20,13,7,1,0,1,3,1,2,0,0,9,7,2,21,8,13,5,0,0.2,0.15,0.05,0,0.15,1761,1.07,84,88,352,587,0.26,158,75,44,11
