full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Macoumba Kandji,33,Professional League,2014/2015,Forward,Al Faisaly,627,299,328,Gambia,10,3,4,2,1,1,1,0,1,1,0,2,1,1,14,5,9,0,0,0.43,0.14,0.29,0.3,0.27,314,2.01,45,63,0,627,0,54,76,-1,5
Marco Antônio De Mattos Filho,32,Professional League,2014/2015,Forward,Al Ittihad,2101,973,1128,Brazil,26,13,13,9,1,8,6,3,3,2,3,7,2,5,27,11,16,3,0,0.64,0.26,0.39,0.09,0.64,233,1.16,78,81,700,350,0.13,32,25,-1,1
Marcos Gabriel do Nascimento,28,Professional League,2014/2015,Midfielder,Al Nassr,663,342,321,Brazil,11,5,4,1,1,0,3,1,2,0,0,5,2,3,2,1,1,2,0,0.54,0.41,0.14,0.26,0,663,0.27,332,60,332,221,0.27,100,10,-1,10
Rafael da Silva Francisco,35,Professional League,2014/2015,Midfielder,Al Shabab,1654,916,738,Brazil,21,10,8,5,4,1,4,3,1,0,0,9,4,5,15,10,5,5,0,0.49,0.22,0.27,0.39,0.12,331,0.82,110,79,331,414,0.27,61,38,-1,3
Osvaldo Lourenço Filho,31,Professional League,2014/2015,Forward,Al Ahli,662,356,306,Brazil,10,4,3,1,1,0,3,2,1,0,0,2,2,0,8,3,5,2,0,0.54,0.41,0.14,0.25,0,662,1.09,83,66,331,221,0.27,98,9,-1,11
Thiago Neves Augusto,33,Professional League,2014/2015,Midfielder,Al Hilal,1430,697,733,Brazil,20,9,8,10,7,3,1,1,0,0,1,7,4,3,10,3,7,3,0,0.69,0.06,0.63,0.9,0.37,143,0.63,143,72,477,1430,0.19,12,135,-1,2
Rodrigo Júnior Paula Silva,30,Professional League,2014/2015,Defender,Al Hilal,2026,1036,990,Brazil,23,12,11,1,1,0,0,0,0,0,0,9,5,4,12,5,7,4,0,0.04,0,0.04,0.09,0,2026,0.53,169,88,507,0,0.18,147,240,7,14
Antonio Adriano Antunes de Paula,31,Professional League,2014/2015,Forward,Al Faisaly,547,270,277,Brazil,7,3,3,3,2,1,0,0,0,0,0,3,2,1,6,2,4,3,0,0.49,0,0.49,0.67,0.32,182,0.99,91,78,182,0,0.49,20,238,-1,4
Aloísio Pereira Magnago,33,Professional League,2014/2015,Midfielder,Hajer,176,70,106,Brazil,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1.02,88,59,0,0,0,-1,-1,-1,21
Elias Luis dos Reis,35,Professional League,2014/2015,Midfielder,Al Fateh,942,564,378,Brazil,12,6,4,0,0,0,1,1,0,0,0,4,4,0,16,3,13,3,0,0.1,0.1,0,0,0,0,1.53,59,79,314,942,0.29,169,98,-1,24
Marcelo da Paixão Ramos Nicácio,35,Professional League,2014/2015,Forward,Al Faisaly,550,366,184,Brazil,10,4,2,2,1,1,1,1,0,2,0,4,3,1,3,1,2,2,0,0.49,0.16,0.33,0.25,0.49,275,0.49,183,55,275,550,0.33,44,59,-1,8
Mbaye Diagne,27,Professional League,2014/2015,Forward,Al Shabab,84,84,0,Senegal,2,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1.07,1.07,0,0,0,0,1.07,84,42,0,84,0,-1,-1,-1,22
Lucian Iulian Sânmărtean,38,Professional League,2014/2015,Midfielder,Al Ittihad,986,446,540,Romania,11,5,6,0,0,0,3,3,0,0,0,4,0,4,14,9,5,2,0,0.27,0.27,0,0,0,0,1.28,70,90,493,329,0.18,162,22,-1,16
John Duku Antwi,26,Professional League,2014/2015,Forward,Al Shabab,568,225,343,Ghana,11,2,4,4,2,2,1,1,0,1,0,2,1,1,10,2,8,0,0,0.79,0.16,0.63,0.8,0.52,142,1.58,57,52,0,568,0,11,55,-1,4
Samuel Owusu,27,Professional League,2014/2015,Forward,Al Shoalah,751,335,416,Ghana,11,4,5,2,1,1,0,0,0,0,0,3,2,1,11,3,8,4,1,0.24,0,0.24,0.27,0.22,376,1.32,68,68,188,0,0.48,69,156,-1,4
Mohamed Abdul Shafy Sayed Abouezeid,33,Professional League,2014/2015,Defender,Al Ahli,1527,807,720,Egypt,17,9,8,0,0,0,2,1,1,0,0,5,4,1,16,5,11,0,0,0.12,0.12,0,0,0,0,0.94,95,90,0,764,0,164,87,31,19
Jhasmani Campos Davalos,30,Professional League,2014/2015,Midfielder,Al Orubah,654,294,360,Bolivia,8,4,4,0,0,0,1,1,0,0,0,2,1,1,11,3,8,1,0,0.14,0.14,0,0,0,0,1.51,59,82,654,654,0.14,247,71,-1,27
Rogerio De Assis Silva Coutinho,31,Professional League,2014/2015,Forward,Al Shabab,1064,567,497,Brazil,13,7,6,5,3,2,4,3,1,0,0,8,3,5,7,6,1,1,0,0.76,0.34,0.42,0.48,0.36,213,0.59,152,82,1064,266,0.08,26,14,-1,2
Jandson Dos Santos,32,Professional League,2014/2015,Forward,Najran,1775,877,898,Brazil,20,10,10,13,7,6,2,0,2,0,1,5,1,4,26,14,12,1,0,0.76,0.1,0.66,0.72,0.6,137,1.32,68,89,1775,888,0.05,9,94,-1,1
Bojan Božović,33,Professional League,2014/2015,Forward,Al Shoalah,488,291,197,Montenegro,11,3,1,1,1,0,0,0,0,0,0,0,0,0,14,5,9,1,0,0.18,0,0.18,0.31,0,488,2.58,35,44,488,0,0.18,85,173,-1,9
Farid Cheklam,34,Professional League,2014/2015,Defender,Najran,1497,747,750,Algeria,19,9,9,0,0,0,0,0,0,0,0,4,1,3,28,15,13,3,0,0,0,0,0,0,0,1.68,53,79,499,0,0.18,295,295,102,18
Bouba Aminou,27,Professional League,2014/2015,Defender,Al Khaleej,990,540,450,Cameroon,11,6,5,3,3,0,0,0,0,0,0,2,2,0,11,3,8,3,0,0.27,0,0.27,0.5,0,330,1,90,90,330,0,0.27,60,179,36,5
Mohammed Awal,30,Professional League,2014/2015,Defender,Al Shabab,810,450,360,Ghana,9,5,4,0,0,0,1,1,0,0,0,1,1,0,15,9,6,1,0,0.11,0.11,0,0,0,0,1.67,54,90,810,810,0.11,178,92,99,14
Đorđe Đikanović,34,Professional League,2014/2015,Defender,Hajer,2031,1131,900,Montenegro,23,13,10,0,0,0,1,1,0,0,0,3,2,1,45,20,25,6,1,0.04,0.04,0,0,0,0,1.99,45,88,339,2031,0.27,260,155,119,19
Jildemar Dias Paixão,29,Professional League,2014/2015,Forward,Hajer,25,5,20,Brazil,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,25
Hernane Vidal de Souza,32,Professional League,2014/2015,Forward,Al Nassr,230,88,142,Brazil,7,1,1,1,0,1,0,0,0,0,0,5,1,4,1,1,0,0,0,0.39,0,0.39,0,0.63,230,0.39,230,33,0,0,0,-1,-1,-1,13
Ahmed Adams,25,Professional League,2014/2015,Defender,Al Shoalah,630,360,270,Ghana,7,4,3,0,0,0,0,0,0,0,0,1,1,0,13,6,7,0,0,0,0,0,0,0,0,1.86,48,90,0,0,0,207,208,112,19
Issac Osae,25,Professional League,2014/2015,Forward,Al Orubah,908,468,440,Ghana,11,5,5,2,0,2,2,2,0,0,0,1,1,0,14,8,6,2,0,0.4,0.2,0.2,0,0.41,454,1.39,65,83,454,454,0.2,78,43,-1,4
Dario Jertec,33,Professional League,2014/2015,Midfielder,Hajer,937,504,433,Croatia,13,6,5,0,0,0,0,0,0,0,0,0,0,0,26,12,14,2,0,0,0,0,0,0,0,2.5,36,72,469,0,0.19,168,169,-1,12
Obinna Obiefule,30,Professional League,2014/2015,Forward,Najran,267,88,179,Nigeria,3,1,2,0,0,0,0,0,0,0,0,1,0,1,4,1,3,1,0,0,0,0,0,0,0,1.35,67,89,267,0,0.34,-1,-1,-1,23
Adrian Mierzejewski,31,Professional League,2014/2015,Midfielder,Al Nassr,1973,961,1012,Poland,24,12,11,8,5,3,5,2,3,1,0,11,4,7,16,11,5,5,0,0.59,0.23,0.36,0.47,0.27,247,0.73,123,82,395,395,0.23,36,35,-1,2
Andre Quemelo Grelli,28,Professional League,2014/2015,Forward,Al Shoalah,583,314,269,Brazil,8,4,4,0,0,0,2,1,1,0,0,1,1,0,12,5,7,0,0,0.31,0.31,0,0,0,0,1.85,49,73,0,292,0,211,18,-1,27
Armando Lenín Wila Cangá,33,Professional League,2014/2015,Forward,Al Nassr,265,127,138,Ecuador,8,2,1,4,1,3,2,2,0,0,0,4,3,1,3,1,2,1,0,2.04,0.68,1.36,0.71,1.96,66,1.02,88,33,265,133,0.34,-1,-1,-1,5
Hussein Omar Abdul Ghani Sulaimani,41,Professional League,2014/2015,Defender,Al Nassr,1957,1057,900,Saudi Arabia,22,12,10,2,1,1,3,1,2,0,0,11,5,6,14,10,4,3,0,0.23,0.14,0.09,0.09,0.1,979,0.64,140,89,652,652,0.14,118,72,14,9
Mansour Gueye,32,Professional League,2014/2015,Forward,Hajer,503,233,270,Senegal,7,2,3,1,1,0,1,1,0,0,0,3,2,1,11,4,7,3,0,0.36,0.18,0.18,0.39,0,503,1.97,46,72,168,503,0.54,84,47,-1,10
Sadat Bukari,29,Professional League,2014/2015,Forward,Al Shoalah,665,374,291,Ghana,10,4,3,3,2,1,0,0,0,1,0,1,0,1,13,7,6,2,0,0.41,0,0.41,0.48,0.31,222,1.76,51,67,333,0,0.27,28,178,-1,3
Tae-Hwi Kwak,37,Professional League,2014/2015,Defender,Al Hilal,1846,856,990,South Korea,21,10,11,1,0,1,0,0,0,0,0,9,4,5,11,5,6,3,0,0.05,0,0.05,0,0.09,1846,0.54,168,88,615,0,0.15,139,242,8,9
Paul Claudel Alo'o Efoulou,34,Professional League,2014/2015,Forward,Al Taawon,1645,938,707,Cameroon,22,11,7,16,8,8,3,2,1,2,1,5,2,3,26,13,13,1,0,1.04,0.16,0.88,0.77,1.02,103,1.42,63,75,1645,548,0.05,6,57,-1,1
David Ochieng,26,Professional League,2014/2015,Defender,Al Taawon,2250,1170,1080,Kenya,25,13,12,1,0,1,0,0,0,0,0,5,2,3,41,18,23,2,0,0.04,0,0.04,0,0.08,2250,1.64,55,90,1125,0,0.08,145,252,98,7
Dramé Michailou,26,Professional League,2014/2015,Midfielder,Najran,521,180,341,Burkina Faso,6,2,4,0,0,0,0,0,0,0,0,1,0,1,10,3,7,3,0,0,0,0,0,0,0,1.73,52,87,174,0,0.52,299,300,-1,26
Abdel Habib Jacob Meïté,27,Professional League,2014/2015,Midfielder,Al Khaleej,2037,960,1077,Côte d'Ivoire,23,11,12,2,1,1,2,2,0,0,0,3,3,0,31,11,20,9,0,0.18,0.09,0.09,0.09,0.08,1019,1.37,66,89,226,1019,0.4,117,108,-1,7
Orestes Júnior Alves,37,Professional League,2014/2015,Defender,Al Shoalah,618,304,314,Brazil,8,3,3,1,0,1,1,0,1,0,0,1,0,1,13,5,8,3,0,0.29,0.15,0.15,0,0.29,618,1.89,48,77,206,618,0.44,96,65,114,8
Mohammad Abdulsamee' Mohammad Al Dumeiri,31,Professional League,2014/2015,Defender,Al Ittihad,664,450,214,Jordan,9,5,2,0,0,0,0,0,0,0,0,3,2,1,4,2,2,2,0,0,0,0,0,0,0,0.54,166,74,332,0,0.27,255,256,9,28
Fabián Larry Estoyanoff Poggio,36,Professional League,2014/2015,Midfielder,Al Nassr,623,338,285,Uruguay,12,2,3,4,2,2,4,3,1,1,0,5,2,3,5,2,3,1,0,1.16,0.58,0.58,0.53,0.63,156,0.72,125,52,623,156,0.14,15,2,-1,6
Yasen Al Bakhet,30,Professional League,2014/2015,Midfielder,Al Shoalah,920,508,412,Jordan,13,6,5,0,0,0,1,1,0,0,0,3,2,1,16,8,8,1,0,0.1,0.1,0,0,0,0,1.57,58,71,920,920,0.1,209,100,-1,15
Nasser Ali Al Shamrani,34,Professional League,2014/2015,Forward,Al Hilal,1881,1028,853,Saudi Arabia,22,12,10,13,10,3,2,0,2,3,1,8,4,4,11,6,5,4,0,0.72,0.1,0.62,0.88,0.32,145,0.53,171,86,470,941,0.19,14,101,-1,1
Jehad Fadel Al Hussain,36,Professional League,2014/2015,Midfielder,Al Taawon,2241,1130,1111,Syria,26,13,13,5,3,2,9,2,7,3,0,5,2,3,41,17,24,1,0,0.56,0.36,0.2,0.24,0.16,448,1.65,55,86,2241,249,0.04,79,12,-1,3
Papa Waigo N'Diaye,34,Professional League,2014/2015,Forward,Al Raed,725,300,425,Senegal,10,3,5,2,1,1,0,0,0,0,0,2,1,1,12,6,6,0,0,0.25,0,0.25,0.3,0.21,363,1.49,60,73,0,0,0,68,288,-1,4
Muhand Awad,26,Professional League,2014/2015,Forward,Al Orubah,684,285,399,Saudi Arabia,12,4,5,0,0,0,0,0,0,0,0,1,1,0,11,5,6,0,0,0,0,0,0,0,0,1.45,62,57,0,0,0,225,216,-1,19
Abdullah Hussain Al Oaisher,27,Professional League,2014/2015,Goalkeeper,Al Fateh,1350,630,720,Saudi Arabia,15,7,8,0,0,0,0,0,0,0,0,1,1,0,25,10,15,3,0,0,0,0,0,0,0,1.67,54,90,450,0,0.2,154,162,101,14
Abdullah Mubarak Al Dawsari,28,Professional League,2014/2015,Defender,Al Fateh,1006,584,422,Saudi Arabia,12,6,5,0,0,0,0,0,0,0,0,4,4,0,16,3,13,3,0,0,0,0,0,0,0,1.43,63,84,335,0,0.27,193,196,69,12
Majed Hazazi,30,Professional League,2014/2015,Defender,Al Taawon,1630,867,763,Saudi Arabia,24,8,7,1,1,0,4,1,3,0,0,4,2,2,33,15,18,2,0,0.28,0.22,0.06,0.1,0,1630,1.82,49,68,815,408,0.11,133,37,107,10
Ahmed Mohammed Sharahili,24,Professional League,2014/2015,Defender,Al Hilal,404,314,90,Saudi Arabia,5,3,1,0,0,0,0,0,0,0,0,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0.45,202,81,404,0,0.22,188,190,4,22
Mohammed Alfehaid,28,Professional League,2014/2015,Midfielder,Al Fateh,1780,1072,708,Saudi Arabia,21,13,8,0,0,0,0,0,0,0,0,4,4,0,24,8,16,5,1,0,0,0,0,0,0,1.21,74,85,356,0,0.25,220,218,-1,20
Nouh Al mousa,27,Professional League,2014/2015,Midfielder,Al Fateh,346,137,209,Saudi Arabia,7,2,2,0,0,0,0,0,0,0,0,1,1,0,6,2,4,2,0,0,0,0,0,0,0,1.56,58,49,173,0,0.52,223,221,-1,17
Talal Alabsi,25,Professional League,2014/2015,Defender,Al Ittihad,1170,450,720,Saudi Arabia,13,5,8,0,0,0,0,0,0,0,0,2,0,2,13,4,9,3,0,0,0,0,0,0,0,1,90,90,390,0,0.23,215,205,35,21
Madallah Alolayan,24,Professional League,2014/2015,Midfielder,Al Taawon,253,88,165,Saudi Arabia,7,1,2,0,0,0,0,0,0,0,0,2,1,1,4,0,4,1,0,0,0,0,0,0,0,1.42,63,36,253,0,0.36,-1,-1,-1,17
Saeed Mohammed Al Dosari,28,Professional League,2014/2015,Midfielder,Al Shabab,1755,852,903,Saudi Arabia,23,9,10,0,0,0,1,1,0,0,0,10,4,6,20,12,8,2,0,0.05,0.05,0,0,0,0,1.03,88,76,878,1755,0.1,269,146,-1,23
Naif Mousa,31,Professional League,2014/2015,Defender,Al Taawon,1763,813,950,Saudi Arabia,24,10,11,2,0,2,2,1,1,0,0,4,2,2,36,14,22,3,0,0.2,0.1,0.1,0,0.19,882,1.84,49,73,588,882,0.15,114,96,110,6
Sultan Al Ghamdi,26,Professional League,2014/2015,Goalkeeper,Al Taawon,180,90,90,Saudi Arabia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,13
Abdullah Haif Al Shammari,25,Professional League,2014/2015,Defender,Al Taawon,145,110,35,Saudi Arabia,7,1,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,1.86,48,21,0,0,0,-1,-1,-1,14
Ismael Mohammedjammui Al Maghrabi,27,Professional League,2014/2015,Forward,Al Taawon,745,309,436,Saudi Arabia,18,2,3,8,2,6,0,0,0,0,0,3,1,2,16,6,10,5,1,0.97,0,0.97,0.58,1.24,93,1.93,47,41,124,0,0.72,3,253,-1,2
Jufain Ali Al Bishi,31,Professional League,2014/2015,Defender,Al Raed,1959,899,1060,Saudi Arabia,22,10,12,0,0,0,0,0,0,0,0,2,1,1,33,14,19,4,0,0,0,0,0,0,0,1.52,59,89,490,0,0.18,284,282,84,22
Abdullah Ibrahim Al Maiouf,31,Professional League,2014/2015,Goalkeeper,Al Ahli,2250,1080,1170,Saudi Arabia,25,12,13,0,0,0,0,0,0,0,0,9,5,4,20,7,13,0,0,0,0,0,0,0,0,0.8,113,90,0,0,0,266,266,26,18
Osama Abdulrezag Hawsawi,34,Professional League,2014/2015,Defender,Al Ahli,2317,1147,1170,Saudi Arabia,26,13,13,4,0,4,1,0,1,1,0,9,5,4,21,8,13,1,0,0.19,0.04,0.16,0,0.31,579,0.82,110,89,2317,2317,0.04,93,151,27,4
Yasir Gharsan Al Shahrani,26,Professional League,2014/2015,Defender,Al Hilal,1748,809,939,Saudi Arabia,21,9,10,1,1,0,1,1,0,0,0,8,4,4,11,4,7,0,0,0.1,0.05,0.05,0.11,0,1748,0.57,159,83,0,1748,0,140,139,12,10
Abdullah Fareed Al Hafith,25,Professional League,2014/2015,Defender,Al Hilal,180,180,0,Saudi Arabia,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,90,90,180,0,0.5,-1,-1,-1,16
Mohammed Al Burayk,26,Professional League,2014/2015,Defender,Al Raed,1170,540,630,Saudi Arabia,13,6,7,0,0,0,0,0,0,0,0,0,0,0,20,7,13,1,0,0,0,0,0,0,0,1.54,59,90,1170,0,0.08,196,197,88,15
Nawaf Shaker Al Abid,28,Professional League,2014/2015,Midfielder,Al Hilal,914,628,286,Saudi Arabia,15,8,3,2,2,0,1,1,0,0,0,5,4,1,4,2,2,5,0,0.3,0.1,0.2,0.29,0,457,0.39,229,61,183,914,0.49,80,102,-1,5
Salman Mohammed Al Faraj,29,Professional League,2014/2015,Midfielder,Al Hilal,1781,720,1061,Saudi Arabia,20,8,12,2,1,1,1,1,0,0,0,9,4,5,10,3,7,3,0,0.15,0.05,0.1,0.13,0.08,891,0.51,178,89,594,1781,0.15,113,143,-1,6
Abdullah Ibrahim Otayf,26,Professional League,2014/2015,Midfielder,Al Hilal,356,29,327,Saudi Arabia,7,0,4,0,0,0,0,0,0,0,0,3,0,3,3,1,2,2,0,0,0,0,0,0,0,0.76,119,51,178,0,0.51,167,168,-1,19
Moslem Freej,30,Professional League,2014/2015,Goalkeeper,Al Khaleej,2340,1170,1170,Saudi Arabia,26,13,13,0,0,0,0,0,0,0,0,3,3,0,33,11,22,1,0,0,0,0,0,0,0,1.27,71,90,2340,0,0.04,274,271,52,24
Hassan Muath Fallatah,32,Professional League,2014/2015,Defender,Al Shabab,1302,743,559,Saudi Arabia,16,9,6,2,2,0,2,0,2,0,0,7,3,4,14,10,4,3,0,0.28,0.14,0.14,0.24,0,651,0.97,93,81,434,651,0.21,101,75,32,5
Abdulrahman Al Barakah,28,Professional League,2014/2015,Midfielder,Al Raed,1442,743,699,Saudi Arabia,18,8,8,0,0,0,1,1,0,0,0,2,2,0,30,13,17,5,0,0.06,0.06,0,0,0,0,1.87,48,80,288,1442,0.31,189,128,-1,17
Salem Mohammed Al Dawsari,27,Professional League,2014/2015,Midfielder,Al Hilal,1463,738,725,Saudi Arabia,18,9,8,3,1,2,3,2,1,0,0,6,3,3,11,5,6,5,1,0.37,0.18,0.18,0.12,0.25,488,0.68,133,81,244,488,0.37,87,48,-1,4
Abdulmalek Abdullah Al Khaibri,32,Professional League,2014/2015,Midfielder,Al Shabab,1380,570,810,Saudi Arabia,18,7,9,0,0,0,1,0,1,0,0,6,2,4,20,11,9,4,1,0.07,0.07,0,0,0,0,1.3,69,77,276,1380,0.33,163,127,-1,15
Mohammed Yahya Jahfali,28,Professional League,2014/2015,Defender,Al Faisaly,1596,786,810,Saudi Arabia,18,9,9,1,0,1,0,0,0,0,0,8,5,3,14,7,7,5,1,0.06,0,0.06,0,0.11,1596,0.79,114,89,266,0,0.34,134,235,23,9
Abdullah Mohammed Al Zoari Al Dossary,31,Professional League,2014/2015,Defender,Al Hilal,1270,793,477,Saudi Arabia,19,10,5,1,1,0,2,2,0,0,0,7,4,3,8,5,3,2,1,0.21,0.14,0.07,0.11,0,1270,0.57,159,67,423,635,0.21,128,70,11,11
Yasser Saeed Al Qahtani,36,Professional League,2014/2015,Forward,Al Hilal,490,326,164,Saudi Arabia,9,4,2,3,2,1,0,0,0,0,0,3,2,1,1,0,1,1,0,0.55,0,0.55,0.55,0.55,163,0.18,490,54,490,0,0.18,17,243,-1,3
Abdullah Al Salem,25,Professional League,2014/2015,Midfielder,Al Khaleej,1607,950,657,Saudi Arabia,24,12,7,6,2,4,0,0,0,0,1,3,3,0,21,10,11,1,0,0.34,0,0.34,0.19,0.55,268,1.18,77,67,1607,0,0.06,40,204,-1,2
Abdulrahman Dagriri,28,Professional League,2014/2015,Goalkeeper,Hajer,112,22,90,Saudi Arabia,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,4.02,22,56,0,0,0,-1,-1,-1,13
Fawaz Fallatah,29,Professional League,2014/2015,Defender,Al Orubah,2004,966,1038,Saudi Arabia,23,10,12,0,0,0,0,0,0,0,0,4,3,1,31,12,19,6,0,0,0,0,0,0,0,1.39,65,87,334,0,0.27,246,248,62,28
Yaseen Barnawi,25,Professional League,2014/2015,Defender,Al Faisaly,2021,856,1165,Saudi Arabia,24,10,13,0,0,0,3,0,3,0,0,8,4,4,32,14,18,5,1,0.13,0.13,0,0,0,0,1.43,63,84,404,674,0.22,236,84,68,22
Élton José Xavier Gomes,32,Professional League,2014/2015,Midfielder,Al Fateh,2152,1134,1018,Brazil,25,13,12,10,4,6,8,6,2,4,0,4,4,0,34,10,24,4,0,0.75,0.33,0.42,0.32,0.53,215,1.42,63,86,538,269,0.17,25,15,-1,2
Fahad Al Johani,27,Professional League,2014/2015,Forward,Al Raed,1424,826,598,Saudi Arabia,25,8,7,2,2,0,2,2,0,0,0,3,2,1,22,9,13,5,0,0.25,0.13,0.13,0.22,0,712,1.39,65,57,285,712,0.32,102,79,-1,5
Abdullah Abdulkarim Al Shamekh,25,Professional League,2014/2015,Defender,Al Hilal,556,105,451,Saudi Arabia,8,1,5,0,0,0,0,0,0,0,0,5,1,4,2,0,2,3,0,0,0,0,0,0,0,0.32,278,70,185,0,0.49,173,172,3,18
Fahad Muqbil Al Rashidi,27,Professional League,2014/2015,Midfielder,Al Orubah,2054,1121,933,Saudi Arabia,24,13,11,0,0,0,2,2,0,0,0,4,3,1,31,17,14,5,1,0.09,0.09,0,0,0,0,1.36,66,86,411,1027,0.22,214,104,-1,21
Sultan Al Sawadi,25,Professional League,2014/2015,Midfielder,Al Taawon,867,476,391,Saudi Arabia,13,5,5,1,1,0,3,3,0,0,0,1,0,1,21,10,11,3,0,0.42,0.31,0.1,0.19,0,867,2.18,41,67,289,289,0.31,116,19,-1,11
Murad Al Rashidi,27,Professional League,2014/2015,Midfielder,Hajer,774,361,413,Saudi Arabia,13,4,4,1,0,1,0,0,0,0,0,2,1,1,18,6,12,3,0,0.12,0,0.12,0,0.22,774,2.09,43,60,258,0,0.35,103,191,-1,9
