full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Wesam Waheab Mudhaya,26,Professional League,2014/2015,Forward,Najran,846,453,393,Saudi Arabia,18,4,4,3,2,1,2,0,2,0,0,4,1,3,16,10,6,2,0,0.53,0.21,0.32,0.4,0.23,282,1.7,53,47,423,423,0.21,46,39,-1,3
Nawaf Al Sabhi,31,Professional League,2014/2015,Defender,Najran,2070,990,1080,Saudi Arabia,23,11,12,0,0,0,0,0,0,0,0,6,1,5,32,18,14,7,1,0,0,0,0,0,0,1.39,65,90,296,0,0.3,296,296,61,29
Bader Mansoor Al Sulaiteen,28,Professional League,2014/2015,Midfielder,Al Shabab,404,152,252,Saudi Arabia,9,2,3,1,0,1,2,1,1,0,0,2,1,1,6,3,3,0,0,0.67,0.45,0.22,0,0.36,404,1.34,67,45,0,202,0,76,6,-1,11
Faris Al Alayaf,26,Professional League,2014/2015,Forward,Al Raed,1500,840,660,Saudi Arabia,22,10,8,1,1,0,1,0,1,0,0,3,2,1,26,13,13,2,0,0.12,0.06,0.06,0.11,0,1500,1.56,58,68,750,1500,0.12,130,130,-1,10
Husein Al Shuwaish,30,Professional League,2014/2015,Defender,Hajer,2104,1141,963,Saudi Arabia,24,13,11,0,0,0,0,0,0,0,0,3,2,1,46,21,25,3,0,0,0,0,0,0,0,1.97,46,88,701,0,0.13,261,260,118,24
Fawaz Al Qarni,26,Professional League,2014/2015,Goalkeeper,Al Ittihad,988,450,538,Saudi Arabia,11,5,6,0,0,0,0,0,0,0,0,3,2,1,12,3,9,1,1,0,0,0,0,0,0,1.09,82,90,494,0,0.18,160,164,40,13
Adnan Ibrahem Falatah,35,Professional League,2014/2015,Defender,Al Taawon,1739,900,839,Saudi Arabia,20,10,10,1,0,1,1,1,0,0,0,4,2,2,29,12,17,10,0,0.1,0.05,0.05,0,0.11,1739,1.5,60,87,174,1739,0.52,143,147,79,9
Bader Al Nakhli,30,Professional League,2014/2015,Defender,Al Fateh,1862,990,872,Saudi Arabia,22,11,11,0,0,0,2,2,0,0,0,3,3,0,31,12,19,4,1,0.1,0.1,0,0,0,0,1.5,60,85,372,931,0.24,217,97,83,23
Yassen Hamza,28,Professional League,2014/2015,Defender,Al Taawon,1377,674,703,Saudi Arabia,16,7,7,0,0,0,0,0,0,0,0,2,0,2,26,11,15,2,0,0,0,0,0,0,0,1.7,53,86,689,0,0.13,182,192,104,15
Jamal Ba Jandooh,26,Professional League,2014/2015,Midfielder,Al Ittihad,1658,753,905,Saudi Arabia,21,8,10,0,0,0,1,1,0,0,0,6,2,4,21,9,12,6,0,0.05,0.05,0,0,0,0,1.14,79,79,276,1658,0.33,232,140,-1,23
Omar Al-Mazial,26,Professional League,2014/2015,Midfielder,Al Orubah,82,0,82,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.1,82,82,0,0,0,-1,-1,-1,31
Rabeaa Sefiani,31,Professional League,2014/2015,Forward,Al Fateh,478,127,351,Saudi Arabia,15,0,4,0,0,0,0,0,0,0,0,2,2,0,10,2,8,1,0,0,0,0,0,0,0,1.88,48,32,478,0,0.19,197,199,-1,11
Fahad Mosaed Al Muwallad Al Harbi,24,Professional League,2014/2015,Forward,Al Ittihad,1616,921,695,Saudi Arabia,21,10,8,7,5,2,1,1,0,2,0,6,2,4,21,11,10,6,0,0.45,0.06,0.39,0.49,0.26,231,1.17,77,77,269,1616,0.33,31,133,-1,4
Maan Sultan Khodary,26,Professional League,2014/2015,Midfielder,Al Ittihad,139,139,0,Saudi Arabia,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1.29,70,46,139,0,0.65,-1,-1,-1,25
Awadh Khrees,27,Professional League,2014/2015,Midfielder,Najran,2239,1069,1170,Saudi Arabia,26,12,13,0,0,0,0,0,0,0,0,6,1,5,37,20,17,2,0,0,0,0,0,0,0,1.49,61,86,1120,0,0.08,298,299,-1,27
Ahmed Ali Al Kassar,27,Professional League,2014/2015,Goalkeeper,Al Raed,2340,1170,1170,Saudi Arabia,26,13,13,0,0,0,0,0,0,0,0,3,2,1,39,17,22,1,0,0,0,0,0,0,0,1.5,60,90,2340,0,0.04,283,281,77,25
Majed Al Khaibari,27,Professional League,2014/2015,Defender,Najran,1980,990,990,Saudi Arabia,22,11,11,2,1,1,1,0,1,0,0,5,1,4,33,18,15,3,0,0.14,0.05,0.09,0.09,0.09,990,1.5,60,90,660,1980,0.14,119,142,82,4
Mohammed Marzouq Al Kuwaykibi,23,Professional League,2014/2015,Forward,Al Orubah,1214,696,518,Saudi Arabia,22,6,6,0,0,0,1,1,0,0,0,2,2,0,20,9,11,1,0,0.07,0.07,0,0,0,0,1.48,61,55,1214,1214,0.07,240,125,-1,23
Mohammed Khalil Al Owais,27,Professional League,2014/2015,Goalkeeper,Al Shabab,655,295,360,Saudi Arabia,8,4,4,0,0,0,0,0,0,0,0,1,1,0,8,2,6,1,1,0,0,0,0,0,0,1.1,82,82,328,0,0.27,271,269,41,21
Mansour Althaqfi Al Harbi,31,Professional League,2014/2015,Defender,Al Ahli,405,225,180,Saudi Arabia,5,3,2,0,0,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0.67,135,81,0,0,0,277,277,16,24
Aqeel Baalghyth Al Sahbi,31,Professional League,2014/2015,Defender,Al Ahli,951,346,605,Saudi Arabia,11,4,7,0,0,0,1,0,1,0,0,5,2,3,7,3,4,2,0,0.09,0.09,0,0,0,0,0.66,136,86,476,951,0.19,198,112,15,20
Saeed Fawaz Al Mowalad,27,Professional League,2014/2015,Defender,Al Ahli,1071,621,450,Saudi Arabia,12,7,5,0,0,0,1,1,0,0,0,4,2,2,9,5,4,2,0,0.08,0.08,0,0,0,0,0.76,119,89,536,1071,0.17,256,116,21,22
Hussain Al Mogahwi,30,Professional League,2014/2015,Midfielder,Al Ahli,1582,777,805,Saudi Arabia,24,9,9,2,2,0,2,0,2,0,0,9,5,4,13,4,9,2,0,0.23,0.11,0.11,0.23,0,791,0.74,122,66,791,791,0.11,106,91,-1,8
Abdulfattah Tawfiq Asiri,24,Professional League,2014/2015,Midfielder,Al Ittihad,1576,944,632,Saudi Arabia,24,10,7,3,1,2,1,0,1,0,0,5,2,3,23,11,12,1,0,0.23,0.06,0.17,0.1,0.28,525,1.31,69,66,1576,1576,0.06,91,136,-1,6
Omar Jihad Al Somah,28,Professional League,2014/2015,Forward,Al Ahli,1790,922,868,Syria,22,10,11,22,10,12,2,1,1,5,1,7,4,3,18,7,11,1,0,1.21,0.1,1.11,0.98,1.24,81,0.91,99,81,1790,895,0.05,2,95,-1,1
Yousef Mansour Al Salem,33,Professional League,2014/2015,Forward,Al Hilal,508,152,356,Saudi Arabia,13,1,3,2,1,1,0,0,0,0,0,6,3,3,3,1,2,1,0,0.35,0,0.35,0.59,0.25,254,0.53,169,39,508,0,0.18,38,245,-1,7
Salman Al Moasher,30,Professional League,2014/2015,Forward,Al Ahli,1073,458,615,Saudi Arabia,18,5,7,4,1,3,3,1,2,0,0,5,4,1,12,0,12,1,0,0.59,0.25,0.34,0.2,0.44,268,1.01,89,60,1073,358,0.08,41,27,-1,5
Waleed Rashid Bakshween,28,Professional League,2014/2015,Midfielder,Al Ahli,2250,1124,1126,Saudi Arabia,26,13,13,0,0,0,2,1,1,0,0,9,5,4,21,8,13,4,0,0.08,0.08,0,0,0,0,0.84,107,87,563,1125,0.16,257,115,-1,21
Taisir Jabir Al Jassim,34,Professional League,2014/2015,Midfielder,Al Ahli,2177,1130,1047,Saudi Arabia,25,13,12,3,2,1,6,2,4,0,1,9,5,4,19,8,11,5,0,0.37,0.25,0.12,0.16,0.09,726,0.79,115,87,435,363,0.21,105,26,-1,7
Yasser Abdullah Al Mosailem,34,Professional League,2014/2015,Goalkeeper,Al Ahli,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,17
Mohanad Aseri Abu Radiah,32,Professional League,2014/2015,Forward,Al Ahli,390,126,264,Saudi Arabia,10,0,2,8,4,4,1,1,0,0,0,3,2,1,2,0,2,1,0,2.08,0.23,1.85,2.86,1.36,49,0.46,195,39,390,390,0.23,1,33,-1,2
Mohammed Abdullah Salem,33,Professional League,2014/2015,Defender,Al Faisaly,2262,1092,1170,Saudi Arabia,26,13,13,1,1,0,0,0,0,0,0,8,4,4,40,22,18,5,0,0.04,0,0.04,0.08,0,2262,1.59,57,87,452,0,0.2,144,233,93,11
Abdullah Ahmed Al Asta,32,Professional League,2014/2015,Defender,Al Shabab,950,450,500,Saudi Arabia,11,5,6,1,1,0,0,0,0,1,0,1,0,1,20,11,9,1,0,0.09,0,0.09,0.2,0,950,1.89,48,86,950,0,0.09,120,170,115,7
Saleh Saad Al Qumayzi,27,Professional League,2014/2015,Defender,Al Ittihad,1065,561,504,Saudi Arabia,14,6,6,0,0,0,1,1,0,0,0,3,2,1,16,5,11,0,0,0.08,0.08,0,0,0,0,1.35,67,76,0,1065,0,229,121,57,27
Ahmed Ibrahim Ateef,35,Professional League,2014/2015,Midfielder,Al Shabab,1898,956,942,Saudi Arabia,22,11,11,0,0,0,3,3,0,0,0,10,4,6,20,13,7,4,1,0.14,0.14,0,0,0,0,0.95,95,86,475,633,0.19,268,69,-1,24
Mohammed Al Qarni,28,Professional League,2014/2015,Midfielder,Al Hilal,132,90,42,Saudi Arabia,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.68,132,66,0,0,0,-1,-1,-1,24
Abdulmajeed Mohammed Al Sulaiheem,24,Professional League,2014/2015,Midfielder,Al Shabab,921,537,384,Saudi Arabia,19,5,5,1,0,1,0,0,0,0,0,8,3,5,14,11,3,1,0,0.1,0,0.1,0,0.23,921,1.37,66,48,921,0,0.1,108,268,-1,9
Khalid Hussain Al Kabi,26,Professional League,2014/2015,Forward,Al Hilal,353,139,214,Saudi Arabia,8,1,3,1,1,0,0,0,0,0,0,4,2,2,2,1,1,0,0,0.25,0,0.25,0.65,0,353,0.51,177,44,0,0,0,67,198,-1,12
Saud Ali Khariri,38,Professional League,2014/2015,Midfielder,Al Hilal,1595,822,773,Saudi Arabia,20,9,9,1,1,0,0,0,0,0,0,8,4,4,10,5,5,5,1,0.06,0,0.06,0.11,0,1595,0.56,160,80,266,0,0.34,132,244,-1,13
Abdullah Mohammed Al Sudairy,26,Professional League,2014/2015,Goalkeeper,Al Hilal,1260,630,630,Saudi Arabia,14,7,7,0,0,0,0,0,0,0,0,3,2,1,9,3,6,1,0,0,0,0,0,0,0,0.64,140,90,1260,0,0.07,187,189,13,23
Mustafa Reda Malayekah,32,Professional League,2014/2015,Goalkeeper,Hajer,2225,1145,1080,Saudi Arabia,25,13,12,0,0,0,0,0,0,0,0,3,2,1,48,19,29,5,1,0,0,0,0,0,0,1.94,46,89,371,0,0.24,259,259,117,16
Wesam Al Swed,30,Professional League,2014/2015,Defender,Al Faisaly,1365,634,731,Saudi Arabia,20,7,8,0,0,0,0,0,0,0,0,8,4,4,18,9,9,3,1,0,0,0,0,0,0,1.19,76,68,455,0,0.2,235,236,46,23
Omar Abdulaziz,34,Professional League,2014/2015,Midfielder,Al Faisaly,2299,1137,1162,Saudi Arabia,26,13,13,0,0,0,1,0,1,0,0,8,4,4,40,22,18,3,0,0.04,0.04,0,0,0,0,1.57,57,88,766,2299,0.12,237,148,-1,21
Mohammed Yahya Majrashi,27,Professional League,2014/2015,Forward,Najran,918,411,507,Saudi Arabia,16,4,7,1,0,1,1,1,0,0,0,5,1,4,16,8,8,5,0,0.2,0.1,0.1,0,0.18,918,1.57,57,57,184,918,0.49,112,93,-1,9
Mansour Hamzi,26,Professional League,2014/2015,Forward,Al Faisaly,288,175,113,Saudi Arabia,4,2,1,0,0,0,0,0,0,0,0,0,0,0,15,9,6,0,0,0,0,0,0,0,0,4.69,19,72,0,0,0,165,167,-1,14
Waleed Abdullah Ali,32,Professional League,2014/2015,Goalkeeper,Al Shabab,1530,810,720,Saudi Arabia,17,9,8,0,0,0,0,0,0,0,0,8,3,5,16,11,5,0,0,0,0,0,0,0,0,0.94,96,90,0,0,0,254,264,30,12
Khaled Ahmed Al Ghamdi,30,Professional League,2014/2015,Defender,Al Nassr,1290,497,793,Saudi Arabia,17,6,9,0,0,0,2,1,1,0,0,8,3,5,8,4,4,6,2,0.14,0.14,0,0,0,0,0.56,161,76,184,645,0.49,290,73,10,22
Omar Ibrahim Omar Othman Hawsawi,33,Professional League,2014/2015,Defender,Al Nassr,2129,1170,959,Saudi Arabia,24,13,11,2,2,0,1,0,1,0,0,10,5,5,17,11,6,5,0,0.13,0.04,0.08,0.15,0,1065,0.72,125,89,426,2129,0.21,125,152,19,8
Ahmed Mohammed Al Fraidi,30,Professional League,2014/2015,Midfielder,Al Nassr,782,415,367,Saudi Arabia,15,4,4,5,3,2,3,3,0,0,0,6,2,4,8,5,3,0,0,0.92,0.35,0.58,0.65,0.49,156,0.92,98,52,0,261,0,16,13,-1,4
Yehya Sulaiman Al Shehri,28,Professional League,2014/2015,Midfielder,Al Nassr,1808,927,881,Saudi Arabia,25,10,10,1,0,1,4,4,0,0,0,11,4,7,14,9,5,0,0,0.25,0.2,0.05,0,0.1,1808,0.7,129,72,0,452,0,142,44,-1,11
Ibrahim Mohammed Ghaleb Jahshan,28,Professional League,2014/2015,Midfielder,Al Nassr,1440,630,810,Saudi Arabia,16,7,9,3,3,0,2,0,2,1,0,7,2,5,9,5,4,1,0,0.31,0.13,0.19,0.43,0,480,0.56,160,90,1440,720,0.06,81,80,-1,7
Mohammad Ibrahim Al Sahlawi,31,Professional League,2014/2015,Forward,Al Nassr,2055,1025,1030,Saudi Arabia,24,12,12,21,9,12,2,1,1,6,1,12,5,7,14,8,6,1,0,1.01,0.09,0.92,0.79,1.05,98,0.61,147,86,2055,1028,0.04,5,107,-1,1
Mohammed Abusabaan,28,Professional League,2014/2015,Midfielder,Al Ittihad,758,281,477,Saudi Arabia,15,3,5,1,0,1,1,1,0,0,0,6,2,4,8,3,5,5,1,0.24,0.12,0.12,0,0.19,758,0.95,95,51,152,758,0.59,104,86,-1,9
Ibrahim Zaied,28,Professional League,2014/2015,Goalkeeper,Al Faisaly,1124,630,494,Saudi Arabia,13,7,5,0,0,0,0,0,0,0,0,5,2,3,16,9,7,1,0,0,0,0,0,0,0,1.28,70,86,1124,0,0.08,171,174,54,15
Shaya Ali Sharahli,28,Professional League,2014/2015,Midfielder,Al Nassr,1848,1003,845,Saudi Arabia,23,11,10,1,0,1,1,0,1,0,0,10,4,6,16,11,5,2,0,0.1,0.05,0.05,0,0.11,1848,0.78,116,80,924,1848,0.1,141,145,-1,12
Hassan Al Raheb,35,Professional League,2014/2015,Forward,Al Nassr,944,527,417,Saudi Arabia,22,5,5,7,4,3,4,2,2,0,0,10,5,5,6,6,0,5,0,1.05,0.38,0.67,0.68,0.65,135,0.57,157,43,189,236,0.48,8,11,-1,3
Hussain Abdoh Al Shaian,29,Professional League,2014/2015,Goalkeeper,Al Nassr,192,180,12,Saudi Arabia,3,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,64,192,0,0.47,-1,-1,-1,14
Faisal Al Khara,24,Professional League,2014/2015,Defender,Hajer,2112,1080,1032,Saudi Arabia,24,12,12,0,0,0,1,0,1,0,0,3,2,1,48,20,28,6,0,0.04,0.04,0,0,0,0,2.05,44,88,352,2112,0.26,263,149,120,22
Motaz Ali Hassan Hawsawi,26,Professional League,2014/2015,Defender,Al Ahli,1970,1080,890,Saudi Arabia,22,12,10,0,0,0,0,0,0,0,0,8,5,3,17,7,10,4,0,0,0,0,0,0,0,0.78,116,90,493,0,0.18,201,203,22,23
Saleh Mohammed Al Jamaan,25,Professional League,2014/2015,Forward,Al Ahli,442,234,208,Saudi Arabia,12,3,2,2,2,0,0,0,0,0,0,5,3,2,1,0,1,1,0,0.41,0,0.41,0.77,0,221,0.2,442,37,442,0,0.2,27,257,-1,9
Amiri Kurdi,27,Professional League,2014/2015,Defender,Al Ahli,240,87,153,Saudi Arabia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,1,0,0,0,0,0,0,1.5,60,80,120,0,0.75,-1,-1,-1,15
Ali Al Mazidi,33,Professional League,2014/2015,Goalkeeper,Al Fateh,990,540,450,Saudi Arabia,11,6,5,0,0,0,0,0,0,0,0,3,3,0,14,2,12,1,0,0,0,0,0,0,0,1.27,71,90,990,0,0.09,216,215,53,15
Awdh Khamis Faraj,30,Professional League,2014/2015,Midfielder,Al Nassr,1346,711,635,Saudi Arabia,19,8,7,0,0,0,0,0,0,0,0,9,4,5,8,6,2,1,0,0,0,0,0,0,0,0.53,168,71,1346,0,0.07,293,293,-1,23
Hattan Babhir,26,Professional League,2014/2015,Midfielder,Al Khaleej,1118,532,586,Saudi Arabia,18,7,6,1,0,1,2,0,2,0,0,2,2,0,14,4,10,4,0,0.24,0.16,0.08,0,0.15,1118,1.13,80,62,280,559,0.32,122,61,-1,11
Jumaan Ibrahim Al Dosari,31,Professional League,2014/2015,Defender,Al Nassr,102,53,49,Saudi Arabia,5,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,1.76,51,20,102,0,0.88,-1,-1,-1,18
Ahmad Hassan Hassan Asiri,26,Professional League,2014/2015,Defender,Al Ittihad,1459,728,731,Saudi Arabia,18,8,7,1,1,0,0,0,0,0,0,6,2,4,19,9,10,2,0,0.06,0,0.06,0.12,0,1459,1.17,77,81,730,0,0.12,131,231,44,10
Talal Majrashi,28,Professional League,2014/2015,Midfielder,Al Khaleej,861,219,642,Saudi Arabia,16,2,8,1,1,0,3,0,3,0,0,2,2,0,13,3,10,2,0,0.42,0.31,0.1,0.41,0,861,1.36,66,54,431,287,0.21,111,17,-1,10
Abdulrahman Al Shammari,29,Professional League,2014/2015,Defender,Al Orubah,1691,810,881,Saudi Arabia,20,9,10,0,0,0,2,1,1,0,0,3,3,0,25,10,15,5,0,0.11,0.11,0,0,0,0,1.33,68,85,338,846,0.27,155,90,56,16
Fahad Mohammed Hamad Al Yamani,28,Professional League,2014/2015,Midfielder,Al Taawon,1594,874,720,Saudi Arabia,20,11,8,0,0,0,1,0,1,0,0,3,2,1,29,13,16,7,1,0.06,0.06,0,0,0,0,1.64,55,80,228,1594,0.4,270,131,-1,18
Islam Hassan Seraj,29,Professional League,2014/2015,Forward,Al Faisaly,1343,559,784,Saudi Arabia,21,6,9,6,3,3,2,0,2,0,1,6,2,4,25,15,10,7,1,0.54,0.13,0.4,0.48,0.34,224,1.68,54,64,168,672,0.54,30,83,-1,2
Mohammed Qassem Al Nakhli,23,Professional League,2014/2015,Defender,Al Ittihad,1766,810,956,Saudi Arabia,20,9,11,0,0,0,1,1,0,0,0,5,0,5,25,13,12,3,0,0.05,0.05,0,0,0,0,1.27,71,88,589,1766,0.15,230,141,51,26
Naif Ahmed Taib Hazazi,30,Professional League,2014/2015,Forward,Al Shabab,1331,683,648,Saudi Arabia,17,8,7,14,7,7,2,1,1,5,0,6,3,3,12,6,6,5,1,1.08,0.14,0.95,0.92,0.97,95,0.81,111,78,222,666,0.41,4,66,-1,1
Abdulaziz Ali Al Bishi,24,Professional League,2014/2015,Midfielder,Al Shabab,373,162,211,Saudi Arabia,7,1,1,1,0,1,1,0,1,0,0,0,0,0,5,1,4,1,0,0.48,0.24,0.24,0,0.43,373,1.21,75,53,373,373,0.24,70,30,-1,6
Faisal Darwish Faraj,27,Professional League,2014/2015,Midfielder,Al Raed,1774,845,929,Saudi Arabia,23,9,10,1,0,1,4,1,3,0,0,8,3,5,22,12,10,2,0,0.25,0.2,0.05,0,0.1,1774,1.12,81,77,887,444,0.1,137,42,-1,8
Mohammed Al Waked,26,Professional League,2014/2015,Goalkeeper,Al Shoalah,1170,540,630,Saudi Arabia,13,6,7,0,0,0,0,0,0,0,0,1,0,1,27,10,17,2,0,0,0,0,0,0,0,2.08,43,90,585,0,0.15,174,166,123,18
Mukhtar Fallatah,31,Professional League,2014/2015,Forward,Al Ittihad,1372,747,625,Saudi Arabia,23,8,7,7,4,3,3,0,3,1,0,6,2,4,16,6,10,3,0,0.66,0.2,0.46,0.48,0.43,196,1.05,86,60,457,457,0.2,22,45,-1,3
Abdulaziz Al Jebreen,28,Professional League,2014/2015,Midfielder,Al Nassr,745,354,391,Saudi Arabia,12,4,4,0,0,0,2,1,1,0,0,7,3,4,7,5,2,1,0,0.24,0.24,0,0,0,0,0.85,106,62,745,373,0.12,291,28,-1,20
Ahmed Al Nazera,25,Professional League,2014/2015,Midfielder,Hajer,1612,845,767,Saudi Arabia,24,10,8,4,1,3,1,0,1,2,0,2,2,0,39,14,25,3,0,0.28,0.06,0.22,0.11,0.35,403,2.18,41,67,537,1612,0.17,77,129,-1,3
Sultan Abdullah Al Deayea,25,Professional League,2014/2015,Defender,Al Hilal,270,180,90,Saudi Arabia,4,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0.67,135,68,0,0,0,-1,-1,-1,21
Mohammed Amman Al Harbi,30,Professional League,2014/2015,Defender,Al Ahli,366,147,219,Saudi Arabia,10,1,3,0,0,0,0,0,0,0,0,3,0,3,4,2,2,0,0,0,0,0,0,0,0,0.98,92,37,0,0,0,258,258,33,25
Mohammad Bander Al Shalhoub,37,Professional League,2014/2015,Midfielder,Al Hilal,590,439,151,Saudi Arabia,12,5,1,1,1,0,5,5,0,0,0,2,1,1,4,4,0,0,0,0.92,0.76,0.15,0.21,0,590,0.61,148,49,0,118,0,95,1,-1,8
Mohammed Al Amri,26,Professional League,2014/2015,Defender,Al Raed,959,450,509,Saudi Arabia,11,5,6,0,0,0,1,0,1,0,0,0,0,0,18,6,12,1,0,0.09,0.09,0,0,0,0,1.69,53,87,959,959,0.09,195,103,103,16
Basem Saleh Al Baqi,28,Professional League,2014/2015,Goalkeeper,Al Taawon,1890,990,900,Saudi Arabia,21,11,10,0,0,0,0,0,0,0,0,5,2,3,31,16,15,1,0,0,0,0,0,0,0,1.48,61,90,1890,0,0.05,282,279,75,19
Abdulelah Al Fahad,26,Professional League,2014/2015,Midfielder,Al Faisaly,423,219,204,Saudi Arabia,12,2,1,0,0,0,0,0,0,0,0,4,3,1,9,4,5,1,0,0,0,0,0,0,0,1.91,47,35,423,0,0.21,228,239,-1,25
Abdullah Moutlaq Al Enazi,28,Professional League,2014/2015,Goalkeeper,Al Nassr,2148,990,1158,Saudi Arabia,24,11,13,0,0,0,0,0,0,0,0,10,3,7,17,11,6,1,0,0,0,0,0,0,0,0.71,126,90,2148,0,0.04,288,290,18,15
Ahmed Karenshi,30,Professional League,2014/2015,Midfielder,Al Taawon,702,224,478,Saudi Arabia,9,3,6,0,0,0,1,0,1,0,0,3,1,2,15,6,9,2,0,0.13,0.13,0,0,0,0,1.92,47,78,351,702,0.26,281,81,-1,21
Sanad Ahmad Shrahilee,32,Professional League,2014/2015,Defender,Al Taawon,973,243,730,Saudi Arabia,13,2,10,0,0,0,0,0,0,0,0,3,1,2,17,1,16,5,0,0,0,0,0,0,0,1.57,57,75,195,0,0.46,227,225,91,12
Amer Mohammed Haroon,26,Professional League,2014/2015,Defender,Al Shabab,711,351,360,Saudi Arabia,9,5,4,0,0,0,0,0,0,0,0,2,2,0,8,2,6,1,0,0,0,0,0,0,0,1.01,89,79,711,0,0.13,159,159,37,18
Mohammed Sharifi,39,Professional League,2014/2015,Goalkeeper,Najran,1273,630,643,Saudi Arabia,15,7,8,0,0,0,0,0,0,0,0,3,0,3,21,11,10,3,1,0,0,0,0,0,0,1.48,61,85,318,0,0.28,294,294,74,10
Sayyaf Dhafar Al Bishi,38,Professional League,2014/2015,Defender,Al Shabab,1153,657,496,Saudi Arabia,14,7,6,1,1,0,0,0,0,0,0,7,3,4,11,7,4,1,0,0.08,0,0.08,0.14,0,1153,0.86,105,82,1153,0,0.08,126,255,28,10
Sultan Al Sharif,26,Professional League,2014/2015,Midfielder,Najran,1415,583,832,Saudi Arabia,20,7,9,0,0,0,0,0,0,0,0,3,0,3,26,12,14,10,1,0,0,0,0,0,0,1.65,54,71,142,0,0.64,302,292,-1,21
Abdulrahman Kamel Abdullah Al Ghamdi,24,Professional League,2014/2015,Forward,Al Ittihad,1160,539,621,Saudi Arabia,23,5,6,8,3,5,1,0,1,0,0,5,1,4,16,8,8,2,0,0.7,0.08,0.62,0.5,0.72,145,1.24,73,50,580,1160,0.16,13,117,-1,2
Ahmad Al Hbeab,25,Professional League,2014/2015,Defender,Najran,94,86,8,Saudi Arabia,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.91,47,47,0,0,0,-1,-1,-1,16
Ahmed Al Oufi,26,Professional League,2014/2015,Forward,Al Ahli,90,0,90,Saudi Arabia,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,90,90,90,1,-1,-1,-1,16
Turky Al Khodair,31,Professional League,2014/2015,Midfielder,Al Ittihad,186,67,119,Saudi Arabia,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,0.97,93,62,186,0,0.48,-1,-1,-1,15
Hani Al Nahidh,31,Professional League,2014/2015,Goalkeeper,Al Ittihad,1260,630,630,Saudi Arabia,14,7,7,0,0,0,0,0,0,0,0,4,0,4,17,10,7,0,0,0,0,0,0,0,0,1.21,74,90,0,0,0,190,185,47,14
Nader Salem Al Mowalad,26,Professional League,2014/2015,Midfielder,Al Shabab,204,101,103,Saudi Arabia,6,1,1,0,0,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,1.32,68,34,0,0,0,-1,-1,-1,16
Rashed Abdulrahman Al Rahab,34,Professional League,2014/2015,Defender,Al Ittihad,1253,519,734,Saudi Arabia,16,6,8,0,0,0,1,0,1,0,0,4,0,4,16,8,8,0,0,0.07,0.07,0,0,0,0,1.15,78,78,0,1253,0,185,124,42,20
Hossam Al Jadani,29,Professional League,2014/2015,Defender,Al Khaleej,1091,461,630,Saudi Arabia,14,5,7,0,0,0,0,0,0,0,0,2,2,0,13,4,9,3,0,0,0,0,0,0,0,1.07,84,78,364,0,0.25,191,194,39,23
Fahad Al Swailem,26,Professional League,2014/2015,Forward,Al Khaleej,291,204,87,Saudi Arabia,10,2,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,2,0,0,0,0,0,0,0,0.62,146,29,146,0,0.62,152,202,-1,19
Fahad Al Munaif,28,Professional League,2014/2015,Forward,Al Shoalah,614,233,381,Saudi Arabia,12,3,4,1,1,0,1,1,0,0,1,1,0,1,17,4,13,1,0,0.29,0.15,0.15,0.39,0,614,2.49,36,51,614,614,0.15,94,62,-1,11
