full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Fawaz Al Qarni,26,Professional League,2017/2018,Goalkeeper,Al Ittihad,1080,540,540,Saudi Arabia,12,6,6,0,0,0,0,0,0,0,0,1,0,1,21,14,7,0,0,0,0,0,0,0,0,1.75,51,90,0,0,0,189,241,87,11
Adnan Ibrahem Falatah,35,Professional League,2017/2018,Defender,Al Ittihad,1225,641,584,Saudi Arabia,15,7,6,1,0,1,2,1,1,0,0,1,0,1,23,16,7,3,0,0.22,0.15,0.07,0,0.15,1225,1.69,53,82,408,613,0.22,109,63,83,9
Bader Al Nakhli,30,Professional League,2017/2018,Defender,Al Ittihad,745,385,360,Saudi Arabia,9,5,4,0,0,0,0,0,0,0,0,1,1,0,17,10,7,0,0,0,0,0,0,0,0,2.05,44,83,0,0,0,190,243,100,23
Yassen Hamza,28,Professional League,2017/2018,Defender,Al Ittihad,506,263,243,Saudi Arabia,7,2,3,0,0,0,0,0,0,0,0,1,1,0,8,4,4,1,0,0,0,0,0,0,0,1.42,63,72,506,0,0.18,214,244,61,22
Fahad Al Ebrahim Al Ansari,31,Professional League,2017/2018,Midfielder,Al Ittihad,1518,618,900,Kuwait,17,7,10,3,1,2,0,0,0,0,0,2,1,1,25,13,12,3,0,0.18,0,0.18,0.15,0.2,506,1.48,61,89,506,0,0.18,67,245,-1,2
Mahmoud Abdul Monem Abdelhamid Soliman,24,Professional League,2017/2018,Midfielder,Al Ittihad,1459,678,781,Egypt,17,8,9,3,1,2,5,4,1,0,1,2,1,1,24,14,10,3,0,0.49,0.31,0.19,0.13,0.23,486,1.48,61,86,486,292,0.19,65,16,-1,3
Jamal Ba Jandooh,26,Professional League,2017/2018,Midfielder,Al Ittihad,532,324,208,Saudi Arabia,12,3,3,0,0,0,1,1,0,0,0,2,1,1,8,5,3,3,0,0.17,0.17,0,0,0,0,1.35,67,44,177,532,0.51,193,58,-1,21
Omar Al-Mazial,26,Professional League,2017/2018,Midfielder,Al Ittihad,553,360,193,Saudi Arabia,7,4,2,0,0,0,0,0,0,0,0,0,0,0,10,8,2,3,0,0,0,0,0,0,0,1.63,55,79,184,0,0.49,215,246,-1,20
Rabeaa Sefiani,31,Professional League,2017/2018,Forward,Al Ittihad,586,244,342,Saudi Arabia,14,2,3,0,0,0,0,0,0,0,0,1,0,1,9,5,4,0,0,0,0,0,0,0,0,1.38,65,42,0,0,0,239,247,-1,19
Fahad Mosaed Al Muwallad Al Harbi,24,Professional League,2017/2018,Forward,Al Ittihad,665,359,306,Saudi Arabia,9,4,4,3,2,1,2,1,1,2,0,0,0,0,12,8,4,1,0,0.68,0.27,0.41,0.5,0.29,222,1.62,55,74,665,333,0.14,28,24,-1,4
Abdulaziz Al-Aryani,22,Professional League,2017/2018,Forward,Al Ittihad,160,153,7,Saudi Arabia,5,2,0,1,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0.56,0,0.56,0,12.86,160,2.81,32,32,0,0,0,-1,-1,-1,7
Khaled Al Samiri,21,Professional League,2017/2018,Midfielder,Al Ittihad,1210,512,698,Saudi Arabia,17,6,8,0,0,0,1,1,0,0,0,1,1,0,21,10,11,3,0,0.07,0.07,0,0,0,0,1.56,58,71,403,1210,0.22,241,108,-1,18
Assaf Al Qarni,34,Professional League,2017/2018,Goalkeeper,Al Ittihad,630,270,360,Saudi Arabia,7,3,4,0,0,0,0,0,0,0,0,1,1,0,7,2,5,0,0,0,0,0,0,0,0,1,90,90,0,0,0,242,248,16,15
Awadh Khrees,27,Professional League,2017/2018,Midfielder,Al Ittihad,134,0,134,Saudi Arabia,5,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.67,0,0.67,0,0.67,134,0.67,134,27,134,0,0.67,-1,-1,-1,10
Tariq Mohammed,23,Professional League,2017/2018,Defender,Al Ittihad,1281,588,693,Saudi Arabia,16,7,8,0,0,0,0,0,0,0,0,2,1,1,20,10,10,5,0,0,0,0,0,0,0,1.41,64,80,256,0,0.35,243,249,59,17
Mazyad Al Enazi,29,Professional League,2017/2018,Goalkeeper,Al Batin,1530,720,810,Saudi Arabia,17,8,9,0,0,0,0,0,0,0,0,4,2,2,22,11,11,1,0,0,0,0,0,0,0,1.29,70,90,1530,0,0.06,244,242,44,7
Sultan Msarhi,31,Professional League,2017/2018,Defender,Al Batin,1476,666,810,Saudi Arabia,17,8,9,1,0,1,2,0,2,0,0,3,2,1,25,10,15,3,0,0.18,0.12,0.06,0,0.11,1476,1.52,59,87,492,738,0.18,119,82,73,6
Alaa Ali Mhawi,22,Professional League,2017/2018,Defender,Al Batin,180,90,90,Iraq,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,25
Soltan Ghneman,29,Professional League,2017/2018,Defender,Al Batin,272,182,90,Saudi Arabia,4,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0.66,136,68,272,0,0.33,245,250,1,24
Bandar Al Mutairi,28,Professional League,2017/2018,Defender,Al Batin,1582,772,810,Saudi Arabia,18,9,9,0,0,0,1,0,1,0,0,4,2,2,25,12,13,3,0,0.06,0.06,0,0,0,0,1.42,63,88,527,1582,0.17,246,121,62,23
Maan Sultan Khodary,26,Professional League,2017/2018,Midfielder,Al Batin,701,202,499,Saudi Arabia,11,4,5,0,0,0,0,0,0,0,0,3,2,1,15,4,11,4,0,0,0,0,0,0,0,1.93,47,64,175,0,0.51,247,252,-1,22
Majed Omar Kanabah,25,Professional League,2017/2018,Midfielder,Al Batin,1460,601,859,Saudi Arabia,17,7,10,0,0,0,1,0,1,0,0,4,2,2,21,9,12,6,0,0.06,0.06,0,0,0,0,1.29,70,86,243,1460,0.37,248,124,-1,21
Abdullah Al-Jawaey,22,Professional League,2017/2018,Midfielder,Al Batin,1180,544,636,Saudi Arabia,17,6,8,0,0,0,2,1,1,0,0,4,2,2,15,9,6,1,0,0.15,0.15,0,0,0,0,1.14,79,69,1180,590,0.08,240,62,-1,20
Jorge Santos Silva,31,Professional League,2017/2018,Forward,Al Batin,810,450,360,Brazil,9,5,4,4,3,1,0,0,0,0,0,3,2,1,12,7,5,1,0,0.44,0,0.44,0.6,0.25,203,1.33,68,90,810,0,0.11,23,253,-1,2
Edison Luis dos Santos,32,Professional League,2017/2018,Forward,Al Batin,1597,806,791,Brazil,18,9,9,4,1,3,2,2,0,0,2,4,2,2,25,14,11,3,0,0.34,0.11,0.23,0.11,0.34,399,1.41,64,89,532,799,0.17,57,88,-1,3
Jhonnattann Benites da Conceiçao,29,Professional League,2017/2018,Forward,Al Batin,1504,795,709,Brazil,18,9,8,5,2,3,5,2,3,0,0,4,2,2,21,12,9,3,0,0.6,0.3,0.3,0.23,0.38,301,1.26,72,84,501,301,0.18,41,17,-1,1
Nayef Al Dafeeri,38,Professional League,2017/2018,Midfielder,Al Batin,199,152,47,Saudi Arabia,12,1,0,0,0,0,0,0,0,0,0,3,1,2,5,3,2,1,0,0,0,0,0,0,0,2.26,40,17,199,0,0.45,-1,-1,-1,19
Abdulmalek Al Shammary,23,Professional League,2017/2018,Midfielder,Al Batin,983,481,502,Saudi Arabia,18,4,5,0,0,0,2,0,2,0,0,3,1,2,16,7,9,2,0,0.18,0.18,0,0,0,0,1.46,61,55,492,492,0.18,249,51,-1,18
Jamal Al Dhaferi,26,Professional League,2017/2018,Defender,Al Batin,227,90,137,Saudi Arabia,6,1,2,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0.79,114,38,0,0,0,-1,-1,-1,15
Nasser Al Mehaini,29,Professional League,2017/2018,Goalkeeper,Al Batin,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,17
Musab Bandar Al Otaibi,26,Professional League,2017/2018,Midfielder,Al Batin,258,90,168,Saudi Arabia,7,1,3,0,0,0,0,0,0,0,0,1,0,1,5,1,4,1,0,0,0,0,0,0,0,1.74,52,37,258,0,0.35,-1,-1,-1,16
Sahow Al Mutayri,30,Professional League,2017/2018,Forward,Al Batin,354,137,217,Saudi Arabia,9,1,3,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,1.27,71,39,0,0,0,251,254,-1,8
Ahmed Ali Al Kassar,27,Professional League,2017/2018,Goalkeeper,Al Ittifaq,810,360,450,Saudi Arabia,9,4,5,0,0,0,1,0,1,0,0,0,0,0,18,7,11,2,0,0.11,0.11,0,0,0,0,2,45,90,405,810,0.22,252,93,97,13
Ahmad Ibrahim Khalaf,26,Professional League,2017/2018,Defender,Al Ittifaq,1530,630,900,Iraq,17,7,10,0,0,0,3,2,1,0,0,2,2,0,23,9,14,3,0,0.18,0.18,0,0,0,0,1.35,67,90,510,510,0.18,253,52,52,23
Majed Al Khaibari,27,Professional League,2017/2018,Defender,Al Ittifaq,990,450,540,Saudi Arabia,11,5,6,1,0,1,0,0,0,0,0,0,0,0,20,9,11,4,0,0.09,0,0.09,0,0.17,990,1.82,50,90,248,0,0.36,101,255,90,7
Saad Al Khayri,23,Professional League,2017/2018,Defender,Al Ittifaq,1446,599,847,Saudi Arabia,17,7,9,0,0,0,0,0,0,0,0,1,1,0,24,10,14,5,0,0,0,0,0,0,0,1.49,60,85,289,0,0.31,254,256,70,30
Juan Miguel Callejón Bueno,31,Professional League,2017/2018,Midfielder,Al Ittifaq,1020,452,568,Spain,13,6,6,1,0,1,0,0,0,0,0,1,1,0,19,8,11,1,0,0.09,0,0.09,0,0.16,1020,1.68,54,78,1020,0,0.09,99,257,-1,8
Fahad Al Hajeri,26,Professional League,2017/2018,Midfielder,Al Ittifaq,742,373,369,Kuwait,11,4,4,0,0,0,0,0,0,0,1,1,1,0,16,8,8,0,0,0,0,0,0,0,0,1.94,46,67,0,0,0,255,258,-1,29
Abdulaziz Majrashi,22,Professional League,2017/2018,Midfielder,Al Ittifaq,1092,523,569,Saudi Arabia,13,6,7,0,0,0,1,1,0,0,0,1,1,0,18,9,9,2,0,0.08,0.08,0,0,0,0,1.48,61,84,546,1092,0.16,256,105,-1,28
Mohammed Marzouq Al Kuwaykibi,23,Professional League,2017/2018,Forward,Al Ittifaq,1586,692,894,Saudi Arabia,18,8,10,3,3,0,0,0,0,0,0,2,2,0,26,11,15,0,0,0.17,0,0.17,0.39,0,529,1.48,61,88,0,0,0,71,259,-1,2
Hazzaa Al Hazzaa,27,Professional League,2017/2018,Forward,Al Ittifaq,1000,499,501,Saudi Arabia,12,6,6,7,5,2,3,1,2,1,0,1,1,0,15,8,7,0,0,0.9,0.27,0.63,0.9,0.36,143,1.35,67,83,0,333,0,8,25,-1,1
Mohammed Al Saiari,25,Professional League,2017/2018,Forward,Al Ittifaq,281,103,178,Saudi Arabia,10,1,3,0,0,0,0,0,0,0,0,1,1,0,5,2,3,2,0,0,0,0,0,0,0,1.6,56,28,141,0,0.64,257,251,-1,27
Abdulrahman Al Obod,23,Professional League,2017/2018,Forward,Al Ittifaq,716,265,451,Saudi Arabia,17,3,3,2,0,2,1,0,1,0,0,2,2,0,11,3,8,1,0,0.38,0.13,0.25,0,0.4,358,1.38,65,42,716,716,0.13,49,78,-1,5
Filip Kiss,28,Professional League,2017/2018,Midfielder,Al Ittifaq,1505,649,856,Slovakia,18,7,10,2,1,1,0,0,0,0,0,2,2,0,24,10,14,3,0,0.12,0,0.12,0.14,0.11,753,1.44,63,84,502,0,0.18,87,240,-1,6
Mohammed Alsubaie,23,Professional League,2017/2018,Midfielder,Al Ittifaq,762,341,421,Saudi Arabia,14,2,4,0,0,0,2,2,0,0,0,2,2,0,10,4,6,2,0,0.24,0.24,0,0,0,0,1.18,76,54,381,381,0.24,258,33,-1,26
Ali Nasser Al Khaibari,28,Professional League,2017/2018,Defender,Al Ittifaq,653,284,369,Saudi Arabia,9,3,5,0,0,0,0,0,0,0,0,2,2,0,6,1,5,2,0,0,0,0,0,0,0,0.83,109,73,327,0,0.28,259,230,7,25
Osama Al Khalaf,21,Professional League,2017/2018,Midfielder,Al Ittifaq,406,25,381,Saudi Arabia,8,0,4,0,0,0,1,0,1,0,0,1,1,0,8,1,7,3,0,0.22,0.22,0,0,0,0,1.77,51,51,135,406,0.67,250,41,-1,24
Osama Al Saleem,22,Professional League,2017/2018,Defender,Al Ittifaq,360,180,180,Saudi Arabia,4,2,2,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0.75,120,90,0,0,0,238,239,4,19
Abdullah Al Saleh,30,Professional League,2017/2018,Goalkeeper,Al Ittifaq,630,270,360,Saudi Arabia,7,3,4,0,0,0,0,0,0,0,0,1,1,0,8,4,4,0,0,0,0,0,0,0,0,1.14,79,90,0,0,0,227,222,28,22
Mohammed Khalil Al Owais,27,Professional League,2017/2018,Goalkeeper,Al Ahli,1530,720,810,Saudi Arabia,17,8,9,0,0,0,0,0,0,0,0,3,3,0,22,7,15,1,0,0,0,0,0,0,0,1.29,70,90,1530,0,0.06,237,223,43,13
Mansour Althaqfi Al Harbi,31,Professional League,2017/2018,Defender,Al Ahli,1530,720,810,Saudi Arabia,17,8,9,1,1,0,5,2,3,0,0,4,3,1,20,7,13,0,0,0.35,0.29,0.06,0.13,0,1530,1.18,77,90,0,306,0,116,20,34,11
Aqeel Baalghyth Al Sahbi,31,Professional League,2017/2018,Defender,Al Ahli,883,360,523,Saudi Arabia,11,4,5,0,0,0,0,0,0,0,0,3,2,1,13,3,10,3,0,0,0,0,0,0,0,1.33,68,80,294,0,0.31,219,224,51,23
Mohammed Abdulhakim Al Fatil,26,Professional League,2017/2018,Defender,Al Ahli,367,97,270,Saudi Arabia,5,1,3,0,0,0,1,0,1,0,0,2,2,0,6,0,6,1,0,0.25,0.25,0,0,0,0,1.47,61,73,367,367,0.25,220,27,69,22
Saeed Fawaz Al Mowalad,27,Professional League,2017/2018,Defender,Al Ahli,1502,810,692,Saudi Arabia,17,9,8,0,0,0,4,3,1,0,0,4,4,0,20,7,13,3,0,0.24,0.24,0,0,0,0,1.2,75,88,501,376,0.18,221,34,36,21
Claudemir Domingues de Souza,30,Professional League,2017/2018,Midfielder,Al Ahli,1530,720,810,Brazil,17,8,9,2,1,1,3,3,0,0,0,3,3,0,22,7,15,1,0,0.29,0.18,0.12,0.13,0.11,765,1.29,70,90,1530,510,0.06,91,53,-1,6
Ioannis Fetfatzidis,27,Professional League,2017/2018,Midfielder,Al Ahli,1470,662,808,Greece,19,9,10,7,4,3,2,1,1,2,0,5,4,1,18,4,14,1,0,0.55,0.12,0.43,0.54,0.33,210,1.1,82,77,1470,735,0.06,25,85,-1,3
Hussain Al Mogahwi,30,Professional League,2017/2018,Midfielder,Al Ahli,1394,755,639,Saudi Arabia,18,9,7,4,1,3,1,1,0,0,0,5,4,1,15,6,9,3,0,0.32,0.06,0.26,0.12,0.42,349,0.97,93,77,465,1394,0.19,47,114,-1,5
Abdulfattah Tawfiq Asiri,24,Professional League,2017/2018,Midfielder,Al Ahli,535,198,337,Saudi Arabia,13,1,4,0,0,0,5,3,2,0,0,4,3,1,6,1,5,3,0,0.84,0.84,0,0,0,0,1.01,89,41,178,107,0.5,222,2,-1,20
Ali Hassan Al Asmari,21,Professional League,2017/2018,Midfielder,Al Ahli,95,25,70,Saudi Arabia,4,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1.89,48,24,95,0,0.95,-1,-1,-1,19
Omar Jihad Al Somah,28,Professional League,2017/2018,Forward,Al Ahli,955,438,517,Syria,11,5,6,11,5,6,3,2,1,1,0,4,3,1,10,3,7,3,0,1.32,0.28,1.04,1.03,1.04,87,0.94,96,87,318,318,0.28,2,22,-1,1
Salman Al Moasher,30,Professional League,2017/2018,Forward,Al Ahli,314,181,133,Saudi Arabia,9,2,1,2,2,0,0,0,0,0,0,2,2,0,5,2,3,0,0,0.57,0,0.57,0.99,0,157,1.43,63,35,0,0,0,11,225,-1,7
Waleed Rashid Bakshween,28,Professional League,2017/2018,Midfielder,Al Ahli,1137,511,626,Saudi Arabia,16,6,7,0,0,0,3,1,2,0,0,3,3,0,17,6,11,5,0,0.24,0.24,0,0,0,0,1.35,67,71,227,379,0.4,223,36,-1,16
Taisir Jabir Al Jassim,34,Professional League,2017/2018,Midfielder,Al Ahli,523,180,343,Saudi Arabia,7,2,4,1,1,0,2,1,1,0,0,2,1,1,6,1,5,1,0,0.52,0.34,0.17,0.5,0,523,1.03,87,75,523,262,0.17,73,10,-1,12
Yasser Abdullah Al Mosailem,34,Professional League,2017/2018,Goalkeeper,Al Ahli,180,90,90,Saudi Arabia,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,18
Mohanad Aseri Abu Radiah,32,Professional League,2017/2018,Forward,Al Ahli,522,258,264,Saudi Arabia,9,3,3,7,5,2,1,1,0,1,0,2,1,1,6,1,5,2,0,1.38,0.17,1.21,1.74,0.68,75,1.03,87,58,261,522,0.34,1,54,-1,4
Mohamed Abdul Shafy Sayed Abouezeid,33,Professional League,2017/2018,Defender,Al Ahli,360,180,180,Egypt,4,2,2,0,0,0,1,1,0,0,0,1,1,0,5,2,3,0,0,0.25,0.25,0,0,0,0,1.25,72,90,0,360,0,224,26,39,17
Farouk Ben Mustapha,29,Professional League,2017/2018,Goalkeeper,Al Shabab,1710,810,900,Tunisia,19,9,10,0,0,0,0,0,0,0,0,2,0,2,27,14,13,2,0,0,0,0,0,0,0,1.42,63,90,855,0,0.11,225,226,63,10
Mohammed Abdullah Salem,33,Professional League,2017/2018,Defender,Al Shabab,1562,810,752,Saudi Arabia,18,9,8,2,1,1,1,0,1,0,0,2,0,2,26,14,12,5,0,0.17,0.06,0.12,0.11,0.12,781,1.5,60,87,312,1562,0.29,92,115,71,6
Abdullah Ahmed Al Asta,32,Professional League,2017/2018,Defender,Al Shabab,297,180,117,Saudi Arabia,4,2,2,0,0,0,0,0,0,0,0,1,0,1,5,2,3,0,0,0,0,0,0,0,0,1.52,59,74,0,0,0,217,227,74,25
Djameleddine Benlamri,28,Professional League,2017/2018,Defender,Al Shabab,1034,404,630,Algeria,12,4,7,0,0,0,2,1,1,0,0,2,0,2,14,6,8,6,0,0.17,0.17,0,0,0,0,1.22,74,86,172,517,0.52,226,56,37,24
Saleh Saad Al Qumayzi,27,Professional League,2017/2018,Defender,Al Shabab,1283,629,654,Saudi Arabia,15,7,8,0,0,0,0,0,0,0,0,2,0,2,18,11,7,1,0,0,0,0,0,0,0,1.26,71,86,1283,0,0.07,228,228,40,23
Marcos Piñeiro Pizzelli,34,Professional League,2017/2018,Midfielder,Al Shabab,1134,665,469,Armenia,15,8,6,3,3,0,4,1,3,0,0,1,0,1,21,12,9,0,0,0.56,0.32,0.24,0.41,0,378,1.67,54,76,0,284,0,55,14,-1,4
Ahmed Ibrahim Ateef,35,Professional League,2017/2018,Midfielder,Al Shabab,287,152,135,Saudi Arabia,7,2,1,0,0,0,0,0,0,0,0,2,0,2,4,2,2,1,0,0,0,0,0,0,0,1.25,72,41,287,0,0.31,229,221,-1,22
Mohammed Al Qarni,28,Professional League,2017/2018,Midfielder,Al Shabab,239,174,65,Saudi Arabia,6,2,0,0,0,0,0,0,0,0,0,1,0,1,8,6,2,0,0,0,0,0,0,0,0,3.01,30,40,0,0,0,-1,-1,-1,21
Abdulmajeed Mohammed Al Sulaiheem,24,Professional League,2017/2018,Midfielder,Al Shabab,1231,603,628,Saudi Arabia,16,8,7,0,0,0,3,2,1,0,0,2,0,2,20,11,9,0,0,0.22,0.22,0,0,0,0,1.46,62,77,0,410,0,230,40,-1,20
Khalid Hussain Al Kabi,26,Professional League,2017/2018,Forward,Al Shabab,532,384,148,Saudi Arabia,10,5,1,3,2,1,1,0,1,0,0,0,0,0,10,8,2,3,0,0.68,0.17,0.51,0.47,0.61,177,1.69,53,53,177,532,0.51,15,57,-1,5
Mohamed Benyettou,29,Professional League,2017/2018,Forward,Al Shabab,1338,662,676,Algeria,19,7,6,5,3,2,2,1,1,0,0,2,0,2,21,12,9,1,0,0.47,0.13,0.34,0.41,0.27,268,1.41,64,70,1338,669,0.07,36,72,-1,2
Abdul Wahab Jafar,25,Professional League,2017/2018,Midfielder,Al Shabab,312,158,154,Saudi Arabia,8,1,1,0,0,0,1,0,1,0,0,2,0,2,5,1,4,1,0,0.29,0.29,0,0,0,0,1.44,62,39,312,312,0.29,231,21,-1,19
Abdullah Al Fahad,24,Professional League,2017/2018,Defender,Al Shabab,1035,495,540,Saudi Arabia,12,6,6,1,0,1,0,0,0,0,0,0,0,0,16,6,10,6,1,0.09,0,0.09,0,0.17,1035,1.39,65,86,173,0,0.52,100,229,56,8
Fahad Ghazi Zahim,24,Professional League,2017/2018,Defender,Al Shabab,1527,627,900,Saudi Arabia,17,7,10,0,0,0,1,1,0,0,0,2,0,2,25,12,13,4,0,0.06,0.06,0,0,0,0,1.47,61,90,382,1527,0.24,232,116,68,17
Waleed Hizam,23,Professional League,2017/2018,Midfielder,Al Shabab,109,109,0,Saudi Arabia,5,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1.65,55,22,0,0,0,-1,-1,-1,18
Azzedine Doukha,32,Professional League,2017/2018,Goalkeeper,Ohod,1710,990,720,Algeria,19,11,8,0,0,0,0,0,0,0,0,2,1,1,32,20,12,1,0,0,0,0,0,0,0,1.68,53,90,1710,0,0.05,233,231,82,25
Osama Ashoor,28,Professional League,2017/2018,Defender,Ohod,1209,669,540,Saudi Arabia,15,8,6,0,0,0,0,0,0,0,0,2,1,1,19,12,7,3,0,0,0,0,0,0,0,1.41,64,81,403,0,0.22,234,232,57,14
Salek Ahamd Abdullah,48,Professional League,2017/2018,Defender,Ohod,750,381,369,Saudi Arabia,10,5,4,1,0,1,0,0,0,0,0,1,1,0,12,6,6,0,0,0.12,0,0.12,0,0.24,750,1.44,63,75,0,0,0,90,233,64,12
Badar Badi,29,Professional League,2017/2018,Defender,Ohod,874,424,450,Saudi Arabia,11,6,5,0,0,0,0,0,0,0,0,1,0,1,18,10,8,1,0,0,0,0,0,0,0,1.85,49,79,874,0,0.1,235,234,92,13
Mousa Asere,26,Professional League,2017/2018,Defender,Ohod,547,124,423,Saudi Arabia,9,1,5,0,0,0,0,0,0,0,0,1,1,0,13,4,9,3,1,0,0,0,0,0,0,2.14,42,61,137,0,0.66,236,235,102,26
Omar Mohammead,25,Professional League,2017/2018,Defender,Ohod,1517,880,637,Saudi Arabia,18,10,8,2,1,1,0,0,0,0,0,2,1,1,27,16,11,5,0,0.12,0,0.12,0.1,0.14,759,1.6,56,84,303,0,0.3,93,236,77,4
Luiz Eduardo Figueiredo,27,Professional League,2017/2018,Midfielder,Ohod,1336,747,589,Brazil,16,8,7,3,1,2,2,2,0,2,0,2,1,1,25,14,11,2,0,0.34,0.13,0.2,0.12,0.31,445,1.68,53,84,668,668,0.13,61,73,-1,1
Ronaldo Henrique Ferreira da Silva,24,Professional League,2017/2018,Midfielder,Ohod,709,241,468,Brazil,10,2,5,0,0,0,1,0,1,0,0,0,0,0,15,7,8,3,0,0.13,0.13,0,0,0,0,1.9,47,71,236,709,0.38,216,75,-1,27
Sumayhan Alnabit,22,Professional League,2017/2018,Midfielder,Ohod,333,229,104,Saudi Arabia,7,2,1,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,1.62,56,48,333,0,0.27,171,237,-1,20
Charles Carolus Andriamatsinoro,29,Professional League,2017/2018,Forward,Ohod,820,280,540,Madagascar,10,3,6,1,1,0,1,1,0,0,0,1,1,0,17,7,10,1,0,0.22,0.11,0.11,0.32,0,820,1.87,48,82,820,820,0.11,95,92,-1,11
Mohameed Eldaw,24,Professional League,2017/2018,Forward,Ohod,1047,450,597,Saudi Arabia,13,5,7,2,0,2,1,1,0,0,0,2,1,1,18,8,10,2,0,0.26,0.09,0.17,0,0.3,524,1.55,58,81,524,1047,0.17,74,101,-1,2
Isaac Vorsah,30,Professional League,2017/2018,Defender,Ohod,1449,879,570,Ghana,17,10,6,1,1,0,0,0,0,0,0,2,1,1,28,17,11,1,0,0.06,0,0.06,0.1,0,1449,1.74,52,85,1449,0,0.06,117,238,86,9
Mohammed Mohsen Harzan,29,Professional League,2017/2018,Midfielder,Ohod,1189,749,440,Saudi Arabia,15,9,5,1,1,0,1,0,1,0,0,2,1,1,20,14,6,2,0,0.15,0.08,0.08,0.12,0,1189,1.51,59,79,595,1189,0.15,105,106,-1,8
Mohmad Atiah,26,Professional League,2017/2018,Forward,Ohod,752,630,122,Saudi Arabia,10,7,2,1,1,0,2,1,1,0,0,2,1,1,14,12,2,1,0,0.36,0.24,0.12,0.14,0,752,1.68,54,75,752,376,0.12,86,31,-1,10
Abdulhalim Al Amoudi,32,Professional League,2017/2018,Forward,Ohod,238,106,132,Saudi Arabia,12,1,0,0,0,0,2,1,1,0,0,0,0,0,5,3,2,0,0,0.76,0.76,0,0,0,0,1.89,48,20,0,119,0,-1,-1,-1,24
Rakan Al-Hafdhi,23,Professional League,2017/2018,Midfielder,Ohod,91,31,60,Saudi Arabia,5,0,1,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1,0,0,0,0,0,0,0,3.96,23,18,91,0,0.99,-1,-1,-1,23
Mustafa Reda Malayekah,32,Professional League,2017/2018,Goalkeeper,Al Faisaly,1710,810,900,Saudi Arabia,19,9,10,0,0,0,0,0,0,0,0,5,2,3,21,10,11,0,0,0,0,0,0,0,0,1.11,81,90,0,0,0,139,220,24,11
Sultan Al Bishi,28,Professional League,2017/2018,Defender,Al Faisaly,181,90,91,Saudi Arabia,3,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,2.49,36,60,0,0,0,-1,-1,-1,18
Igor Rossi Branco,29,Professional League,2017/2018,Defender,Al Faisaly,1620,810,810,Brazil,18,9,9,3,0,3,0,0,0,0,0,5,2,3,18,10,8,3,0,0.17,0,0.17,0,0.33,540,1,90,90,540,0,0.17,72,178,14,5
Wesam Al Swed,30,Professional League,2017/2018,Defender,Al Faisaly,392,122,270,Saudi Arabia,5,2,3,0,0,0,1,0,1,0,0,1,0,1,7,4,3,2,0,0.23,0.23,0,0,0,0,1.61,56,78,196,392,0.46,137,37,79,21
Khaleem Hyland,29,Professional League,2017/2018,Midfielder,Al Faisaly,1528,808,720,Trinidad and Tobago,18,9,8,1,1,0,1,0,1,0,0,4,2,2,20,10,10,4,0,0.12,0.06,0.06,0.11,0,1528,1.18,76,85,382,1528,0.24,114,118,-1,7
Omar Abdulaziz,34,Professional League,2017/2018,Midfielder,Al Faisaly,1598,800,798,Saudi Arabia,18,9,9,1,1,0,1,1,0,0,0,5,2,3,20,10,10,3,0,0.11,0.06,0.06,0.11,0,1598,1.13,80,89,533,1598,0.17,115,120,-1,8
