full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdullah Hussain Al Oaisher,27,Professional League,2013/2014,Goalkeeper,Al Fateh,1350,630,720,Saudi Arabia,15,7,8,0,0,0,0,0,0,0,0,3,3,0,22,8,14,0,0,0,0,0,0,0,0,1.47,61,90,0,0,0,285,1,86,12
Mohammad Saleh Al Nakhli,34,Professional League,2013/2014,Defender,Al Fateh,508,180,328,Saudi Arabia,6,2,4,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,0,0,0,0,0,1.59,56,85,0,0,0,212,144,94,14
Mishal Al Saeed,35,Professional League,2013/2014,Defender,Al Fateh,1702,990,712,Saudi Arabia,19,11,8,0,0,0,0,0,0,0,0,4,4,0,25,11,14,7,1,0,0,0,0,0,0,1.32,68,90,243,0,0.37,189,194,65,19
Bader Al Nakhli,30,Professional League,2013/2014,Defender,Al Fateh,2160,1080,1080,Saudi Arabia,24,12,12,1,1,0,0,0,0,0,0,4,4,0,33,11,22,6,0,0.04,0,0.04,0.08,0,2160,1.38,65,90,360,0,0.25,150,193,73,6
Élton José Xavier Gomes,32,Professional League,2013/2014,Midfielder,Al Fateh,1960,980,980,Brazil,24,11,11,9,5,4,0,0,0,4,0,3,3,0,33,12,21,2,0,0.41,0,0.41,0.46,0.37,218,1.52,59,82,980,0,0.09,24,192,-1,2
Hamdan Al Hamdan,33,Professional League,2013/2014,Midfielder,Al Fateh,1937,996,941,Saudi Arabia,24,11,10,5,3,2,0,0,0,0,0,4,4,0,28,12,16,2,0,0.23,0,0.23,0.27,0.19,387,1.3,69,81,969,0,0.09,58,191,-1,3
Mubark Al Asmari,31,Professional League,2013/2014,Midfielder,Al Fateh,1779,905,874,Saudi Arabia,23,11,10,0,0,0,0,0,0,0,0,4,4,0,30,12,18,1,0,0,0,0,0,0,0,1.52,59,77,1779,0,0.05,187,190,-1,18
Mohammed Alfehaid,28,Professional League,2013/2014,Midfielder,Al Fateh,1854,861,993,Saudi Arabia,22,9,11,0,0,0,0,0,0,0,0,2,2,0,30,8,22,7,0,0,0,0,0,0,0,1.46,62,84,265,0,0.34,186,189,-1,17
Abdullah Al Dosari,35,Professional League,2013/2014,Midfielder,Al Fateh,840,425,415,Saudi Arabia,13,5,4,0,0,0,0,0,0,0,0,3,3,0,12,4,8,1,0,0,0,0,0,0,0,1.29,70,65,840,0,0.11,184,187,-1,16
Rabeaa Sefiani,31,Professional League,2013/2014,Forward,Al Fateh,489,182,307,Saudi Arabia,14,2,3,0,0,0,0,0,0,0,0,5,5,0,8,3,5,0,0,0,0,0,0,0,0,1.47,61,35,0,0,0,174,180,-1,15
Doris Salomo Fuakuputu,34,Professional League,2013/2014,Forward,Al Fateh,2222,1145,1077,Congo DR,25,13,12,11,8,3,0,0,0,0,0,4,4,0,32,12,20,3,0,0.45,0,0.45,0.63,0.25,202,1.3,69,89,741,0,0.12,19,186,-1,1
Abdulrahman Al Qahtani,35,Professional League,2013/2014,Midfielder,Al Fateh,290,184,106,Saudi Arabia,10,1,1,0,0,0,0,0,0,0,0,2,2,0,5,3,2,1,0,0,0,0,0,0,0,1.55,58,29,290,0,0.31,175,185,-1,13
Hussain Al Mogahwi,30,Professional League,2013/2014,Midfielder,Al Fateh,1760,883,877,Saudi Arabia,26,10,11,0,0,0,0,0,0,0,0,4,4,0,27,6,21,0,0,0,0,0,0,0,0,1.38,65,68,0,0,0,190,184,-1,8
Abdulaziz Oboshqra,36,Professional League,2013/2014,Defender,Al Fateh,1692,930,762,Saudi Arabia,22,10,9,1,0,1,0,0,0,0,0,4,4,0,26,9,17,5,0,0.05,0,0.05,0,0.12,1692,1.38,65,77,338,0,0.27,134,183,72,7
Abdullah El Abdullah,33,Professional League,2013/2014,Defender,Al Fateh,932,392,540,Saudi Arabia,12,5,6,2,1,1,0,0,0,0,0,2,2,0,16,6,10,0,0,0.19,0,0.19,0.23,0.17,466,1.55,58,78,0,0,0,74,182,91,5
Fahad Mohammed Al Thunayyan,32,Professional League,2013/2014,Goalkeeper,Al Taawon,2059,990,1069,Saudi Arabia,23,11,12,0,0,0,0,0,0,0,0,5,2,3,22,9,13,3,0,0,0,0,0,0,0,0.96,94,90,686,0,0.13,204,181,24,20
Adnan Ibrahem Falatah,35,Professional League,2013/2014,Defender,Al Taawon,2042,1064,978,Saudi Arabia,23,12,11,2,2,0,0,0,0,0,0,5,2,3,23,12,11,2,0,0.09,0,0.09,0.17,0,1021,1.01,89,89,1021,0,0.09,110,195,35,4
Sanad Ahmad Shrahilee,32,Professional League,2013/2014,Defender,Al Taawon,1800,900,900,Saudi Arabia,20,10,10,1,1,0,0,0,0,0,0,5,2,3,16,8,8,7,0,0.05,0,0.05,0.1,0,1800,0.8,113,90,257,0,0.35,140,188,11,10
Mahmoud Moad,34,Professional League,2013/2014,Defender,Al Taawon,2066,990,1076,Saudi Arabia,23,11,12,1,0,1,0,0,0,0,0,6,2,4,25,13,12,7,0,0.04,0,0.04,0,0.08,2066,1.09,83,90,295,0,0.3,145,196,42,9
Majed Hazazi,30,Professional League,2013/2014,Defender,Al Taawon,1982,964,1018,Saudi Arabia,24,12,12,0,0,0,0,0,0,0,0,6,2,4,22,12,10,2,0,0,0,0,0,0,0,1,90,83,991,0,0.09,172,206,29,12
David Ochieng,26,Professional League,2013/2014,Defender,Al Taawon,2322,1170,1152,Kenya,26,13,13,0,0,0,0,0,0,0,0,6,2,4,26,13,13,2,0,0,0,0,0,0,0,1.01,89,89,1161,0,0.08,193,212,32,11
Vinícius Cunha Reche,34,Professional League,2013/2014,Midfielder,Al Taawon,1898,987,911,Brazil,23,11,11,7,4,3,0,0,0,3,0,5,2,3,22,11,11,6,0,0.33,0,0.33,0.36,0.3,271,1.04,86,83,316,0,0.28,36,211,-1,2
Shadi Nadmi Mohammad Abu Hashhash,37,Professional League,2013/2014,Midfielder,Al Taawon,1999,945,1054,Jordan,23,10,12,1,0,1,0,0,0,0,0,6,2,4,21,10,11,3,0,0.05,0,0.05,0,0.09,1999,0.95,95,87,666,0,0.14,133,210,-1,8
Abdoh Hakami,35,Professional League,2013/2014,Midfielder,Al Taawon,1438,766,672,Saudi Arabia,20,9,7,1,0,1,0,0,0,0,0,5,2,3,18,10,8,2,0,0.06,0,0.06,0,0.13,1438,1.13,80,72,719,0,0.13,126,209,-1,6
Fahad Mohammed Hamad Al Yamani,28,Professional League,2013/2014,Midfielder,Al Taawon,1539,656,883,Saudi Arabia,20,10,10,1,0,1,0,0,0,0,0,4,2,2,20,8,12,6,0,0.06,0,0.06,0,0.1,1539,1.17,77,77,257,0,0.35,130,208,-1,5
Paul Claudel Alo'o Efoulou,34,Professional League,2013/2014,Forward,Al Taawon,2044,1104,940,Cameroon,24,13,10,12,8,4,0,0,0,0,0,6,2,4,21,13,8,1,0,0.53,0,0.53,0.65,0.38,170,0.92,97,85,2044,0,0.04,16,207,-1,1
Bader Abdulaziz Al Kharashi,36,Professional League,2013/2014,Forward,Al Taawon,643,284,359,Saudi Arabia,17,1,2,3,1,2,0,0,0,0,0,3,1,2,3,1,2,3,0,0.42,0,0.42,0.32,0.5,214,0.42,214,38,214,0,0.42,23,205,-1,3
Saleh Al Mohemed,25,Professional League,2013/2014,Midfielder,Al Taawon,570,201,369,Saudi Arabia,15,1,3,0,0,0,0,0,0,0,0,2,0,2,9,5,4,2,0,0,0,0,0,0,0,1.42,63,38,285,0,0.32,173,198,-1,13
Faisal Al Margab,37,Professional League,2013/2014,Goalkeeper,Al Taawon,281,180,101,Saudi Arabia,4,2,1,0,0,0,0,0,0,0,0,1,0,1,4,4,0,1,0,0,0,0,0,0,0,1.28,70,70,281,0,0.32,156,204,63,14
Bader Al Deayea,29,Professional League,2013/2014,Goalkeeper,Al Nassr,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,18
Mohamed Husain Mohamed Hasan Bahzad,38,Professional League,2013/2014,Defender,Al Nassr,1774,900,874,Bahrain,20,10,10,0,0,0,0,0,0,0,0,10,4,6,12,9,3,0,0,0,0,0,0,0,0,0.61,148,89,0,0,0,155,203,6,24
Ibrahim Al Zubaidi,29,Professional League,2013/2014,Defender,Al Nassr,226,180,46,Saudi Arabia,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.4,226,75,0,0,0,-1,-1,-1,27
Omar Ibrahim Omar Othman Hawsawi,33,Professional League,2013/2014,Defender,Al Nassr,1980,900,1080,Saudi Arabia,22,10,12,3,2,1,0,0,0,0,0,10,5,5,15,8,7,10,0,0.14,0,0.14,0.2,0.08,660,0.68,132,90,198,0,0.45,91,202,7,6
Mohammed Mohammed Noor Adam Al Hawsawi,40,Professional League,2013/2014,Midfielder,Al Nassr,1196,725,471,Saudi Arabia,19,10,6,0,0,0,0,0,0,0,0,8,4,4,11,10,1,2,0,0,0,0,0,0,0,0.83,109,63,598,0,0.15,154,201,-1,26
Rafael Bastos,33,Professional League,2013/2014,Midfielder,Al Nassr,621,324,297,Brazil,9,4,4,4,3,1,0,0,0,0,0,7,3,4,2,2,0,1,0,0.58,0,0.58,0.83,0.3,155,0.29,311,69,621,0,0.14,12,200,-1,5
Yehya Sulaiman Al Shehri,28,Professional League,2013/2014,Midfielder,Al Nassr,1898,912,986,Saudi Arabia,25,11,11,5,2,3,0,0,0,0,0,11,5,6,13,8,5,1,0,0.24,0,0.24,0.2,0.27,380,0.62,146,76,1898,0,0.05,52,199,-1,3
Shaya Ali Sharahli,28,Professional League,2013/2014,Midfielder,Al Nassr,2040,1007,1033,Saudi Arabia,24,11,12,0,0,0,0,0,0,0,0,11,5,6,15,9,6,5,0,0,0,0,0,0,0,0.66,136,85,408,0,0.22,153,197,-1,25
Ibrahim Mohammed Ghaleb Jahshan,28,Professional League,2013/2014,Midfielder,Al Nassr,2063,983,1080,Saudi Arabia,23,11,12,2,1,1,0,0,0,1,0,11,5,6,16,9,7,3,0,0.09,0,0.09,0.09,0.08,1032,0.7,129,90,688,0,0.13,105,178,-1,7
Everton Ramos da Silva,35,Professional League,2013/2014,Forward,Al Nassr,516,292,224,Brazil,8,4,3,2,1,1,0,0,0,0,0,6,3,3,0,0,0,0,0,0.35,0,0.35,0.31,0.4,258,0,0,65,0,0,0,32,161,-1,8
Mohammad Ibrahim Al Sahlawi,31,Professional League,2013/2014,Forward,Al Nassr,1576,785,791,Saudi Arabia,23,8,8,17,7,10,0,0,0,2,0,9,4,5,17,11,6,2,0,0.97,0,0.97,0.8,1.14,93,0.97,93,69,788,0,0.11,2,177,-1,1
Hassan Al Raheb,35,Professional League,2013/2014,Forward,Al Nassr,667,263,404,Saudi Arabia,20,2,4,4,2,2,0,0,0,0,0,8,3,5,1,1,0,5,0,0.54,0,0.54,0.68,0.45,167,0.13,667,33,133,0,0.67,15,146,-1,4
Abdoh Ibrahim Autef,34,Professional League,2013/2014,Midfielder,Al Nassr,388,148,240,Saudi Arabia,12,0,3,1,0,1,0,0,0,0,0,5,3,2,3,0,3,0,0,0.23,0,0.23,0,0.38,388,0.7,129,32,0,0,0,59,147,-1,10
Abdulrahim Mustafa Jaizawi,29,Professional League,2013/2014,Midfielder,Al Nassr,276,170,106,Saudi Arabia,11,1,0,1,1,0,0,0,0,0,0,5,2,3,3,2,1,2,0,0.33,0,0.33,0.53,0,276,0.98,92,25,138,0,0.65,37,148,-1,11
Awdh Khamis Faraj,30,Professional League,2013/2014,Midfielder,Al Nassr,977,445,532,Saudi Arabia,16,5,5,0,0,0,0,0,0,0,0,3,0,3,14,8,6,3,0,0,0,0,0,0,0,1.29,70,61,326,0,0.28,161,149,-1,19
Jumaan Ibrahim Al Dosari,31,Professional League,2013/2014,Defender,Al Nassr,375,180,195,Saudi Arabia,7,2,2,1,1,0,0,0,0,0,0,1,0,1,5,3,2,0,0,0.24,0,0.24,0.5,0,375,1.2,75,54,0,0,0,53,150,53,12
Mohammed Eid Al Bishi,31,Professional League,2013/2014,Defender,Al Nassr,644,360,284,Saudi Arabia,8,4,3,0,0,0,0,0,0,0,0,3,1,2,7,4,3,3,0,0,0,0,0,0,0,0.98,92,81,215,0,0.42,162,151,26,23
Mutab Aseri,31,Professional League,2013/2014,Goalkeeper,Al Nassr,164,74,90,Saudi Arabia,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,-1,-1,-1,22
Nasser Al Saieri,30,Professional League,2013/2014,Goalkeeper,Najran,1980,990,990,Saudi Arabia,22,11,11,0,0,0,0,0,0,0,0,5,4,1,32,11,21,2,0,0,0,0,0,0,0,1.45,62,90,990,0,0.09,166,152,82,10
Farid Cheklam,34,Professional League,2013/2014,Defender,Najran,2142,1152,990,Algeria,24,13,11,0,0,0,0,0,0,0,0,6,5,1,35,14,21,3,0,0,0,0,0,0,0,1.47,61,89,714,0,0.13,170,153,85,22
Azzan Mqbol,34,Professional League,2013/2014,Defender,Najran,1735,826,909,Saudi Arabia,21,9,10,0,0,0,0,0,0,0,0,6,5,1,30,6,24,1,0,0,0,0,0,0,0,1.56,58,83,1735,0,0.05,211,154,92,26
Hossam Al Jadani,29,Professional League,2013/2014,Defender,Najran,433,186,247,Saudi Arabia,6,2,3,0,0,0,0,0,0,0,0,1,1,0,12,7,5,2,0,0,0,0,0,0,0,2.49,36,72,217,0,0.42,249,155,119,25
Jafar Al Saeed,27,Professional League,2013/2014,Defender,Najran,233,143,90,Saudi Arabia,4,2,1,0,0,0,0,0,0,0,0,2,2,0,3,1,2,0,0,0,0,0,0,0,0,1.16,78,58,0,0,0,-1,-1,-1,24
Waheed Akanni Oseni,30,Professional League,2013/2014,Midfielder,Najran,1314,630,684,Nigeria,15,7,8,1,1,0,0,0,0,0,0,4,4,0,23,4,19,2,0,0.07,0,0.07,0.14,0,1314,1.58,57,88,657,0,0.14,121,156,-1,8
Ahmed Al Suhail,30,Professional League,2013/2014,Midfielder,Najran,1785,855,930,Saudi Arabia,23,11,11,1,0,1,0,0,0,0,0,6,5,1,27,9,18,2,0,0.05,0,0.05,0,0.1,1785,1.36,66,78,893,0,0.1,137,157,-1,9
Awadh Khrees,27,Professional League,2013/2014,Midfielder,Najran,2097,990,1107,Saudi Arabia,24,11,13,2,1,1,0,0,0,0,0,5,4,1,37,12,25,3,0,0.09,0,0.09,0.09,0.08,1049,1.59,57,87,699,0,0.13,109,158,-1,3
Jandson Dos Santos,32,Professional League,2013/2014,Forward,Najran,2237,1170,1067,Brazil,25,13,12,14,8,6,0,0,0,1,0,6,5,1,39,14,25,5,0,0.56,0,0.56,0.62,0.51,160,1.57,57,89,447,0,0.2,13,159,-1,1
Mutab Salem Al Hamsal,27,Professional League,2013/2014,Forward,Najran,777,243,534,Saudi Arabia,17,3,5,2,1,1,0,0,0,0,0,4,3,1,17,2,15,1,0,0.23,0,0.23,0.37,0.17,389,1.97,46,46,777,0,0.12,56,145,-1,4
Mus'ab Al Laham,27,Professional League,2013/2014,Forward,Najran,1971,1034,937,Jordan,25,12,10,5,3,2,0,0,0,0,0,6,5,1,32,13,19,4,0,0.23,0,0.23,0.26,0.19,394,1.46,62,79,493,0,0.18,60,160,-1,2
Abdulaziz Mbarak Al Hamsal,31,Professional League,2013/2014,Midfielder,Najran,1413,844,569,Saudi Arabia,20,9,6,0,0,0,0,0,0,0,0,5,4,1,28,12,16,5,0,0,0,0,0,0,0,1.78,50,71,283,0,0.32,261,170,-1,23
Hamad Al Rabaei,37,Professional League,2013/2014,Midfielder,Najran,1879,978,901,Saudi Arabia,25,11,10,2,1,1,0,0,0,0,0,6,5,1,31,10,21,4,0,0.1,0,0.1,0.09,0.1,940,1.48,61,75,470,0,0.19,104,176,-1,5
Salman Saeed Al Hariri,30,Professional League,2013/2014,Midfielder,Najran,172,114,58,Saudi Arabia,6,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1,4,1,0,0,0,0,0,0,0,2.62,34,29,172,0,0.52,-1,-1,-1,17
Salih Dowes,36,Professional League,2013/2014,Midfielder,Najran,329,259,70,Saudi Arabia,7,3,0,0,0,0,0,0,0,0,0,3,3,0,4,2,2,1,0,0,0,0,0,0,0,1.09,82,47,329,0,0.27,256,175,-1,21
Taisir Ahmed Al Antaif,44,Professional League,2013/2014,Goalkeeper,Al Nahdha,810,540,270,Saudi Arabia,9,6,3,0,0,0,0,0,0,0,0,3,1,2,18,16,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,255,174,106,20
Abdullah Mubarak Al Dawsari,28,Professional League,2013/2014,Defender,Al Nahdha,1673,990,683,Saudi Arabia,19,11,8,0,0,0,0,0,0,0,0,4,3,1,46,18,28,2,0,0,0,0,0,0,0,2.47,36,88,837,0,0.11,254,173,118,24
Amine Abbès,31,Professional League,2013/2014,Defender,Al Nahdha,1694,692,1002,Tunisia,20,8,12,1,1,0,0,0,0,0,0,5,3,2,52,16,36,6,0,0.05,0,0.05,0.13,0,1694,2.76,33,85,282,0,0.32,135,172,122,11
Abdullah Zayed Al Dossary,31,Professional League,2013/2014,Defender,Al Nahdha,693,412,281,Saudi Arabia,10,4,3,0,0,0,0,0,0,0,0,1,1,0,21,10,11,3,0,0,0,0,0,0,0,2.73,33,69,231,0,0.39,252,171,121,30
Hani Al Dhahi,32,Professional League,2013/2014,Defender,Al Nahdha,1301,707,594,Saudi Arabia,18,9,7,1,1,0,0,0,0,1,0,3,2,1,32,13,19,6,0,0.07,0,0.07,0.13,0,1301,2.21,41,72,217,0,0.42,122,169,111,12
Faisal Saad Al Dosari,34,Professional League,2013/2014,Midfielder,Al Nahdha,271,128,143,Saudi Arabia,4,2,2,0,0,0,0,0,0,0,0,1,0,1,9,5,4,0,0,0,0,0,0,0,0,2.99,30,68,0,0,0,251,162,-1,29
Renan da Silva,29,Professional League,2013/2014,Midfielder,Al Nahdha,636,431,205,Brazil,11,5,3,2,2,0,0,0,0,0,0,2,1,1,22,14,8,1,0,0.28,0,0.28,0.42,0,318,3.11,29,58,636,0,0.14,43,168,-1,6
Mohammed Al Dahi,30,Professional League,2013/2014,Midfielder,Al Nahdha,1724,942,782,Saudi Arabia,21,11,9,5,4,1,0,0,0,1,0,4,3,1,39,14,25,4,0,0.26,0,0.26,0.38,0.12,345,2.04,44,82,431,0,0.21,49,167,-1,2
Ismaeel Abdulatif Ismaeel Hasan,32,Professional League,2013/2014,Forward,Al Nahdha,745,373,372,Bahrain,11,5,4,3,2,1,0,0,0,0,0,2,1,1,22,10,12,1,0,0.36,0,0.36,0.48,0.24,248,2.66,34,68,745,0,0.12,30,166,-1,4
Adama Traoré,28,Professional League,2013/2014,Forward,Al Nahdha,452,180,272,Mali,6,2,4,0,0,0,0,0,0,0,0,1,0,1,12,6,6,3,0,0,0,0,0,0,0,2.39,38,75,151,0,0.6,267,165,-1,28
Abdulhalim Al Amoudi,32,Professional League,2013/2014,Forward,Al Nahdha,816,470,346,Saudi Arabia,13,5,4,2,2,0,0,0,0,0,0,1,1,0,23,10,13,1,0,0.22,0,0.22,0.38,0,408,2.54,35,63,816,0,0.11,63,164,-1,5
Emad Al Dossari,28,Professional League,2013/2014,Midfielder,Al Nahdha,1533,833,700,Saudi Arabia,21,9,7,0,0,0,0,0,0,0,0,5,3,2,43,17,26,3,0,0,0,0,0,0,0,2.52,36,73,511,0,0.18,284,163,-1,27
Faisal Majrashi,34,Professional League,2013/2014,Forward,Al Nahdha,882,343,539,Saudi Arabia,16,4,5,0,0,0,0,0,0,0,0,2,1,1,22,5,17,2,0,0,0,0,0,0,0,2.24,40,55,441,0,0.2,282,213,-1,26
Mazen Abu Shararah,27,Professional League,2013/2014,Forward,Al Nahdha,267,190,77,Saudi Arabia,10,1,0,1,1,0,0,0,0,0,0,2,1,1,6,6,0,2,1,0.34,0,0.34,0.47,0,267,2.02,45,27,134,0,0.67,-1,-1,-1,8
Ahmad Al Dossari,37,Professional League,2013/2014,Defender,Al Nahdha,1816,838,978,Saudi Arabia,21,9,10,0,0,0,0,0,0,0,0,4,2,2,47,17,30,2,0,0,0,0,0,0,0,2.33,39,86,908,0,0.1,281,179,115,25
Hussain Hagawi,33,Professional League,2013/2014,Defender,Al Nahdha,910,370,540,Saudi Arabia,11,4,6,0,0,0,0,0,0,0,0,2,0,2,30,15,15,2,0,0,0,0,0,0,0,2.97,30,83,455,0,0.2,280,214,123,21
Sahib Jasim Al Abdullah,41,Professional League,2013/2014,Midfielder,Al Nahdha,684,415,269,Saudi Arabia,10,5,4,0,0,0,0,0,0,0,0,2,1,1,19,13,6,2,0,0,0,0,0,0,0,2.5,36,68,342,0,0.26,279,251,-1,23
Wadia Al Obaid Al Obaid,30,Professional League,2013/2014,Goalkeeper,Al Nahdha,1350,540,810,Saudi Arabia,15,6,9,0,0,0,0,0,0,0,0,2,2,0,40,8,32,0,0,0,0,0,0,0,0,2.67,34,90,0,0,0,278,266,120,22
Khaled Nasser,29,Professional League,2013/2014,Goalkeeper,Al Shoalah,900,360,540,Saudi Arabia,10,4,6,0,0,0,0,0,0,0,0,0,0,0,21,7,14,2,0,0,0,0,0,0,0,2.1,43,90,450,0,0.2,276,265,107,9
Yahia Al Kabie,31,Professional League,2013/2014,Defender,Al Shoalah,1943,832,1111,Saudi Arabia,23,9,13,0,0,0,0,0,0,0,0,5,2,3,32,11,21,5,0,0,0,0,0,0,0,1.48,61,84,389,0,0.23,271,264,87,17
Majed Al Marhoum,36,Professional League,2013/2014,Defender,Al Shoalah,930,330,600,Saudi Arabia,16,4,6,0,0,0,0,0,0,0,0,2,0,2,23,7,16,4,0,0,0,0,0,0,0,2.23,40,58,233,0,0.39,248,263,112,20
Mamadou Kondo,28,Professional League,2013/2014,Defender,Al Shoalah,1971,1161,810,Mali,22,13,9,0,0,0,0,0,0,0,0,4,2,2,32,17,15,5,1,0,0,0,0,0,0,1.46,62,90,394,0,0.23,230,262,83,19
Meshaal Al Ajmi,26,Professional League,2013/2014,Defender,Al Shoalah,566,249,317,Saudi Arabia,8,3,4,0,0,0,0,0,0,0,0,0,0,0,15,4,11,2,1,0,0,0,0,0,0,2.39,38,71,189,0,0.48,227,261,116,18
Sultan Tamihi,32,Professional League,2013/2014,Defender,Al Shoalah,1901,990,911,Saudi Arabia,22,11,10,2,1,1,0,0,0,0,0,5,2,3,29,13,16,2,0,0.09,0,0.09,0.09,0.1,951,1.37,66,86,951,0,0.09,108,259,71,6
Mosfer Al Bishi,30,Professional League,2013/2014,Midfielder,Al Shoalah,1691,933,758,Saudi Arabia,23,11,9,3,2,1,0,0,0,0,0,4,2,2,29,13,16,4,0,0.16,0,0.16,0.19,0.12,564,1.54,58,74,423,0,0.21,85,252,-1,4
Lassana Fané,30,Professional League,2013/2014,Midfielder,Al Shoalah,2097,1026,1071,Mali,24,12,12,4,2,2,0,0,0,1,0,5,2,3,35,13,22,8,0,0.17,0,0.17,0.18,0.17,524,1.5,60,87,262,0,0.34,81,258,-1,3
Waleed Khalid Abd Rabo Al Gizani,37,Professional League,2013/2014,Forward,Al Shoalah,1838,969,869,Saudi Arabia,24,11,9,7,3,4,0,0,0,0,0,5,2,3,36,15,21,2,0,0.34,0,0.34,0.28,0.41,263,1.76,51,77,919,0,0.1,35,257,-1,2
Hassan Tir,35,Professional League,2013/2014,Forward,Al Shoalah,2142,1080,1062,Morocco,24,12,12,10,7,3,0,0,0,0,0,5,2,3,33,15,18,5,0,0.42,0,0.42,0.58,0.25,214,1.39,65,89,428,0,0.21,21,256,-1,1
Borj Maodha,35,Professional League,2013/2014,Forward,Al Shoalah,596,177,419,Saudi Arabia,14,3,5,0,0,0,0,0,0,0,0,2,0,2,9,2,7,5,1,0,0,0,0,0,0,1.36,66,43,119,0,0.76,225,255,-1,14
Fahad Sarour Al Mubarak,34,Professional League,2013/2014,Midfielder,Al Shoalah,450,220,230,Saudi Arabia,14,3,2,0,0,0,0,0,0,0,0,4,1,3,8,3,5,1,0,0,0,0,0,0,0,1.6,56,32,450,0,0.2,218,254,-1,16
Ahmad Saad,33,Professional League,2013/2014,Midfielder,Al Shoalah,1603,873,730,Saudi Arabia,22,11,9,1,0,1,0,0,0,0,0,5,2,3,23,12,11,1,0,0.06,0,0.06,0,0.12,1603,1.29,70,73,1603,0,0.06,125,253,-1,8
Ahmed Al Khair,36,Professional League,2013/2014,Midfielder,Al Shoalah,303,121,182,Saudi Arabia,5,1,3,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,0,0,0,0,0,2.97,30,61,0,0,0,216,267,-1,15
Rashed Al Dowesan,27,Professional League,2013/2014,Defender,Al Shoalah,1815,1080,735,Saudi Arabia,21,12,8,0,0,0,0,0,0,0,0,4,2,2,28,15,13,5,0,0,0,0,0,0,0,1.39,65,86,363,0,0.25,220,260,76,10
Saeed Al Harbi,37,Professional League,2013/2014,Goalkeeper,Al Shoalah,1440,810,630,Saudi Arabia,16,9,7,0,0,0,0,0,0,0,0,5,2,3,20,10,10,1,0,0,0,0,0,0,0,1.25,72,90,1440,0,0.06,239,268,59,13
Faiz Hussain Al Sobea,36,Professional League,2013/2014,Goalkeeper,Al Hilal,1080,540,540,Saudi Arabia,12,6,6,0,0,0,0,0,0,0,0,4,4,0,12,2,10,0,0,0,0,0,0,0,0,1,90,90,0,0,0,246,278,28,17
Sung-Hwan Cho,36,Professional League,2013/2014,Defender,Al Hilal,1112,540,572,South Korea,13,6,7,1,1,0,0,0,0,0,0,3,2,1,13,6,7,3,0,0.08,0,0.08,0.17,0,1112,1.05,86,86,371,0,0.24,120,284,36,10
Majed Ahmed Al Marshadi,34,Professional League,2013/2014,Defender,Al Hilal,1104,630,474,Saudi Arabia,13,7,5,1,1,0,0,0,0,0,0,3,3,0,17,10,7,1,0,0.08,0,0.08,0.14,0,1104,1.39,65,85,1104,0,0.08,115,283,74,13
Abdullah Mohammed Al Zoari Al Dossary,31,Professional League,2013/2014,Defender,Al Hilal,1400,723,677,Saudi Arabia,17,9,8,1,0,1,0,0,0,0,0,6,5,1,15,6,9,1,0,0.06,0,0.06,0,0.13,1400,0.96,93,82,1400,0,0.06,132,282,25,12
Yasir Gharsan Al Shahrani,26,Professional League,2013/2014,Defender,Al Hilal,2166,996,1170,Saudi Arabia,25,11,13,0,0,0,0,0,0,0,0,9,6,3,21,8,13,1,0,0,0,0,0,0,0,0.87,103,87,2166,0,0.04,236,281,18,24
Segundo Alejandro Castillo Nazareno,36,Professional League,2013/2014,Midfielder,Al Hilal,1991,966,1025,Ecuador,24,11,11,2,1,1,0,0,0,0,0,9,6,3,20,8,12,1,0,0.09,0,0.09,0.09,0.09,996,0.9,100,83,1991,0,0.05,106,280,-1,5
Mohammad Bander Al Shalhoub,37,Professional League,2013/2014,Midfielder,Al Hilal,739,323,416,Saudi Arabia,16,3,5,2,0,2,0,0,0,1,0,8,6,2,9,2,7,0,0,0.24,0,0.24,0,0.43,370,1.1,82,46,0,0,0,55,279,-1,6
