full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Naef Al Harthee,34,Professional League,2013/2014,Defender,Al Taawon,132,6,126,Saudi Arabia,4,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,4,0,0,0,0,0,0,0,0,2.73,33,33,0,0,0,-1,-1,-1,19
Victor Simões de Oliveira,37,Professional League,2013/2014,Forward,Al Ahli,253,172,81,Brazil,4,1,1,2,1,1,0,0,0,0,0,2,1,1,3,3,0,1,0,0.71,0,0.71,0.52,1.11,127,1.07,84,63,253,0,0.36,-1,-1,-1,9
Majed Al Khaibari,27,Professional League,2013/2014,Defender,Al Ahli,110,77,33,Saudi Arabia,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0.82,110,37,55,0,1.64,-1,-1,-1,23
Ammar Al Daheem,25,Professional League,2013/2014,Defender,Al Ittihad,90,0,90,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,3,30,90,90,0,1,-1,-1,-1,19
Talal Alabsi,25,Professional League,2013/2014,Defender,Al Ittihad,1187,540,647,Saudi Arabia,14,6,7,0,0,0,0,0,0,0,0,1,1,0,24,10,14,4,0,0,0,0,0,0,0,1.82,49,85,297,0,0.3,206,82,102,18
Abdullah Hamdan Al Shammari,26,Professional League,2013/2014,Goalkeeper,Al Nassr,284,104,180,Saudi Arabia,4,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,1,0,0,0,0,0,0,1.58,57,71,142,0,0.63,207,80,93,17
Abdulmohsen Al Asiri,28,Professional League,2013/2014,Defender,Al Nassr,57,57,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3.16,29,57,0,0,0,-1,-1,-1,16
Hossain Al-Nagai,35,Professional League,2013/2014,Midfielder,Al Nahdha,112,12,100,Saudi Arabia,6,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,3.21,28,19,112,0,0.8,-1,-1,-1,18
Obaid Al Shamrani,33,Professional League,2013/2014,Defender,Al Nahdha,78,78,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2.31,39,78,0,0,0,-1,-1,-1,17
Yasser Al Mutairi,48,Professional League,2013/2014,Defender,Al Raed,1107,496,611,Saudi Arabia,14,6,8,0,0,0,0,0,0,0,0,7,4,3,14,5,9,1,0,0,0,0,0,0,0,1.14,79,79,1107,0,0.08,208,73,50,12
Mohammed Amman Al Harbi,30,Professional League,2013/2014,Defender,Al Ahli,1260,720,540,Saudi Arabia,15,8,7,1,1,0,0,0,0,0,0,4,1,3,13,9,4,5,1,0.07,0,0.07,0.13,0,1260,0.93,97,84,252,0,0.36,124,79,23,12
Yasser Abdullah Al Mosailem,34,Professional League,2013/2014,Goalkeeper,Al Ahli,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,24
Tamim Al Dawsari,29,Professional League,2013/2014,Midfielder,Al Shoalah,222,78,144,Saudi Arabia,7,0,2,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.41,222,32,0,0,0,-1,-1,-1,11
Abdulelah Al Nassar,27,Professional League,2013/2014,Midfielder,Al Orubah,420,189,231,Saudi Arabia,12,1,2,1,0,1,0,0,0,0,0,2,1,1,7,5,2,1,0,0.21,0,0.21,0,0.39,420,1.5,60,35,420,0,0.21,67,78,-1,7
Waleed Handi Al Raja,36,Professional League,2013/2014,Defender,Al Nahdha,1250,710,540,Saudi Arabia,14,8,6,0,0,0,0,0,0,0,0,3,3,0,27,8,19,3,0,0,0,0,0,0,0,1.94,46,89,417,0,0.22,201,77,104,16
Faisal Al Khaldi,37,Professional League,2013/2014,Goalkeeper,Al Nahdha,180,90,90,Saudi Arabia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,14
Sultan Al Bishi,28,Professional League,2013/2014,Defender,Al Hilal,403,264,139,Saudi Arabia,8,3,2,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,191,76,1,16
Kamil Al Mor,35,Professional League,2013/2014,Defender,Al Nassr,360,90,270,Saudi Arabia,4,1,3,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1,90,90,0,0,0,182,75,27,13
Abdulelah Al Fahad,26,Professional League,2013/2014,Midfielder,Al Faisaly,89,67,22,Saudi Arabia,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,4.04,22,30,0,0,0,-1,-1,-1,14
Ahmad Al Turky,24,Professional League,2013/2014,Forward,Al Taawon,591,357,234,Saudi Arabia,14,3,3,1,1,0,0,0,0,0,0,5,2,3,5,3,2,0,0,0.15,0,0.15,0.25,0,591,0.76,118,42,0,0,0,88,74,-1,7
Abdulmajeed Mohammed Al Sulaiheem,24,Professional League,2013/2014,Midfielder,Al Shabab,432,160,272,Saudi Arabia,12,2,3,1,1,0,0,0,0,0,0,4,4,0,9,2,7,0,0,0.21,0,0.21,0.56,0,432,1.88,48,36,0,0,0,66,88,-1,15
Mubarak Al Sultan,25,Professional League,2013/2014,Midfielder,Al Fateh,175,77,98,Saudi Arabia,8,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1.03,88,22,0,0,0,-1,-1,-1,20
Marjaa Al Yami,34,Professional League,2013/2014,Defender,Najran,62,62,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,-1,-1,-1,16
Turky Al Khodair,31,Professional League,2013/2014,Midfielder,Al Ittihad,46,0,46,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5.87,15,46,0,0,0,-1,-1,-1,16
Yuseef Khamees,28,Professional League,2013/2014,Defender,Najran,542,196,346,Saudi Arabia,7,2,4,0,0,0,0,0,0,0,0,2,1,1,6,2,4,1,0,0,0,0,0,0,0,1,90,77,542,0,0.17,176,81,30,15
Sultan Al Sharif,26,Professional League,2013/2014,Midfielder,Najran,954,456,498,Saudi Arabia,13,5,6,0,0,0,0,0,0,0,0,3,2,1,13,5,8,5,1,0,0,0,0,0,0,1.23,73,73,191,0,0.47,177,89,-1,14
Mishari Al Thmali,26,Professional League,2013/2014,Midfielder,Al Faisaly,974,450,524,Saudi Arabia,12,5,6,1,0,1,0,0,0,0,0,3,2,1,11,3,8,1,0,0.09,0,0.09,0,0.17,974,1.02,89,81,974,0,0.09,112,99,-1,10
Ayman Ftinei,23,Professional League,2013/2014,Midfielder,Al Nassr,171,2,169,Saudi Arabia,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.53,171,43,171,0,0.53,-1,-1,-1,15
Majed Ali,32,Professional League,2013/2014,Defender,Al Shoalah,593,272,321,Saudi Arabia,8,3,4,0,0,0,0,0,0,0,0,5,2,3,3,2,1,3,1,0,0,0,0,0,0,0.46,198,74,198,0,0.46,178,105,3,21
Hadi Yahya Khmakg,28,Professional League,2013/2014,Defender,Al Shabab,455,270,185,Saudi Arabia,6,3,2,0,0,0,0,0,0,0,0,2,1,1,6,4,2,1,0,0,0,0,0,0,0,1.19,76,76,455,0,0.2,179,104,52,17
Hani Al Nahidh,31,Professional League,2013/2014,Goalkeeper,Al Ittihad,330,180,150,Saudi Arabia,4,2,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,0,1.64,55,83,330,0,0.27,180,103,97,17
Faisal Maodah,27,Professional League,2013/2014,Defender,Najran,87,0,87,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3.1,29,87,0,0,0,-1,-1,-1,13
Luís Leal dos Anjos,31,Professional League,2013/2014,Forward,Al Ahli,695,353,342,São Tomé e Príncipe,9,4,4,7,4,3,0,0,0,0,0,3,1,2,4,3,1,0,0,0.91,0,0.91,1.02,0.79,99,0.52,174,77,0,0,0,4,102,-1,2
Abdel Habib Jacob Meïté,27,Professional League,2013/2014,Midfielder,Al Nahdha,1080,450,630,Côte d'Ivoire,12,5,7,1,0,1,0,0,0,0,0,3,2,1,27,6,21,5,0,0.08,0,0.08,0,0.14,1080,2.25,40,90,216,0,0.42,117,101,-1,9
Abdulaziz Al Harbi,34,Professional League,2013/2014,Defender,Al Nahdha,81,15,66,Saudi Arabia,5,0,1,0,0,0,0,0,0,0,0,3,2,1,2,0,2,0,0,0,0,0,0,0,0,2.22,41,16,0,0,0,-1,-1,-1,13
Jean Jules Bapidi Fils,29,Professional League,2013/2014,Defender,Al Orubah,779,421,358,Cameroon,9,5,4,0,0,0,0,0,0,0,0,2,2,0,12,8,4,6,1,0,0,0,0,0,0,1.39,65,87,130,0,0.69,181,100,77,20
Naif Ali Al Qadi,39,Professional League,2013/2014,Defender,Al Shabab,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,16
Murilo Ribeiro de Almeida,29,Professional League,2013/2014,Forward,Al Ittifaq,354,241,113,Timor-Leste,6,3,1,0,0,0,0,0,0,0,0,1,1,0,8,5,3,2,0,0,0,0,0,0,0,2.03,44,59,177,0,0.51,183,98,-1,26
Sadick Adams,28,Professional League,2013/2014,Forward,Al Nahdha,788,315,473,Ghana,10,4,5,3,1,2,0,0,0,0,0,2,2,0,22,4,18,2,0,0.34,0,0.34,0.29,0.38,263,2.51,36,79,394,0,0.23,34,91,-1,3
Emad Ali Sulaiman Al Hosani,34,Professional League,2013/2014,Forward,Al Nassr,236,118,118,Oman,5,1,2,2,1,1,0,0,0,0,0,3,2,1,1,0,1,0,0,0.76,0,0.76,0.76,0.76,118,0.38,236,47,0,0,0,-1,-1,-1,9
Reinaldo José Zacarias da Silva,34,Professional League,2013/2014,Midfielder,Al Faisaly,430,206,224,Brazil,9,2,2,0,0,0,0,0,0,0,0,1,1,0,10,3,7,1,0,0,0,0,0,0,0,2.09,43,48,430,0,0.21,185,97,-1,13
Marcelo da Paixão Ramos Nicácio,35,Professional League,2013/2014,Forward,Al Faisaly,615,343,272,Brazil,9,4,3,4,3,1,0,0,0,0,0,1,1,0,9,1,8,2,0,0.59,0,0.59,0.79,0.33,154,1.32,68,68,308,0,0.29,11,96,-1,2
Mourad Delhoum,33,Professional League,2013/2014,Midfielder,Al Nassr,106,106,0,Algeria,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.85,106,53,106,0,0.85,-1,-1,-1,28
Juan Pablo Rodríguez Conde,36,Professional League,2013/2014,Midfielder,Al Ittihad,454,245,209,Uruguay,6,3,2,1,0,1,0,0,0,0,0,0,0,0,10,5,5,0,0,0.2,0,0.2,0,0.43,454,1.98,45,76,0,0,0,73,95,-1,15
Matheus Bettio Gotler,26,Professional League,2013/2014,Midfielder,Najran,368,156,212,Brazil,8,1,2,1,1,0,0,0,0,0,0,2,1,1,6,3,3,1,0,0.24,0,0.24,0.58,0,368,1.47,61,46,368,0,0.24,51,94,-1,7
Rodrigo Júnior Paula Silva,30,Professional League,2013/2014,Defender,Al Hilal,717,360,357,Brazil,8,4,4,0,0,0,0,0,0,0,0,6,4,2,2,0,2,0,0,0,0,0,0,0,0,0.25,359,90,0,0,0,188,93,2,15
Ahmed Mohammed Sharahili,24,Professional League,2013/2014,Defender,Al Hilal,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,14
Eric De Oliveira Pereira,32,Professional League,2013/2014,Midfielder,Al Ahli,654,295,359,Brazil,9,4,4,1,0,1,0,0,0,0,0,3,1,2,3,2,1,0,0,0.14,0,0.14,0,0.25,654,0.41,218,73,0,0,0,90,92,-1,11
Imad Khalili,31,Professional League,2013/2014,Forward,Al Shabab,373,227,146,Palestine,6,2,2,2,2,0,0,0,0,0,0,1,1,0,8,5,3,0,0,0.48,0,0.48,0.79,0,187,1.93,47,62,0,0,0,18,285,-1,8
Yaseen Barnawi,25,Professional League,2013/2014,Defender,Al Faisaly,98,0,98,Saudi Arabia,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4.59,20,49,0,0,0,-1,-1,-1,24
Jufain Ali Al Bishi,31,Professional League,2013/2014,Defender,Al Raed,102,12,90,Saudi Arabia,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.88,102,51,102,0,0.88,-1,-1,-1,11
Raed Al Johani,31,Professional League,2013/2014,Forward,Najran,114,107,7,Saudi Arabia,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,3.95,23,23,114,0,0.79,-1,-1,-1,12
Abdulaziz Al Azemi,27,Professional League,2013/2014,Midfielder,Najran,236,146,90,Saudi Arabia,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,1.14,79,59,118,0,0.76,-1,-1,-1,11
Abdullah Abdulkarim Al Shamekh,25,Professional League,2013/2014,Defender,Al Hilal,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,25
Fahad Al-Sobaie,28,Professional League,2013/2014,Midfielder,Al Raed,193,95,98,Saudi Arabia,4,1,1,0,0,0,0,0,0,0,0,1,1,0,4,1,3,1,0,0,0,0,0,0,0,1.87,48,48,193,0,0.47,-1,-1,-1,23
Hamid Fallath,30,Professional League,2013/2014,Midfielder,Al Nahdha,88,20,68,Saudi Arabia,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,4.09,22,22,0,0,0,-1,-1,-1,15
Faisal Al Harbi,48,Professional League,2013/2014,Midfielder,Al Nahdha,90,0,90,Saudi Arabia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,31
Nawaf Al Sabhi,31,Professional League,2013/2014,Defender,Najran,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,90,90,90,0,1,-1,-1,-1,27
Sager Otayf,28,Professional League,2013/2014,Forward,Al Shabab,47,47,0,Saudi Arabia,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3.83,24,24,0,0,0,-1,-1,-1,26
