,home_team_name,Result,away_team_name,home_ppg,away_ppg,home_team_shots_on_target,away_team_shots_on_target,home_team_corner_count,away_team_corner_count,HAS,HDS,AAS,ADS
319,Al Faisaly,-1,Najran,1.15,1.0,-1,-1,-1,-1,0.8051188299817185,0.9491379310344827,0.41305076628352494,0.5665651025797278
320,Al Shabab,-1,Al Hilal,1.54,1.77,2,4,5,14,0.8349380459069674,0.7821599616858238,1.2127873563218392,0.4696526508226691
321,Al Nassr,-1,Al Ahli,2.31,2.38,8,10,6,5,1.0884013812715825,0.5624521072796935,1.370977011494253,0.64111314239285
322,Al Shabab,1,Al Faisaly,1.54,1.15,6,3,7,3,0.8349380459069674,0.7821599616858238,0.711853448275862,0.7678448100751574
323,Al Ahli,1,Al Raed,2.23,0.46,-1,-1,-1,-1,1.177859029047329,0.5800287356321838,0.7382183908045977,1.036217753402397
324,Al Fateh,0,Al Shoalah,1.62,0.23,-1,-1,-1,-1,0.7902092220190942,0.7733716475095785,0.18455459770114943,0.3801950030469226
325,Al Khaleej,2,Al Orubah,1.23,0.15,-1,-1,-1,-1,0.34292098314036157,0.5712404214559387,0.14940134099616859,0.2832825512898639
326,Al Taawon,-1,Al Hilal,1.23,1.77,-1,-1,-1,-1,1.0884013812715825,0.7997365900383141,1.2127873563218392,0.4696526508226691
327,Al Ittihad,-2,Al Nassr,2.0,2.62,-1,-1,-1,-1,0.8796668697948405,0.9755028735632184,1.2391522988505748,0.5889295145236645
328,Hajer,-1,Al Ittihad,1.38,2.0,2,3,3,15,0.17146049157018078,0.44820402298850576,1.2039990421455937,0.8051188299817185
329,Al Shoalah,1,Najran,1.38,1.0,-1,-1,-1,-1,0.2609181393459273,0.34274425287356325,0.41305076628352494,0.5665651025797278
330,Al Fateh,2,Al Khaleej,1.62,1.0,3,2,5,2,0.7902092220190942,0.7733716475095785,0.4218390804597701,0.5218362786918546
331,Al Nassr,1,Al Taawon,2.31,0.92,-1,-1,-1,-1,1.0884013812715825,0.5624521072796935,0.9139846743295018,0.8125736339630306
332,Al Raed,2,Al Shabab,1.54,1.54,-1,-1,-1,-1,0.6634775543367866,0.9667145593869733,0.7206417624521072,0.6336583384115377
333,Al Orubah,-2,Al Ahli,1.15,2.38,-1,-1,-1,-1,0.20873451147674185,0.333955938697318,1.370977011494253,0.64111314239285
334,Al Hilal,3,Al Faisaly,2.38,1.15,6,6,2,4,1.2747714808043875,0.5009339080459769,0.711853448275862,0.7678448100751574
335,Al Nassr,3,Hajer,2.31,0.77,12,5,5,2,1.0884013812715825,0.5624521072796935,0.18455459770114943,0.45474304286004474
336,Al Taawon,0,Al Shabab,1.23,1.54,-1,-1,-1,-1,1.0884013812715825,0.7997365900383141,0.7206417624521072,0.6336583384115377
337,Al Hilal,3,Al Ittihad,2.38,2.0,-1,-1,-1,-1,1.2747714808043875,0.5009339080459769,1.2039990421455937,0.8051188299817185
338,Al Khaleej,3,Al Raed,1.23,0.46,2,0,7,1,0.34292098314036157,0.5712404214559387,0.7382183908045977,1.036217753402397
339,Najran,0,Al Fateh,0.85,0.92,-1,-1,-1,-1,0.3652853950842982,0.5360871647509579,0.7382183908045977,0.8871216737761528
340,Al Orubah,2,Al Shoalah,1.15,0.23,-1,-1,-1,-1,0.20873451147674185,0.333955938697318,0.18455459770114943,0.3801950030469226
341,Al Faisaly,-3,Al Ahli,1.15,2.38,-1,-1,-1,-1,0.8051188299817185,0.9491379310344827,1.370977011494253,0.64111314239285
342,Hajer,1,Al Shoalah,1.38,0.23,4,7,1,7,0.17146049157018078,0.44820402298850576,0.18455459770114943,0.3801950030469226
343,Najran,-3,Al Khaleej,0.85,1.0,-1,-1,-1,-1,0.3652853950842982,0.5360871647509579,0.4218390804597701,0.5218362786918546
344,Al Shabab,3,Al Orubah,1.54,0.15,8,11,5,7,0.8349380459069674,0.7821599616858238,0.14940134099616859,0.2832825512898639
345,Al Faisaly,-4,Al Nassr,1.15,2.62,-1,-1,-1,-1,0.8051188299817185,0.9491379310344827,1.2391522988505748,0.5889295145236645
346,Al Raed,0,Al Hilal,1.54,1.77,-1,-1,-1,-1,0.6634775543367866,0.9667145593869733,1.2127873563218392,0.4696526508226691
347,Al Ittihad,1,Al Taawon,2.0,0.92,-1,-1,-1,-1,0.8796668697948405,0.9755028735632184,0.9139846743295018,0.8125736339630306
348,Al Ahli,5,Al Fateh,2.23,0.92,-1,-1,-1,-1,1.177859029047329,0.5800287356321838,0.7382183908045977,0.8871216737761528
349,Al Khaleej,2,Al Faisaly,1.23,1.15,-1,-1,-1,-1,0.34292098314036157,0.5712404214559387,0.711853448275862,0.7678448100751574
350,Al Fateh,2,Hajer,1.62,0.77,-1,-1,-1,-1,0.7902092220190942,0.7733716475095785,0.18455459770114943,0.45474304286004474
351,Al Ahli,0,Al Taawon,2.23,0.92,-1,-1,-1,-1,1.177859029047329,0.5800287356321838,0.9139846743295018,0.8125736339630306
352,Al Orubah,-1,Najran,1.15,1.0,-1,-1,-1,-1,0.20873451147674185,0.333955938697318,0.41305076628352494,0.5665651025797278
353,Al Shoalah,0,Al Raed,1.38,0.46,-1,-1,-1,-1,0.2609181393459273,0.34274425287356325,0.7382183908045977,1.036217753402397
354,Al Hilal,-1,Al Nassr,2.38,2.62,-1,-1,-1,-1,1.2747714808043875,0.5009339080459769,1.2391522988505748,0.5889295145236645
355,Al Shabab,-1,Al Ittihad,1.54,2.0,-1,-1,-1,-1,0.8349380459069674,0.7821599616858238,1.2039990421455937,0.8051188299817185
356,Najran,-1,Al Raed,0.85,0.46,-1,-1,-1,-1,0.3652853950842982,0.5360871647509579,0.7382183908045977,1.036217753402397
357,Al Fateh,1,Al Orubah,1.62,0.15,-1,-1,-1,-1,0.7902092220190942,0.7733716475095785,0.14940134099616859,0.2832825512898639
358,Al Shoalah,1,Al Faisaly,1.38,1.15,-1,-1,-1,-1,0.2609181393459273,0.34274425287356325,0.711853448275862,0.7678448100751574
359,Al Taawon,0,Al Khaleej,1.23,1.0,-1,-1,-1,-1,1.0884013812715825,0.7997365900383141,0.4218390804597701,0.5218362786918546
360,Al Hilal,4,Hajer,2.38,0.77,-1,-1,-1,-1,1.2747714808043875,0.5009339080459769,0.18455459770114943,0.45474304286004474
361,Al Nassr,0,Al Shabab,2.31,1.54,-1,-1,-1,-1,1.0884013812715825,0.5624521072796935,0.7206417624521072,0.6336583384115377
362,Al Ittihad,0,Al Ahli,2.0,2.38,-1,-1,-1,-1,0.8796668697948405,0.9755028735632184,1.370977011494253,0.64111314239285
363,Najran,-1,Hajer,0.85,0.77,-1,-1,-1,-1,0.3652853950842982,0.5360871647509579,0.18455459770114943,0.45474304286004474
364,Al Hilal,2,Al Wahda,2.08,1.0,-1,-1,-1,-1,1.2747714808043875,0.5009339080459769,0.37789750957854407,0.499471866747918
365,Al Khaleej,-2,Al Fateh,1.0,1.38,-1,-1,-1,-1,0.34292098314036157,0.5712404214559387,0.7382183908045977,0.8871216737761528
366,Najran,-1,Al Ittihad,0.77,2.0,-1,-1,-1,-1,0.3652853950842982,0.5360871647509579,1.2039990421455937,0.8051188299817185
367,Al Taawon,0,Al Ahli,2.23,2.54,4,0,6,7,1.0884013812715825,0.7997365900383141,1.370977011494253,0.64111314239285
368,Al Nassr,0,Hajer,1.38,0.46,6,4,8,1,1.0884013812715825,0.5624521072796935,0.18455459770114943,0.45474304286004474
369,Al Quadisiya,1,Al Faisaly,1.31,1.23,2,2,2,2,0.4323786309161081,0.5185105363984674,0.711853448275862,0.7678448100751574
370,Al Shabab,2,Al Raed,1.38,0.69,4,3,5,3,0.8349380459069674,0.7821599616858238,0.7382183908045977,1.036217753402397
371,Al Khaleej,-4,Al Ahli,1.0,2.54,6,5,5,6,0.34292098314036157,0.5712404214559387,1.370977011494253,0.64111314239285
372,Al Raed,-2,Al Ittihad,1.15,2.0,5,4,2,11,0.6634775543367866,0.9667145593869733,1.2039990421455937,0.8051188299817185
373,Hajer,-1,Al Shabab,0.23,1.62,5,2,3,6,0.17146049157018078,0.44820402298850576,0.7206417624521072,0.6336583384115377
374,Al Quadisiya,0,Al Nassr,1.31,1.08,8,7,5,4,0.4323786309161081,0.5185105363984674,1.2391522988505748,0.5889295145236645
375,Al Faisaly,-1,Al Taawon,1.0,1.23,3,8,5,10,0.8051188299817185,0.9491379310344827,0.9139846743295018,0.8125736339630306
376,Al Fateh,-1,Al Hilal,1.77,2.15,3,9,1,4,0.7902092220190942,0.7733716475095785,1.2127873563218392,0.4696526508226691
377,Al Wahda,0,Najran,1.38,0.85,-1,-1,-1,-1,0.3801950030469226,0.5624521072796935,0.41305076628352494,0.5665651025797278
378,Al Shabab,0,Al Khaleej,1.38,1.54,5,4,5,4,0.8349380459069674,0.7821599616858238,0.4218390804597701,0.5218362786918546
379,Al Taawon,4,Al Quadisiya,2.23,0.85,4,5,7,6,1.0884013812715825,0.7997365900383141,0.43941570881226055,0.5814747105423522
380,Al Ahli,2,Al Wahda,2.31,1.0,6,4,14,3,1.177859029047329,0.5800287356321838,0.37789750957854407,0.499471866747918
381,Al Nassr,2,Najran,1.38,0.85,9,13,5,10,1.0884013812715825,0.5624521072796935,0.41305076628352494,0.5665651025797278
382,Al Fateh,0,Hajer,1.77,0.46,4,5,7,2,0.7902092220190942,0.7733716475095785,0.18455459770114943,0.45474304286004474
383,Al Ittihad,-1,Al Faisaly,1.77,1.23,6,2,11,7,0.8796668697948405,0.9755028735632184,0.711853448275862,0.7678448100751574
384,Al Hilal,1,Al Raed,2.08,0.69,-1,-1,-1,-1,1.2747714808043875,0.5009339080459769,0.7382183908045977,1.036217753402397
385,Hajer,-1,Al Khaleej,0.23,1.54,5,2,8,1,0.17146049157018078,0.44820402298850576,0.4218390804597701,0.5218362786918546
386,Al Raed,0,Al Fateh,1.15,1.38,5,5,5,2,0.6634775543367866,0.9667145593869733,0.7382183908045977,0.8871216737761528
387,Al Wahda,0,Al Faisaly,1.38,1.23,5,3,7,7,0.3801950030469226,0.5624521072796935,0.711853448275862,0.7678448100751574
388,Al Quadisiya,-2,Al Ittihad,1.31,2.0,12,4,9,3,0.4323786309161081,0.5185105363984674,1.2039990421455937,0.8051188299817185
389,Najran,-1,Al Shabab,0.77,1.62,5,4,3,1,0.3652853950842982,0.5360871647509579,0.7206417624521072,0.6336583384115377
390,Al Ahli,2,Al Nassr,2.31,1.08,-1,-1,-1,-1,1.177859029047329,0.5800287356321838,1.2391522988505748,0.5889295145236645
391,Al Hilal,2,Al Taawon,2.08,1.23,-1,-1,-1,-1,1.2747714808043875,0.5009339080459769,0.9139846743295018,0.8125736339630306
392,Al Quadisiya,0,Al Raed,1.31,0.69,8,3,10,3,0.4323786309161081,0.5185105363984674,0.7382183908045977,1.036217753402397
393,Al Khaleej,0,Al Taawon,1.0,1.23,8,6,5,8,0.34292098314036157,0.5712404214559387,0.9139846743295018,0.8125736339630306
394,Al Faisaly,2,Hajer,1.0,0.46,-1,-1,-1,-1,0.8051188299817185,0.9491379310344827,0.18455459770114943,0.45474304286004474
395,Al Wahda,-2,Al Nassr,1.38,1.08,7,5,1,6,0.3801950030469226,0.5624521072796935,1.2391522988505748,0.5889295145236645
396,Al Fateh,0,Al Shabab,1.77,1.62,7,4,4,2,0.7902092220190942,0.7733716475095785,0.7206417624521072,0.6336583384115377
397,Najran,-1,Al Ahli,0.77,2.54,3,6,5,2,0.3652853950842982,0.5360871647509579,1.370977011494253,0.64111314239285
398,Al Ittihad,1,Al Hilal,1.77,2.15,4,14,4,6,0.8796668697948405,0.9755028735632184,1.2127873563218392,0.4696526508226691
399,Hajer,-1,Al Wahda,0.23,1.0,4,6,7,3,0.17146049157018078,0.44820402298850576,0.37789750957854407,0.499471866747918
400,Al Raed,-2,Al Khaleej,1.15,1.54,5,4,4,4,0.6634775543367866,0.9667145593869733,0.4218390804597701,0.5218362786918546
401,Al Nassr,0,Al Faisaly,1.38,1.23,4,5,8,3,1.0884013812715825,0.5624521072796935,0.711853448275862,0.7678448100751574
402,Al Fateh,0,Al Ittihad,1.77,2.0,9,6,6,11,0.7902092220190942,0.7733716475095785,1.2039990421455937,0.8051188299817185
403,Al Hilal,1,Al Quadisiya,2.08,0.85,4,0,5,6,1.2747714808043875,0.5009339080459769,0.43941570881226055,0.5814747105423522
404,Al Taawon,3,Najran,2.23,0.85,9,6,5,10,1.0884013812715825,0.7997365900383141,0.41305076628352494,0.5665651025797278
405,Al Shabab,0,Al Ahli,1.38,2.54,-1,-1,-1,-1,0.8349380459069674,0.7821599616858238,1.370977011494253,0.64111314239285
406,Al Khaleej,2,Najran,1.0,0.85,6,9,7,2,0.34292098314036157,0.5712404214559387,0.41305076628352494,0.5665651025797278
407,Al Fateh,2,Al Wahda,1.77,1.0,9,11,13,10,0.7902092220190942,0.7733716475095785,0.37789750957854407,0.499471866747918
408,Al Faisaly,0,Al Raed,1.0,0.69,5,4,4,2,0.8051188299817185,0.9491379310344827,0.7382183908045977,1.036217753402397
409,Najran,2,Hajer,0.77,0.46,6,8,3,8,0.3652853950842982,0.5360871647509579,0.18455459770114943,0.45474304286004474
410,Al Quadisiya,-1,Al Shabab,1.31,1.62,8,3,5,4,0.4323786309161081,0.5185105363984674,0.7206417624521072,0.6336583384115377
411,Al Hilal,7,Al Khaleej,2.08,1.54,5,5,5,2,1.2747714808043875,0.5009339080459769,0.4218390804597701,0.5218362786918546
412,Al Taawon,0,Al Nassr,2.23,1.08,-1,-1,-1,-1,1.0884013812715825,0.7997365900383141,1.2391522988505748,0.5889295145236645
413,Al Ittihad,-3,Al Ahli,1.77,2.54,6,2,7,11,0.8796668697948405,0.9755028735632184,1.370977011494253,0.64111314239285
414,Hajer,-3,Al Taawon,0.23,1.23,3,9,1,3,0.17146049157018078,0.44820402298850576,0.9139846743295018,0.8125736339630306
415,Al Raed,1,Al Wahda,1.15,1.0,2,3,6,6,0.6634775543367866,0.9667145593869733,0.37789750957854407,0.499471866747918
416,Al Nassr,2,Al Fateh,1.38,1.38,3,6,4,4,1.0884013812715825,0.5624521072796935,0.7382183908045977,0.8871216737761528
417,Al Ahli,0,Al Faisaly,2.31,1.23,9,0,13,1,1.177859029047329,0.5800287356321838,0.711853448275862,0.7678448100751574
418,Al Khaleej,0,Al Ittihad,1.0,2.0,3,2,3,2,0.34292098314036157,0.5712404214559387,1.2039990421455937,0.8051188299817185
419,Al Shabab,-1,Al Hilal,1.38,2.15,2,7,3,11,0.8349380459069674,0.7821599616858238,1.2127873563218392,0.4696526508226691
420,Najran,0,Al Quadisiya,0.77,0.85,2,5,7,4,0.3652853950842982,0.5360871647509579,0.43941570881226055,0.5814747105423522
421,Al Raed,0,Al Nassr,1.15,1.08,3,3,4,9,0.6634775543367866,0.9667145593869733,1.2391522988505748,0.5889295145236645
422,Al Wahda,1,Al Quadisiya,1.38,0.85,3,2,2,4,0.3801950030469226,0.5624521072796935,0.43941570881226055,0.5814747105423522
423,Al Ahli,1,Hajer,2.31,0.46,9,3,15,1,1.177859029047329,0.5800287356321838,0.18455459770114943,0.45474304286004474
424,Al Fateh,1,Al Taawon,1.77,1.23,6,6,6,5,0.7902092220190942,0.7733716475095785,0.9139846743295018,0.8125736339630306
425,Al Faisaly,-1,Al Khaleej,1.0,1.54,4,7,8,3,0.8051188299817185,0.9491379310344827,0.4218390804597701,0.5218362786918546
426,Al Hilal,2,Najran,2.08,0.85,4,4,4,3,1.2747714808043875,0.5009339080459769,0.41305076628352494,0.5665651025797278
427,Al Ittihad,1,Al Shabab,1.77,1.62,9,5,6,3,0.8796668697948405,0.9755028735632184,0.7206417624521072,0.6336583384115377
428,Najran,-1,Al Faisaly,0.77,1.23,5,0,2,2,0.3652853950842982,0.5360871647509579,0.711853448275862,0.7678448100751574
429,Al Taawon,2,Al Raed,2.23,0.69,6,2,12,1,1.0884013812715825,0.7997365900383141,0.7382183908045977,1.036217753402397
430,Al Khaleej,0,Al Nassr,1.0,1.08,7,6,3,6,0.34292098314036157,0.5712404214559387,1.2391522988505748,0.5889295145236645
431,Al Ittihad,5,Hajer,1.77,0.46,8,4,9,5,0.8796668697948405,0.9755028735632184,0.18455459770114943,0.45474304286004474
432,Al Hilal,-1,Al Ahli,2.08,2.54,6,3,4,5,1.2747714808043875,0.5009339080459769,1.370977011494253,0.64111314239285
433,Al Quadisiya,1,Al Fateh,1.31,1.38,6,4,6,1,0.4323786309161081,0.5185105363984674,0.7382183908045977,0.8871216737761528
434,Al Wahda,1,Al Shabab,1.38,1.62,8,7,2,5,0.3801950030469226,0.5624521072796935,0.7206417624521072,0.6336583384115377
435,Hajer,-4,Al Hilal,0.23,2.15,0,5,0,8,0.17146049157018078,0.44820402298850576,1.2127873563218392,0.4696526508226691
436,Al Shabab,-1,Al Faisaly,1.38,1.23,12,5,8,4,0.8349380459069674,0.7821599616858238,0.711853448275862,0.7678448100751574
437,Al Ahli,2,Al Raed,2.31,0.69,5,7,6,4,1.177859029047329,0.5800287356321838,0.7382183908045977,1.036217753402397
438,Al Nassr,3,Al Ittihad,1.38,2.0,9,4,4,5,1.0884013812715825,0.5624521072796935,1.2039990421455937,0.8051188299817185
439,Al Khaleej,0,Al Quadisiya,1.0,0.85,5,3,3,4,0.34292098314036157,0.5712404214559387,0.43941570881226055,0.5814747105423522
440,Al Taawon,2,Al Wahda,2.23,1.0,9,3,7,3,1.0884013812715825,0.7997365900383141,0.37789750957854407,0.499471866747918
441,Najran,-2,Al Fateh,0.77,1.38,2,0,3,6,0.3652853950842982,0.5360871647509579,0.7382183908045977,0.8871216737761528
442,Al Quadisiya,0,Hajer,1.31,0.46,3,6,4,4,0.4323786309161081,0.5185105363984674,0.18455459770114943,0.45474304286004474
443,Al Faisaly,-1,Al Hilal,1.0,2.15,0,12,2,9,0.8051188299817185,0.9491379310344827,1.2127873563218392,0.4696526508226691
444,Al Shabab,1,Al Nassr,1.38,1.08,3,5,3,9,0.8349380459069674,0.7821599616858238,1.2391522988505748,0.5889295145236645
445,Al Raed,-1,Najran,1.15,0.85,4,6,7,11,0.6634775543367866,0.9667145593869733,0.41305076628352494,0.5665651025797278
446,Al Fateh,-2,Al Ahli,1.77,2.54,4,8,1,6,0.7902092220190942,0.7733716475095785,1.370977011494253,0.64111314239285
447,Al Wahda,0,Al Khaleej,1.38,1.54,6,6,2,1,0.3801950030469226,0.5624521072796935,0.4218390804597701,0.5218362786918546
448,Al Ittihad,3,Al Taawon,1.77,1.23,6,9,6,7,0.8796668697948405,0.9755028735632184,0.9139846743295018,0.8125736339630306
449,Al Ahli,2,Al Quadisiya,2.31,0.85,2,2,2,10,1.177859029047329,0.5800287356321838,0.43941570881226055,0.5814747105423522
450,Al Nassr,-1,Al Hilal,1.38,2.15,5,8,4,4,1.0884013812715825,0.5624521072796935,1.2127873563218392,0.4696526508226691
451,Al Faisaly,-1,Al Fateh,1.0,1.38,4,3,3,5,0.8051188299817185,0.9491379310344827,0.7382183908045977,0.8871216737761528
452,Hajer,-1,Al Raed,0.23,0.69,5,4,6,5,0.17146049157018078,0.44820402298850576,0.7382183908045977,1.036217753402397
453,Al Wahda,-2,Al Ittihad,1.38,2.0,4,5,4,1,0.3801950030469226,0.5624521072796935,1.2039990421455937,0.8051188299817185
454,Al Shabab,-1,Al Taawon,1.38,1.23,4,7,4,10,0.8349380459069674,0.7821599616858238,0.9139846743295018,0.8125736339630306
455,Hajer,-1,Al Nassr,0.23,1.08,3,8,5,7,0.17146049157018078,0.44820402298850576,1.2391522988505748,0.5889295145236645
456,Al Wahda,-2,Al Hilal,1.38,2.15,7,6,3,5,0.3801950030469226,0.5624521072796935,1.2127873563218392,0.4696526508226691
457,Al Raed,-1,Al Shabab,1.15,1.62,5,5,6,7,0.6634775543367866,0.9667145593869733,0.7206417624521072,0.6336583384115377
458,Al Faisaly,1,Al Quadisiya,1.0,0.85,3,2,7,3,0.8051188299817185,0.9491379310344827,0.43941570881226055,0.5814747105423522
459,Al Ahli,0,Al Taawon,2.31,1.23,0,5,2,7,1.177859029047329,0.5800287356321838,0.9139846743295018,0.8125736339630306
460,Al Fateh,0,Al Khaleej,1.77,1.54,5,6,7,6,0.7902092220190942,0.7733716475095785,0.4218390804597701,0.5218362786918546
461,Al Ittihad,1,Najran,1.77,0.85,4,4,2,7,0.8796668697948405,0.9755028735632184,0.41305076628352494,0.5665651025797278
462,Al Nassr,0,Al Quadisiya,1.38,0.85,4,5,7,3,1.0884013812715825,0.5624521072796935,0.43941570881226055,0.5814747105423522
463,Al Ittihad,4,Al Raed,1.77,0.69,5,8,8,9,0.8796668697948405,0.9755028735632184,0.7382183908045977,1.036217753402397
464,Al Hilal,0,Al Fateh,2.08,1.38,7,4,12,6,1.2747714808043875,0.5009339080459769,0.7382183908045977,0.8871216737761528
465,Al Ahli,0,Al Khaleej,2.31,1.54,-1,-1,-1,-1,1.177859029047329,0.5800287356321838,0.4218390804597701,0.5218362786918546
466,Al Taawon,2,Al Faisaly,2.23,1.23,7,7,8,2,1.0884013812715825,0.7997365900383141,0.711853448275862,0.7678448100751574
467,Al Shabab,2,Hajer,1.38,0.46,15,5,10,4,0.8349380459069674,0.7821599616858238,0.18455459770114943,0.45474304286004474
468,Najran,0,Al Wahda,0.77,1.0,2,5,3,4,0.3652853950842982,0.5360871647509579,0.37789750957854407,0.499471866747918
469,Al Khaleej,-1,Al Shabab,1.0,1.62,5,3,6,3,0.34292098314036157,0.5712404214559387,0.7206417624521072,0.6336583384115377
470,Al Wahda,-1,Al Ahli,1.38,2.54,4,5,3,10,0.3801950030469226,0.5624521072796935,1.370977011494253,0.64111314239285
471,Al Quadisiya,-1,Al Taawon,1.31,1.23,9,3,4,8,0.4323786309161081,0.5185105363984674,0.9139846743295018,0.8125736339630306
472,Al Raed,-1,Al Hilal,1.15,2.15,2,11,1,4,0.6634775543367866,0.9667145593869733,1.2127873563218392,0.4696526508226691
473,Najran,1,Al Nassr,0.77,1.08,3,4,4,4,0.3652853950842982,0.5360871647509579,1.2391522988505748,0.5889295145236645
474,Hajer,1,Al Fateh,0.23,1.38,3,5,4,7,0.17146049157018078,0.44820402298850576,0.7382183908045977,0.8871216737761528
475,Al Faisaly,-2,Al Ittihad,1.0,2.0,4,4,5,7,0.8051188299817185,0.9491379310344827,1.2039990421455937,0.8051188299817185
476,Al Taawon,1,Al Hilal,2.23,2.15,3,7,0,8,1.0884013812715825,0.7997365900383141,1.2127873563218392,0.4696526508226691
477,Al Nassr,0,Al Ahli,1.38,2.54,6,5,3,5,1.0884013812715825,0.5624521072796935,1.370977011494253,0.64111314239285
478,Al Shabab,1,Najran,1.38,0.85,9,6,15,9,0.8349380459069674,0.7821599616858238,0.41305076628352494,0.5665651025797278
479,Al Ittihad,0,Al Quadisiya,1.77,0.85,5,7,7,5,0.8796668697948405,0.9755028735632184,0.43941570881226055,0.5814747105423522
480,Al Khaleej,-1,Hajer,1.0,0.46,4,2,7,1,0.34292098314036157,0.5712404214559387,0.18455459770114943,0.45474304286004474
481,Al Fateh,1,Al Raed,1.77,0.69,5,3,6,4,0.7902092220190942,0.7733716475095785,0.7382183908045977,1.036217753402397
482,Al Faisaly,1,Al Wahda,1.0,1.0,5,4,8,4,0.8051188299817185,0.9491379310344827,0.37789750957854407,0.499471866747918
483,Al Shabab,1,Al Fateh,1.38,1.38,11,5,13,1,0.8349380459069674,0.7821599616858238,0.7382183908045977,0.8871216737761528
484,Al Taawon,-1,Al Khaleej,2.23,1.54,4,0,5,3,1.0884013812715825,0.7997365900383141,0.4218390804597701,0.5218362786918546
485,Hajer,-1,Al Faisaly,0.23,1.23,8,8,11,6,0.17146049157018078,0.44820402298850576,0.711853448275862,0.7678448100751574
486,Al Raed,1,Al Quadisiya,1.15,0.85,0,7,3,8,0.6634775543367866,0.9667145593869733,0.43941570881226055,0.5814747105423522
487,Al Nassr,0,Al Wahda,1.38,1.0,4,2,3,5,1.0884013812715825,0.5624521072796935,0.37789750957854407,0.499471866747918
488,Al Ahli,-1,Najran,2.31,0.85,-1,-1,-1,-1,1.177859029047329,0.5800287356321838,0.41305076628352494,0.5665651025797278
489,Al Hilal,-1,Al Ittihad,2.08,2.0,8,5,10,3,1.2747714808043875,0.5009339080459769,1.2039990421455937,0.8051188299817185
490,Al Khaleej,1,Al Raed,1.0,0.69,6,5,3,5,0.34292098314036157,0.5712404214559387,0.7382183908045977,1.036217753402397
491,Al Wahda,1,Hajer,1.38,0.46,3,6,5,4,0.3801950030469226,0.5624521072796935,0.18455459770114943,0.45474304286004474
492,Najran,0,Al Taawon,0.77,1.23,8,6,8,2,0.3652853950842982,0.5360871647509579,0.9139846743295018,0.8125736339630306
493,Al Faisaly,0,Al Nassr,1.0,1.08,2,6,3,3,0.8051188299817185,0.9491379310344827,1.2391522988505748,0.5889295145236645
494,Al Ittihad,0,Al Fateh,1.77,1.38,7,0,6,2,0.8796668697948405,0.9755028735632184,0.7382183908045977,0.8871216737761528
495,Al Quadisiya,0,Al Hilal,1.31,2.15,4,12,4,9,0.4323786309161081,0.5185105363984674,1.2127873563218392,0.4696526508226691
496,Al Ahli,2,Al Shabab,2.31,1.62,6,4,5,2,1.177859029047329,0.5800287356321838,0.7206417624521072,0.6336583384115377
497,Al Hilal,2,Al Nassr,2.08,1.08,4,3,4,2,1.2747714808043875,0.5009339080459769,1.2391522988505748,0.5889295145236645
498,Al Quadisiya,-2,Al Ahli,1.31,2.54,5,8,3,6,0.4323786309161081,0.5185105363984674,1.370977011494253,0.64111314239285
499,Najran,-1,Al Khaleej,0.77,1.54,7,5,9,5,0.3652853950842982,0.5360871647509579,0.4218390804597701,0.5218362786918546
500,Al Taawon,4,Al Shabab,2.23,1.62,5,6,4,12,1.0884013812715825,0.7997365900383141,0.7206417624521072,0.6336583384115377
501,Al Fateh,1,Al Faisaly,1.77,1.23,5,3,5,5,0.7902092220190942,0.7733716475095785,0.711853448275862,0.7678448100751574
502,Al Raed,1,Hajer,1.15,0.46,8,4,6,6,0.6634775543367866,0.9667145593869733,0.18455459770114943,0.45474304286004474
503,Al Ittihad,-2,Al Wahda,1.77,1.0,10,4,8,2,0.8796668697948405,0.9755028735632184,0.37789750957854407,0.499471866747918
504,Al Raed,5,Al Faisaly,1.15,1.23,2,6,2,6,0.6634775543367866,0.9667145593869733,0.711853448275862,0.7678448100751574
505,Al Wahda,-2,Al Fateh,1.38,1.38,2,3,5,3,0.3801950030469226,0.5624521072796935,0.7382183908045977,0.8871216737761528
506,Al Nassr,1,Al Taawon,1.38,1.23,-1,-1,-1,-1,1.0884013812715825,0.5624521072796935,0.9139846743295018,0.8125736339630306
507,Al Khaleej,-3,Al Hilal,1.0,2.15,3,5,4,1,0.34292098314036157,0.5712404214559387,1.2127873563218392,0.4696526508226691
508,Al Ahli,2,Al Ittihad,2.31,2.0,2,7,6,5,1.177859029047329,0.5800287356321838,1.2039990421455937,0.8051188299817185
509,Hajer,-1,Najran,0.23,0.85,-1,-1,-1,-1,0.17146049157018078,0.44820402298850576,0.41305076628352494,0.5665651025797278
510,Al Shabab,-2,Al Quadisiya,1.38,0.85,8,4,7,6,0.8349380459069674,0.7821599616858238,0.43941570881226055,0.5814747105423522
511,Al Wahda,2,Al Raed,1.38,0.69,5,5,5,4,0.3801950030469226,0.5624521072796935,0.7382183908045977,1.036217753402397
512,Al Quadisiya,2,Najran,1.31,0.85,0,0,1,0,0.4323786309161081,0.5185105363984674,0.41305076628352494,0.5665651025797278
513,Al Taawon,4,Hajer,2.23,0.46,6,3,5,5,1.0884013812715825,0.7997365900383141,0.18455459770114943,0.45474304286004474
514,Al Fateh,1,Al Nassr,1.77,1.08,6,5,8,7,0.7902092220190942,0.7733716475095785,1.2391522988505748,0.5889295145236645
