,home_team_name,Result,away_team_name,home_ppg,away_ppg,home_team_shots_on_target,away_team_shots_on_target,home_team_corner_count,away_team_corner_count,HAS,HDS,AAS,ADS
306,Al Shabab,-1,Al Ahli,1.54,2.38,-1,-1,-1,-1,0.8349380459069674,0.7821599616858238,1.370977011494253,0.64111314239285
307,Al Ahli,1,Najran,2.23,1.0,-1,-1,-1,-1,1.177859029047329,0.5800287356321838,0.41305076628352494,0.5665651025797278
308,Al Orubah,-2,Al Nassr,1.15,2.62,-1,-1,-1,-1,0.20873451147674185,0.333955938697318,1.2391522988505748,0.5889295145236645
309,Al Taawon,-1,Al Faisaly,1.23,1.15,-1,-1,-1,-1,1.0884013812715825,0.7997365900383141,0.711853448275862,0.7678448100751574
310,Al Hilal,3,Al Fateh,2.38,0.92,2,2,4,1,1.2747714808043875,0.5009339080459769,0.7382183908045977,0.8871216737761528
311,Najran,1,Al Shabab,0.85,1.54,-1,-1,-1,-1,0.3652853950842982,0.5360871647509579,0.7206417624521072,0.6336583384115377
312,Al Ahli,3,Al Shoalah,2.23,0.23,-1,-1,-1,-1,1.177859029047329,0.5800287356321838,0.18455459770114943,0.3801950030469226
313,Hajer,0,Al Khaleej,1.38,1.0,0,3,6,4,0.17146049157018078,0.44820402298850576,0.4218390804597701,0.5218362786918546
314,Al Ittihad,2,Al Raed,2.0,0.46,-1,-1,-1,-1,0.8796668697948405,0.9755028735632184,0.7382183908045977,1.036217753402397
315,Al Orubah,-1,Hajer,1.15,0.77,-1,-1,-1,-1,0.20873451147674185,0.333955938697318,0.18455459770114943,0.45474304286004474
316,Al Khaleej,-1,Al Ittihad,1.23,2.0,3,3,5,4,0.34292098314036157,0.5712404214559387,1.2039990421455937,0.8051188299817185
317,Al Raed,-1,Al Fateh,1.54,0.92,-1,-1,-1,-1,0.6634775543367866,0.9667145593869733,0.7382183908045977,0.8871216737761528
318,Al Shoalah,1,Al Taawon,1.38,0.92,-1,-1,-1,-1,0.2609181393459273,0.34274425287356325,0.9139846743295018,0.8125736339630306
