timestamp,date_GMT,status,attendance,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1377279600,Aug 23 2013 - 5:40pm,complete,2240,Al Fateh,Al Taawon,0.00,0.00,1.69,1.31,1,1,2,1,0,1,"84","45'1",-1,-1,0,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,47,53,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Abdullah bin Jalawi Sports City Stadium (Al-Hasa)
1377279600,Aug 23 2013 - 5:40pm,complete,8485,Al Nassr,Najran,0.00,0.00,2.62,0.62,2,0,2,0,0,0,"60,81","",-1,-1,1,0,2,0,-2,-2,-1,-1,-1,-1,-1,-1,50,50,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1377279600,Aug 23 2013 - 5:40pm,complete,184,Al Nahdha,Al Shoalah,0.00,0.00,1.00,1.08,2,2,4,2,1,1,"10,70","6,64",-1,-1,1,0,2,0,-2,-2,-1,-1,-1,-1,-1,-1,48,52,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1377366000,Aug 24 2013 - 5:40pm,complete,9412,Al Hilal,Al Orubah,0.00,0.00,2.54,1.23,3,0,3,0,0,0,"62,80,83","",-1,-1,0,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,48,52,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1377366000,Aug 24 2013 - 5:40pm,complete,777,Al Raed,Al Ittifaq,0.00,0.00,1.23,0.77,2,1,3,2,2,0,"30,37","51",-1,-1,1,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,51,49,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah))
1377452400,Aug 25 2013 - 5:40pm,complete,739,Al Faisaly,Al Ahli,0.00,0.00,1.62,1.62,1,3,4,1,0,1,"82","6,64,71",-1,-1,0,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,47,53,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Salman bin Abdulaziz Sport City Stadium (Al Majma'ah)
1377538800,Aug 26 2013 - 5:40pm,complete,5870,Al Shabab,Al Ittihad,0.00,0.00,1.85,0.92,1,4,5,1,1,0,"13","64,71,75,80",-1,-1,1,0,2,0,-2,-2,-1,-1,-1,-1,-1,-1,51,49,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1377884100,Aug 30 2013 - 5:35pm,complete,10250,Al Ittifaq,Al Hilal,0.00,0.00,1.23,2.31,1,3,4,3,1,2,"43","9,10,68",-1,-1,2,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,51,49,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1377884100,Aug 30 2013 - 5:35pm,complete,1824,Al Fateh,Al Nahdha,1.00,0.00,1.69,0.23,4,0,4,2,2,0,"12,19,48,81","",-1,-1,2,0,2,0,-2,-2,-1,-1,-1,-1,-1,-1,53,47,1.00,50,50,0,0,0,0,50,-1.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Abdullah bin Jalawi Sports City Stadium (Al-Hasa)
1377884100,Aug 30 2013 - 5:35pm,complete,1577,Al Taawon,Al Faisaly,0.00,0.00,1.38,0.85,1,1,2,1,1,0,"45","64",-1,-1,2,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,53,47,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah))
1377884100,Aug 30 2013 - 5:35pm,complete,490,Najran,Al Raed,0.00,0.00,1.54,1.00,1,0,1,1,1,0,"16","",-1,-1,1,0,3,0,-2,-2,-1,-1,-1,-1,-1,-1,49,51,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Al-Ukhdood Stadium (Najran)
1377970500,Aug 31 2013 - 5:35pm,complete,265,Al Shoalah,Al Shabab,0.00,0.00,0.92,1.00,0,1,1,1,0,1,"","8",-1,-1,2,0,1,1,-2,-2,-1,-1,-1,-1,-1,-1,47,53,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Al-Shoalah Club Stadium (Al Kharj)
1377970500,Aug 31 2013 - 5:35pm,complete,13391,Al Ahli,Al Nassr,0.00,0.00,1.85,2.38,0,0,0,0,0,0,"","",8,3,3,0,1,0,11,9,4,3,7,6,15,14,47,53,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Abdul Aziz Stadium (Makkah (Mecca))
1377970500,Aug 31 2013 - 5:35pm,complete,2350,Al Orubah,Al Ittihad,0.00,3.00,1.00,0.92,1,0,1,0,0,0,"67","",-1,-1,2,0,4,1,-2,-2,-1,-1,-1,-1,-1,-1,53,47,2.50,50,50,50,50,50,0,50,-1.00,2.00,0.00,0,0,0,0,0,0,0,0,Al Orubah Club Stadium (Skaka (Al Jawf))
1378920300,Sep 11 2013 - 5:25pm,complete,1483,Al Ahli,Al Orubah,1.00,0.00,1.85,1.23,1,1,2,2,1,1,"3","10",14,2,2,0,2,0,19,4,6,3,13,1,10,12,48,52,1.50,0,50,50,0,0,0,0,7.00,4.00,0.00,0,0,0,0,0,0,0,0,King Abdul Aziz Stadium (Makkah (Mecca))
1379006700,Sep 12 2013 - 5:25pm,complete,932,Al Shabab,Al Raed,0.00,0.00,1.85,1.00,5,2,7,3,3,0,"3,8,33,83,90","52,55",6,1,1,0,2,0,14,9,8,5,6,4,12,18,52,48,3.00,50,50,50,50,50,0,100,-2.00,4.00,0.00,0,0,0,0,0,0,0,0,Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh))
1379093100,Sep 13 2013 - 5:25pm,complete,6783,Al Ittihad,Al Fateh,0.00,0.00,1.54,0.46,4,2,6,4,2,2,"20,36,53,84","19,24",3,9,0,0,1,0,6,13,3,4,3,9,20,14,51,49,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Abdul Aziz Stadium (Makkah (Mecca))
1379093100,Sep 13 2013 - 5:25pm,complete,376,Al Ittifaq,Al Shoalah,0.00,1.00,1.23,1.08,1,0,1,0,0,0,"58","",5,8,3,0,2,0,12,14,6,6,6,8,14,14,51,49,4.00,100,100,100,100,0,100,100,-2.00,4.00,0.00,0,0,0,0,0,0,0,0,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1379093100,Sep 13 2013 - 5:25pm,complete,560,Najran,Al Taawon,3.00,1.00,1.54,1.31,1,2,3,1,0,1,"74","6,77",4,3,0,0,1,0,15,4,5,0,10,4,20,21,48,52,1.50,50,50,0,0,0,0,100,-2.00,2.00,0.00,0,0,0,0,0,0,0,0,Al-Ukhdood Stadium (Najran)
