timestamp,date_GMT,status,attendance,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1407519900,Aug 8 2014 - 5:45pm,complete,11499,Al Ittihad,Al Faisaly,0.00,0.00,2.00,1.15,2,1,3,0,0,0,"71,82","87",4,2,1,0,0,0,11,6,4,2,7,4,11,28,62,38,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Abdul Aziz Stadium (Makkah (Mecca))
1407519900,Aug 8 2014 - 5:45pm,complete,13844,Al Hilal,Al Orubah,0.00,0.00,2.38,0.15,4,1,5,2,2,0,"39,44,73,89","70",-1,-1,1,0,3,0,-2,-2,-1,-1,-1,-1,-1,-1,49,51,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1407952200,Aug 13 2014 - 5:50pm,complete,3864,Al Shoalah,Al Hilal,0.00,0.00,1.38,1.77,1,3,4,2,0,2,"49","36,40,84",-1,-1,2,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,50,50,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Al-Shoalah Club Stadium (Al Kharj)
1407952200,Aug 13 2014 - 5:50pm,complete,58896,Al Ittihad,Al Fateh,3.00,0.00,2.00,0.92,1,0,1,1,1,0,"8","",-1,-1,2,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,48,52,1.50,50,50,50,0,0,0,0,4.00,1.00,0.00,0,0,0,0,0,0,0,0,King Abdullah Sports City (Jeddah)
1408120800,Aug 15 2014 - 4:40pm,complete,3741,Al Orubah,Al Taawon,0.00,0.00,1.15,0.92,4,3,7,4,3,1,"9,36,40,83","23,46,90'1",-1,-1,2,0,2,0,-2,-2,-1,-1,-1,-1,-1,-1,48,52,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Al Orubah Club Stadium (Skaka (Al Jawf))
1408125000,Aug 15 2014 - 5:50pm,complete,361,Al Faisaly,Al Raed,0.00,0.00,1.15,0.46,1,0,1,0,0,0,"81","",-1,-1,4,1,0,0,-2,-2,-1,-1,-1,-1,-1,-1,47,53,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Salman bin Abdulaziz Sport City Stadium (Al Majma'ah)
1408126680,Aug 15 2014 - 6:18pm,complete,12620,Al Nassr,Najran,0.00,0.00,2.31,1.00,4,1,5,1,1,0,"2,46,74,90","56",-1,-1,0,0,3,0,-2,-2,-1,-1,-1,-1,-1,-1,48,52,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Fahd International Stadium (Ar-Riyāḍ (Riyadh))
1408211400,Aug 16 2014 - 5:50pm,complete,2250,Al Shabab,Al Khaleej,0.00,0.00,1.54,1.00,2,0,2,1,1,0,"42,61","",-1,-1,3,0,2,0,-2,-2,-1,-1,-1,-1,-1,-1,52,48,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh))
1408211400,Aug 16 2014 - 5:50pm,complete,58000,Al Ahli,Hajer,0.00,0.00,2.23,0.77,6,1,7,2,2,0,"27,30,73,85,88,90'3","76",6,1,1,0,2,0,14,2,6,0,8,2,27,19,63,37,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,King Abdullah Sports City (Jeddah)
1408722600,Aug 22 2014 - 3:50pm,complete,765,Al Khaleej,Al Shoalah,0.00,0.00,1.23,0.23,1,1,2,2,1,1,"21","44",-1,-1,2,0,2,1,-2,-2,-1,-1,-1,-1,-1,-1,49,51,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
